,Hash,sample1,sample2,t0,t1,t2,t3,t0_Area,t1_Area,t2_Area,t3_Area,Total
0,-9222343030411238369,Blank1,Gh12,1073.150758620417,4606.02944164575,2619.005282381482,2441.8533433220523,640.0,589.0,554.0,511.0,2.0
1,-9221219598053956896,PK,Ut14,943.1282162216934,1401.372786241534,1218.633353550022,1147.4178414713033,596.0,569.0,562.0,530.0,2.0
2,-9219511701005432558,EA,EC9,1538.187482576376,1528.494575396027,1512.7164928139332,1502.8954077009785,672.0,682.0,615.0,573.0,2.0
3,-9216677029382578722,Og87,PP,1059.325796328068,1064.054948060399,1011.8420415419172,993.9826005998397,643.0,329.0,317.0,510.0,2.0
4,-9216663056134696789,Gh30,LA,684.3395058573792,828.7803156804497,970.531790493622,1338.1074845294092,653.0,601.0,254.0,123.0,2.0
5,-9215872282684423703,EC17,Gh35,857.449059297501,918.3469652000538,1073.3369013697693,1104.8582081795923,651.0,442.0,420.0,384.0,2.0
6,-9214372167017880555,EC10,Mono2,749.6886348114617,6430.148619104655,2980.0199371319222,2426.921684305339,660.0,624.0,609.0,574.0,2.0
7,-9213964122841642656,Gh61,Og87,816.4600210222943,1483.1659689875214,1222.038295661525,1157.4555075790788,644.0,732.0,699.0,670.0,2.0
8,-9213831726728890978,Gh67,LA,787.0006551815231,945.1978615689948,930.8428881314552,1034.873076786618,632.0,460.0,351.0,209.0,2.0
9,-9213040953278617892,OGI33-L,Ut14,780.1085205661652,1077.0365266288338,951.6932603969226,934.0353452547928,680.0,580.0,550.0,486.0,2.0
10,-9212632909102379993,Ecoli,Og90,949.1927211220054,1201.6070554852352,1061.3033895533415,1041.245383504726,717.0,463.0,438.0,395.0,2.0
11,-9210044532681046774,Gh24,Ut12,979.7473185412028,1019.7642439189166,970.2130980787872,954.0565865860395,715.0,715.0,684.0,676.0,2.0
12,-9207904761508113914,CB,PP,853.714945719789,1003.7931709589084,963.7430714541656,960.1613682580888,690.0,437.0,498.0,537.0,2.0
13,-9206542207736782581,CB,Gh61,850.9924254114538,1178.882715338654,1085.9691999694576,1010.5552594114216,512.0,668.0,608.0,586.0,2.0
14,-9205785478066303652,CB,Mono1,724.1042334954406,1123.4291471039578,1092.6142630189945,1123.71379100048,638.0,604.0,568.0,542.0,2.0
15,-9204834310688258243,EC16,EC9,1010.1333148837866,1430.3852455426602,1453.7524160612998,1456.4476430953357,633.0,674.0,652.0,614.0,2.0
16,-9198273857038907782,EC10,LA,836.6665523754073,990.9573771285018,990.8648822944144,998.324053797777,670.0,557.0,540.0,498.0,2.0
