,Hash,sample1,sample2,t0,t1,t2,t3,t0_Area,t1_Area,t2_Area,t3_Area,Total
0,-9222343030411238369,Gh67,PAg1,670.2881434015866,810.1804450416339,814.0047172673724,858.8435952140077,570.0,408.0,430.0,446.0,2.0
1,-9221219598053956896,CB,CF,646.2707399943059,757.2086558112262,772.8595312008447,815.7005606430624,633.0,596.0,598.0,549.0,2.0
2,-9219511701005432558,EA,EC12,813.5450925957826,1090.6744416253107,1147.422422996194,1244.411923065516,492.0,535.0,513.0,483.0,2.0
3,-9219100314612146634,Gh9,Ut14,630.1863090637373,739.7166108725689,744.1012962080331,773.4157921488256,600.0,534.0,527.0,509.0,2.0
4,-9218667343661380443,OGI33-L,RP2,609.8402709245544,1105.1290991030664,1166.462451255967,1478.6142055417386,624.0,535.0,452.0,274.0,2.0
5,-9217038384397013505,EC1,SF2,683.1061829806682,,919.8853269651466,1171.592360635359,596.0,,460.0,177.0,2.0
6,-9216677029382578722,Gh38,Gh62,744.0863838764521,1208.40563344552,1121.9474805147,1153.6507909467198,497.0,462.0,455.0,378.0,2.0
7,-9216103894014575516,EC9,OGI19-L,726.0424693538785,1198.132894567536,1172.0733502839337,1521.645471221839,670.0,649.0,626.0,228.0,2.0
8,-9215872282684423703,EA,Ut14,650.9783925336828,839.354303537175,865.9305055534686,937.96480992096,531.0,487.0,449.0,399.0,2.0
9,-9214879426411518589,EA,EC1,702.7580853063648,894.8230586948912,937.3252530438552,1001.8957746787572,649.0,655.0,611.0,561.0,2.0
10,-9213680608785007604,OGI33-L,Ut22,604.696746523979,886.3370656319906,828.5633346079532,815.9410245000793,581.0,461.0,454.0,417.0,2.0
11,-9211752429729571112,CF,RP2,662.9709919656653,797.7100891491926,810.1524289633571,770.6517848697735,502.0,577.0,579.0,112.0,2.0
12,-9210044532681046774,Gh67,SF2,618.365474853018,1018.6409407962678,987.478723070963,1028.128534136192,587.0,558.0,575.0,549.0,2.0
13,-9208470386792219073,Gh44,KA,651.5380936611758,752.9716861193845,754.7536108198744,788.6692171122627,575.0,539.0,549.0,517.0,2.0
14,-9207060404164061799,EC11,Gh9,606.5548703837674,703.2611499213241,724.769046674756,812.0524073451152,473.0,323.0,315.0,284.0,2.0
15,-9206950251913020480,Gh62,OGI33-L,569.7873894246261,795.9413037353802,730.9612439497689,695.8972811392914,554.0,506.0,472.0,444.0,2.0
16,-9206542207736782581,Gh62,PH,636.8018231953175,802.134871539752,811.7076322450861,857.3799515308393,567.0,537.0,540.0,491.0,2.0
17,-9205785478066303652,PAg1,Ut12,705.8891192732522,805.0212207890444,806.964429764242,838.0535630575295,569.0,507.0,544.0,533.0,2.0
18,-9204834310688258243,Ecoli,RP1_B,711.3882128152326,1277.4318983958483,1303.4119606530064,1429.9268988707695,573.0,540.0,516.0,461.0,2.0
19,-9202790412515677493,Mono1,Og84,562.9950581830176,610.0681621075124,603.9715202996283,630.2855896083969,578.0,509.0,497.0,459.0,2.0
20,-9201999639065404407,Gh28,PAg3,693.0526642128083,765.3674353749268,765.0751780550733,808.7800087775951,602.0,539.0,555.0,534.0,2.0
21,-9200202036094344274,Blank1,OGI33-L,620.4373053709671,847.8246784919417,822.8992389384337,824.2477937571684,607.0,582.0,566.0,528.0,2.0
22,-9197865812862669883,PAg3,RP2,742.5506578119492,903.7720720939808,920.51668189648,996.2918841239627,515.0,471.0,487.0,461.0,2.0
23,-9196942643299645119,Gh40,Mono2,679.4495079495692,936.2683432461386,917.7781056058504,935.3565060770804,653.0,566.0,496.0,396.0,2.0
