sample2,P_putida3,P_plecoglossicida1,E_aerogenes,P_monteilii1,B_cereus1,R_planticola4,P_simiae,P_koreensis3,R_planticola3,R_planticola1,C_freundii1,C_lactis3,E_cloacae2,P_vagans,P_eucalypti,P_corrugata,C_freundii2,R_planticola2,E_americana2,P_viridiflava,P_mosselii,B_safensis1,E_cloacae1,B_izardii2,E_coli1,B_cereus,L_amnigena,F_ginsengiterrae,B_cereus2,P_agglomerans3,P_rhodesiae2,S_fonticola3,P_putida2,P_citronellolis,A_tumefaciens,P_putida1,S_rhizophila,C_lactis6,EColi_gfp,B_subtilis,B_izardii1,B_thuringiensis,P_helmanticensis,P_monteilii2,E_americana3,P_allii,P_koreensis1,PAg1_gfp,F_banpakuense2,E_americana1,S_fonticola2,PP_gfp,P_agglomerans1,S_fonticola1,E_cloacae,B_albus,P_koreensis2
P_mosselii,0.5025206463420184,0.3979233594550589,1.7811715245871187,0.5990041736081643,0.6941685674243685,1.6051264747676428,1.5854422096058878,0.7655057151974765,1.6463259094116207,1.4761595311397468,2.3237001747764516,1.7538682960815501,1.5886122875012645,1.7551848905457226,1.739834762269107,1.3243239784886476,2.0108702096356197,1.4624585464210602,1.587658653489471,1.9638533550140653,0.0,1.956607267695794,1.3445196168148683,1.9122826673899442,2.3075168471757688,1.5873761369001362,1.7480254574805254,1.3552317145049404,1.589773254272445,2.44323576430929,0.9506350509001864,1.663700694235595,0.6341301128317437,1.1418073392652546,2.4941080570015406,0.4210724403235149,1.9270467041563888,1.3911775587609225,2.5013443314726764,2.5045670284502273,2.2232256616356016,1.5798446126122658,0.8784406639039428,0.3927607414189968,1.5032611216950968,2.398769059330222,1.596614543338498,2.2563007924363805,1.8662706127461792,1.789043645114237,1.5716462706347127,1.0460598801876948,2.3445074109501127,1.1817732439008763,1.5716319543709973,2.901173900337586,0.36177064557534244
B_safensis1,1.782263448539525,1.8528666978495785,1.3575860930342503,2.383813751113958,1.9305755618467775,0.9136394255941456,3.1503379183827254,1.7117812360228746,1.3605649561854811,1.7794347745188963,2.67710354934545,1.0713664172448194,1.6263102410056942,1.241535339811155,1.2776897119410486,1.0886872829237972,2.3003832289425166,1.033393922954843,1.5654922548514894,0.8711348919656472,1.956607267695794,0.0,1.8183379773848427,1.228482397106283,0.9448502526855779,2.0583923338372596,1.7453930789366618,1.1448366695734373,1.9114269538750364,1.2176982384811108,1.6976180371332061,1.722107429866093,1.6841885286392377,1.146698739861521,1.5810771644673134,1.746537145325,1.6273632046964808,1.109782411105889,1.762198648115096,1.0102276971059545,2.6197176502492816,1.6170674073766995,1.741495334475519,1.7459928407642455,1.371432098209751,1.602435334108681,1.1202767515216943,1.741199935266335,0.8068097669215464,1.6856512760464113,1.7366790146713929,2.1656676759632436,1.1105291531517758,1.5649415324541682,1.602082082791016,3.2250683713682724,1.9983318042807605
E_cloacae1,1.353663916930639,1.3971850271170245,1.3164212851515278,1.6958304750180662,1.4509117822941544,1.448782247268374,2.4843594747942577,1.5947407312789124,1.6371768383409289,1.7100791797002453,2.4098207635427844,1.7979869298746307,0.9016906343086857,1.6022549734670823,1.6497830160357452,1.573544724499434,1.627777626090247,1.3690507660419318,1.4947725579498712,2.1336318801517753,1.3445196168148683,1.8183379773848427,0.0,1.8347386734900424,1.867273681065526,2.2498906640101426,1.2538644264831824,1.4705862776457557,1.2266996372380647,2.02780324489335,1.445436958154869,1.5449346264486403,1.3637441108947088,1.254783248214607,2.042301642755056,1.32669627270148,1.3885604055999867,1.5336844525520887,2.2583617863259926,2.0896566703647754,2.270155717814415,0.9052402995890096,1.5552302080399545,1.2529501187198155,1.4579420427438123,2.0294846636523274,1.793650188860693,1.9914254124580304,1.5669891512068614,1.644909596536217,1.6204119846508171,1.782893761621442,1.9948273108216659,1.2242381304305139,0.8975956773514452,2.7180252022378304,1.4476757233579625
B_izardii2,1.6768977309305417,1.8299300533080491,1.53361501035951,2.2007900854011497,2.010145019644105,1.1187644971127746,2.8770116440501248,1.9605769558984416,1.5556606313717656,1.9021102180958667,2.6790035342344076,1.5089774683539845,1.8626218080973929,2.0645413534245325,1.4397652586446168,1.6252984341344823,2.0165614297610674,0.9960602391421917,2.118665853786293,1.0153250710979218,1.9122826673899442,1.228482397106283,1.8347386734900424,0.0,1.7488541963239816,2.1675585343884025,1.877497270304274,1.5591074369651376,2.135023184885822,1.938426165733428,1.732234972513833,1.8995286257385016,1.5931189534997063,1.2308131458511482,2.1805471790355737,1.7227568023374629,1.7602937254901523,1.6479593441587084,2.3145546932380916,2.0240827552251908,2.774826983327799,1.846843794152608,1.7307544597660294,1.6617936093269825,1.7442468288633923,1.9374663868052007,1.4872030796095064,2.1818678696724643,0.7817576350762429,2.100363242968932,1.8295860187485038,2.1694041956610666,1.9061867694431205,1.6144977547212633,1.8519778616387401,3.1550225038817072,1.9966569560142273
E_coli1,2.088547581454634,2.157644780773703,1.1137396464165223,2.6890797682478667,2.100608007220767,1.2777531060420082,3.5353397290783812,2.0954534115555994,1.6829399870464783,2.022170404187735,2.703715436799795,1.5902754478391474,1.3205964561515375,1.3285006586373977,1.6127588164384654,1.5210332014785213,2.026922050795245,1.394661607702743,1.3904905609172613,1.7064407402544044,2.3075168471757688,0.9448502526855779,1.867273681065526,1.7488541963239816,0.0,2.6209168243193064,1.4781918008161188,1.56524470930267,1.7191343752016597,0.8306039971009049,2.0256986449124166,1.9004278465650837,2.0369023049719397,1.5099033081624795,1.4042303942017493,2.0597344489035474,1.2399060448275911,1.5571348689179112,1.4756857919086535,0.46014780234181274,2.5006039283215546,1.3069234866663006,2.115339216296053,2.05000999997561,1.6449461997281247,1.3009892390023832,1.491235058600756,1.5085792301629755,1.0408948073652784,1.566602481240275,2.0969754409625305,2.4779927330697684,0.7245032781154273,1.852584141139074,1.2989661273489774,3.0258882993263314,2.285693767765052
B_cereus,1.5353370965361322,1.586404740285404,2.5028589652635245,1.8272895227631554,1.6636288648613908,1.760948040119299,2.3168608072130703,1.2859860030342476,2.048551683507155,2.145035456265304,2.755274643441925,1.38362241959286,2.4619817221092446,1.9515801290236585,1.9844132634106235,1.2264595386721895,2.865422481938746,1.7395372947999705,1.888092423585244,1.773566745290405,1.5873761369001362,2.0583923338372596,2.2498906640101426,2.1675585343884025,2.6209168243193064,0.0,2.5389931075132917,1.2966379602649307,2.268398994886041,2.7378553650622237,1.2917693292534855,2.03929129846621,1.4037578138696147,1.4012362398967564,2.860768777793829,1.527353593638356,2.711516918626915,1.3556223662952749,2.983936285916748,2.7681555230875308,2.827338174329029,2.479764908212067,1.2095176724628705,1.5771138196084644,1.7365105815974748,2.581650634768384,1.251556231257709,3.0324309931281728,2.258818496471109,2.559408845910677,1.8106824680213813,1.9486369970886535,2.6159648315678865,1.5283641581769707,2.4413909969523524,3.356743511202487,1.6421945682531045
L_amnigena,1.6180173052226603,1.7115273880367794,0.6984217923289622,2.0725508437671682,1.669774535678395,1.424137633798082,2.8428299280822267,1.9149845952383011,1.6064426538161891,1.9810457921229383,2.496789498933839,1.9432712111282873,0.5782317874347622,1.4837550336898608,1.4872094674254865,1.6385276927778794,1.1780365019811567,1.4274739927578364,1.1921514165574774,2.2855172281127087,1.7480254574805254,1.7453930789366618,1.2538644264831824,1.877497270304274,1.4781918008161188,2.5389931075132917,0.0,1.5495237978166065,0.6896027842171172,1.5034127843011047,1.4750979628485694,1.1945823537956686,1.5561542340012446,1.3883396558479484,1.7062918859327674,1.6021775806695087,0.5779411734770245,1.6123126247722555,2.1265845973645225,1.775706338334129,2.288635146938498,0.6119428077851721,1.66822870134763,1.5397064655316608,1.2948447783421764,1.5521733150650414,1.8598223033397572,1.7888284504976366,1.3513855852420507,1.6120786910932516,1.4820516185342534,2.054898614546868,1.54678311343252,1.2395285394052047,0.6256644468083511,2.4482146556215203,1.7663807630293078
F_ginsengiterrae,1.3229036246076282,1.3864494220850612,1.4098492827249303,1.8557534857841436,1.4512225880270746,0.9474249310631424,2.549568983181275,1.0644190903962591,1.3943263606487544,1.6314673974244258,2.4276623818962064,0.7495445283637258,1.4477707000765,0.8569031450519948,1.3084593994465399,0.44936288231228005,2.02455081437834,0.983148005134527,1.0283584005588713,1.3554478964534196,1.3552317145049404,1.1448366695734373,1.4705862776457557,1.5591074369651376,1.56524470930267,1.2966379602649307,1.5495237978166065,0.0,1.3588230201170421,1.7348118053552666,1.0356862459258596,1.2646291946653772,1.2073350819055992,0.5902651946371223,2.02327407930809,1.269697995587927,1.659721663412272,0.24969981978367548,2.0886044591028967,1.7380215763908111,2.4085059914051827,1.469141245762299,1.1699995726494945,1.2380137317493696,0.7347128690856041,1.6984369284727652,0.8923704387752881,2.110730979631427,1.33531007634931,1.6112253766657214,1.1821772286759715,1.7545341382101913,1.6402146201031131,0.6926174990570192,1.438221818774837,2.676924167771661,1.4600715735880894
B_cereus2,1.5556374899056655,1.6220591851100872,1.0920966074482603,1.9615088579968227,1.5535124717877227,1.4428936204724172,2.69312680726326,1.7428310302493468,1.7948336970315661,1.9384696518738582,2.477250326600095,1.7995235480537621,0.7319098305119285,1.2543368766005407,1.6967574959315783,1.494475493275149,1.4642281243030402,1.4687348297088896,0.9724695367979399,2.411101615444691,1.589773254272445,1.9114269538750364,1.2266996372380647,2.135023184885822,1.7191343752016597,2.268398994886041,0.6896027842171172,1.3588230201170421,0.0,1.8790774332102445,1.309506013731896,1.3098973242204903,1.4805276086584809,1.2983755234907965,2.076283699305083,1.516253606755809,1.0461692023759828,1.4264515414131669,2.2810062402314877,1.963734961750185,2.26696937006275,0.791094178969862,1.5517406355444843,1.462022571645185,1.2676517660619577,1.8676975129822282,1.808552736306022,2.084586619956471,1.6759495815805439,1.646964681333277,1.5106194093814629,1.9845260413118995,1.8479994588743798,0.9910060544719189,0.755908724648684,2.4805719098627237,1.6442727875872662
P_agglomerans3,2.23524182136967,2.3023887595278083,1.3586202559950298,2.8016532619151855,2.2384519204128557,1.5333199274776286,3.6170944140290286,2.239260592249147,1.407818170077372,2.183174928479076,2.783244657731996,1.7948529187652118,1.534065187663158,1.5727552257106,1.3266800669339989,1.7259342397669735,2.1200839606015607,1.6212020231914344,1.5775351026205406,1.9185966225342939,2.44323576430929,1.2176982384811108,2.02780324489335,1.938426165733428,0.8306039971009049,2.7378553650622237,1.5034127843011047,1.7348118053552666,1.8790774332102445,0.0,2.177449884612732,1.56156299904935,2.192487628243316,1.7058009848748477,1.056198844915104,2.211713589052615,1.4610975326787734,1.7512041571444492,1.6950321378573552,0.9901944253529202,2.494164651296857,1.522809246097488,2.2559558949589418,2.1986937030882676,1.4956707525388067,0.876147247898434,1.684649815243512,1.464213270910371,1.278384527440785,1.7485213241437776,1.8191836081055701,2.575043903593377,0.6213292203011218,1.9511568363409437,1.5179690378924073,3.0126846831356247,2.4198522682180417
P_rhodesiae2,0.802920917650051,0.9172426069475841,1.4990847207546343,1.2496051376334845,1.0060342936500724,1.347390069727397,1.97981968875956,0.9813042341700152,1.7146632322412467,1.830285453390376,2.518602694432623,1.5281253220858557,1.476470792125601,1.4891692314844542,1.6061649977508536,0.9176409973404631,1.8854474270050596,1.316828766392958,1.183417508743216,1.7474836193795922,0.9506350509001864,1.6976180371332061,1.445436958154869,1.732234972513833,2.0256986449124166,1.2917693292534855,1.4750979628485694,1.0356862459258596,1.309506013731896,2.177449884612732,0.0,1.4371537843946973,0.5532883515853193,0.9748953790022804,2.2310190496721445,0.7797044311788922,1.6451474098086165,1.068414713489102,2.5307287596815025,2.2449634740903917,2.460629393973008,1.5015824985660962,0.3189592450455073,0.8048155068088586,1.2535042879862837,2.1270778076976873,1.2536494725400718,2.404511217925477,1.6162973117591948,1.9560225260406399,1.380645139056376,1.4374266614968643,2.0510358358644054,0.9090638041413814,1.4831459806775595,2.7205762257286596,0.9445014557955959
S_fonticola3,1.6287900417180845,1.7027844843079822,1.4853060290727969,2.0400122548651516,1.740113789382752,1.4281873126449485,2.7225251146683664,1.7049935483748906,1.070110741932815,1.9831194417880298,2.492979273153866,1.6131478543518574,1.4310978303386532,1.4849040373034212,0.9256624654808038,1.44442860675078,1.8774836883445887,1.4227610481033002,1.4402798339211724,2.0750807213214624,1.663700694235595,1.722107429866093,1.5449346264486403,1.8995286257385016,1.9004278465650837,2.03929129846621,1.1945823537956686,1.2646291946653772,1.3098973242204903,1.56156299904935,1.4371537843946973,0.0,1.5471512531100506,1.2650122529050856,1.7953804610722488,1.6028630633962466,1.6022012982144285,1.3603775211315425,2.4162965601019106,2.1183644634481573,2.399982991577835,1.4546714405665633,1.5844115626944915,1.5483323286684936,0.6516624893301748,1.4748413473997803,1.6800511896963142,2.0683414052314992,1.5995224287267746,1.9053595378512203,0.4115482960722835,2.0201932712601884,1.746673123397735,1.0035506962779708,1.4339403753294626,2.6543552889543633,1.753635081765873
P_putida2,0.3068322016998868,0.4686085786666736,1.5670938070198606,0.8531183974103476,0.6537927806270118,1.2908927143647533,1.7795325228834677,0.886666791979941,1.5154319516230348,1.5193267673761945,2.373891483375847,1.5513661721205603,1.4702122295777573,1.684062647290771,1.5021724268538548,1.097339054258072,1.8895920194581686,1.1768406859044263,1.4047373419967164,1.6739620664758208,0.6341301128317437,1.6841885286392377,1.3637441108947088,1.5931189534997063,2.0369023049719397,1.4037578138696147,1.5561542340012446,1.2073350819055992,1.4805276086584809,2.192487628243316,0.5532883515853193,1.5471512531100506,0.0,0.9119786181704044,2.2245408515017204,0.33128990325695107,1.70218859119664,1.2675937835126836,2.4192022507016766,2.2694666774376753,2.2378027692054996,1.469302555636517,0.40712528784147023,0.3971850953900461,1.4262233345447692,2.1544734855643966,1.2402963355585632,2.1973715543951444,1.531728109032409,1.8364109950951593,1.4868170701199257,1.1566132399662918,2.0686517348263336,1.0883110768525697,1.45293014284927,2.919649807768048,0.6025255181318049
P_citronellolis,0.9862215775372186,1.0981252205463639,1.2872482278100055,1.5732482321617272,1.1789597109316332,0.6377389748164997,2.402702853038636,1.0805105274822637,1.1302526266282242,1.3673816949076465,2.2561212236846933,0.7921931582638163,1.2535808709453093,1.1936825373607507,1.081383835647639,0.7480227269274644,1.791173637590728,0.5248171110015373,1.1637070077987843,1.294493723430129,1.1418073392652546,1.146698739861521,1.254783248214607,1.2308131458511482,1.5099033081624795,1.4012362398967564,1.3883396558479484,0.5902651946371223,1.2983755234907965,1.7058009848748477,0.9748953790022804,1.2650122529050856,0.9119786181704044,0.0,1.9907634214039598,0.9789269635677628,1.4976638474637756,0.7613428925260942,2.0258293738494926,1.7679649317789083,2.179268286206195,1.2557647072600822,1.0371566901871676,0.9301026825033889,0.9546622439376138,1.622997535426348,0.7944633408786085,1.932107304127612,1.058978753327941,1.5457074618653388,1.21251144324497,1.5890899791490618,1.639610014607132,0.6912669527758433,1.2234986718423524,2.765657968730045,1.2426182036329583
A_tumefaciens,2.2790550673469916,2.3442546789971432,1.669161765677611,2.7828796236991638,2.229627995877339,1.8399119544152107,3.3018915790800882,2.385132700710801,1.6458128690710863,2.0335559151690976,2.6905036727189344,2.167335922278778,1.718659361246434,1.9608006017950934,1.5485483524901635,1.987758285104102,2.3310581288333414,1.9127101191764528,1.8472344193415196,2.183999313186705,2.4941080570015406,1.5810771644673134,2.042301642755056,2.1805471790355737,1.4042303942017493,2.860768777793829,1.7062918859327674,2.02327407930809,2.076283699305083,1.056198844915104,2.2310190496721445,1.7953804610722488,2.2245408515017204,1.9907634214039598,0.0,2.2636159126494935,1.7126348122118737,2.0478383725284575,1.7039450224004957,1.5066376472131577,2.328245285145365,1.7099567245986083,2.2749367024161353,2.277728254204175,1.8483000297570737,1.4560226646587613,1.9479129857362725,1.2692089320318183,1.5445954162822058,1.7015971955167144,2.033145100576936,2.279585928895589,0.8116415464969742,2.2049841269269943,1.7048700830268566,3.29035545192309,2.4541888680376656
P_putida1,0.14985659811966912,0.15964022049596402,1.6033745663443708,0.6661576390014603,0.4514288426762295,1.4101407731145141,1.7249002869731342,0.7337881165568164,1.5104843594026385,1.4156927733089626,2.3301516873804418,1.6310107295784415,1.4481626289888851,1.6856553621663,1.575325680613377,1.1636769311110364,1.8828693528760831,1.2740419930284872,1.411051381063071,1.769208862740632,0.4210724403235149,1.746537145325,1.32669627270148,1.7227568023374629,2.0597344489035474,1.527353593638356,1.6021775806695087,1.269697995587927,1.516253606755809,2.211713589052615,0.7797044311788922,1.6028630633962466,0.33128990325695107,0.9789269635677628,2.2636159126494935,0.0,1.7362237758998695,1.315442511096551,2.3374614250185113,2.2809774220715116,2.1337411491295515,1.4370271396184553,0.6469343088753292,0.1735021613698227,1.4562849995794092,2.175020689556768,1.3313136369766516,2.096468716367471,1.6271478113558089,1.710150334530434,1.5600153845395244,1.0381930614749775,2.093277573567347,1.1776060461801305,1.4256651079408516,2.88234245016098,0.3284387309681975
S_rhizophila,1.747979977002025,1.8433789626661143,0.3502442005230064,2.2352952825074364,1.8098461260560246,1.5038410820296142,3.0174250612069886,2.0003729652242352,1.8442304628218245,2.072471951670427,2.593321107554398,2.039580103844907,0.6594982941600379,1.5682579507211178,1.7420218138703085,1.6890260507168027,1.0480725165750697,1.5050900305297354,1.2740333590608997,2.172209244064669,1.9270467041563888,1.6273632046964808,1.3885604055999867,1.7602937254901523,1.2399060448275911,2.711516918626915,0.5779411734770245,1.659721663412272,1.0461692023759828,1.4610975326787734,1.6451474098086165,1.6022012982144285,1.70218859119664,1.4976638474637756,1.7126348122118737,1.7362237758998695,0.0,1.6900266270091722,1.952264932842533,1.5697442466847904,2.422467746270839,0.6685177634139574,1.810589130642289,1.6710296227176824,1.5415008919880648,1.5591055127860973,1.8800954762990096,1.725872947164289,1.1949397474349908,1.55408538046024,1.8586470886104227,2.1753927880064534,1.425880780430117,1.5107577568889066,0.7209174710048301,2.364280651699371,1.90420980986865
C_lactis6,1.3882615027436294,1.4282156699882549,1.4247599797860693,1.90454115208887,1.5102599114059807,1.0661369518030974,2.6134792901417834,1.0364468148438684,1.5068430575212537,1.740645269313698,2.5408370016044226,0.8621363001289298,1.4971726687326348,0.7404883523729459,1.4333073641058296,0.36695640067997193,2.119029966753656,1.1287763285965913,1.0262187875886897,1.345590205077311,1.3911775587609225,1.109782411105889,1.5336844525520887,1.6479593441587084,1.5571348689179112,1.3556223662952749,1.6123126247722555,0.24969981978367548,1.4264515414131669,1.7512041571444492,1.068414713489102,1.3603775211315425,1.2675937835126836,0.7613428925260942,2.0478383725284575,1.315442511096551,1.6900266270091722,0.0,2.1202193431132814,1.6804859416252194,2.525723085410908,1.519160294373178,1.2057972466380904,1.2960038580189488,0.7886754719147794,1.797650689093963,0.9868074786907526,2.158266198668629,1.4071478245017472,1.6526327853949987,1.2817757214115113,1.8123351572326767,1.6517045740688616,0.8291905691697176,1.492672770569625,2.713831792871474,1.4829352649391003
EColi_gfp,2.3548298389297178,2.3732367031943076,1.869342455465406,2.781908097228004,2.2408519891327767,2.015911234581177,3.2979204534407693,2.3251772388858347,2.084127343448721,1.7716506456863874,2.534729860763774,2.1830916358079135,1.906030934094659,2.037996513001905,2.147462426234502,2.1107951361048354,2.308285106750705,2.011231862813446,1.9757158245211524,2.279537117693951,2.5013443314726764,1.762198648115096,2.2583617863259926,2.3145546932380916,1.4756857919086535,2.983936285916748,2.1265845973645225,2.0886044591028967,2.2810062402314877,1.6950321378573552,2.5307287596815025,2.4162965601019106,2.4192022507016766,2.0258293738494926,1.7039450224004957,2.3374614250185113,1.952264932842533,2.1202193431132814,0.9321257962313885,1.5942013745738328,2.0753266531057246,1.8751275433670282,2.5513487315383685,2.3140289609575646,2.193488400372048,1.82855991911164,2.0241053621892275,1.2493881735838146,1.7715106057043242,1.3054359119117964,2.58285246841169,2.257685811059087,1.317862981313066,2.3759828949565476,1.87968042044346,3.132170334209569,2.469671499655237
B_subtilis,2.3309553835283934,2.3723142709177467,1.4333562013679642,2.9131083055732754,2.330706330707496,1.4934379799643507,3.7550543271702477,2.255932844745162,1.8689507751677141,2.2023333996281282,2.92997485083826,1.7144048530029308,1.5971696841600769,1.3375499990654554,1.818842214157127,1.661380149153107,2.428461035306105,1.6529570472338355,1.5995536877516803,1.8193075605845208,2.5045670284502273,1.0102276971059545,2.0896566703647754,2.0240827552251908,0.46014780234181274,2.7681555230875308,1.775706338334129,1.7380215763908111,1.963734961750185,0.9901944253529202,2.2449634740903917,2.1183644634481573,2.2694666774376753,1.7679649317789083,1.5066376472131577,2.2809774220715116,1.5697442466847904,1.6804859416252194,1.5942013745738328,0.0,2.7147002761223726,1.5859908574768014,2.3340938284482053,2.2891428526852575,1.8311340748290388,1.6319304519494695,1.7057584823180567,1.6563788109788369,1.3512912343384753,1.7511167066835793,2.292215085893992,2.676975500477928,0.8949050228934912,2.0848127014194824,1.5720728354627849,3.3425580024885133,2.4928237001440756
B_izardii1,2.120720737220365,2.1202144967934773,2.441113941609151,2.3088991748158074,1.9061163254957108,2.32553339788425,2.6688840566159584,2.344984572372127,2.0970646464837004,1.6323045275708132,2.392022290095703,2.5132551161098746,2.1253472278924495,2.5680067058619276,2.226874217405521,2.4777631150308004,2.4702494018709533,2.2290794114323056,2.2647617354158758,2.9337419724112315,2.2232256616356016,2.6197176502492816,2.270155717814415,2.774826983327799,2.5006039283215546,2.827338174329029,2.288635146938498,2.4085059914051827,2.26696937006275,2.494164651296857,2.460629393973008,2.399982991577835,2.2378027692054996,2.179268286206195,2.328245285145365,2.1337411491295515,2.422467746270839,2.525723085410908,2.0753266531057246,2.7147002761223726,1.2132158711457743,2.095375703661318,2.427094627471817,2.1317964186838108,2.4420293018633896,2.373246422922527,2.3287066652343364,1.7044328962605761,2.407864220881409,1.7539449486587322,2.527913281554638,1.917653959458022,2.3058132181215965,2.3884397606923624,2.0774506468243343,3.4596112928237748,2.201559123146672
B_thuringiensis,1.4662441815741332,1.5236239693572688,0.7232655114133398,1.9206428611274924,1.4634455917457265,1.327371086019279,2.777418945712008,1.7199703485816258,1.5803980511250952,1.7139561519787767,2.3610248639197096,1.8126309607860065,0.07761443164772905,1.3553992031870168,1.5618181712350514,1.530504818679118,1.2573869730516536,1.3044861057136639,1.0995030695727959,2.1690129091363195,1.5798446126122658,1.6170674073766995,0.9052402995890096,1.846843794152608,1.3069234866663006,2.479764908212067,0.6119428077851721,1.469141245762299,0.791094178969862,1.522809246097488,1.5015824985660962,1.4546714405665633,1.469302555636517,1.2557647072600822,1.7099567245986083,1.4370271396184553,0.6685177634139574,1.519160294373178,1.8751275433670282,1.5859908574768014,2.095375703661318,0.0,1.647878332887474,1.3779883889206033,1.3871679782924633,1.6138890916045006,1.7198316778103606,1.5720531636127328,1.2971788619924391,1.3224972003571795,1.6886719634079321,1.8988470751097886,1.4876915002781992,1.2856387517494952,0.090598013223249,2.5413750215188626,1.5909736012894746
P_helmanticensis,0.6459109845791445,0.7637781091390351,1.661768335238098,1.0802221993645564,0.8641863225022716,1.4268212922437062,1.8494596508169623,0.8913231737142258,1.7115083990445388,1.7780623041292145,2.524166523310904,1.5839715906543275,1.6348672729001583,1.6743416616688482,1.6392885652013802,0.9927940370489742,2.0004217055411093,1.363976172812414,1.340856442726066,1.69199172574809,0.8784406639039428,1.741495334475519,1.5552302080399545,1.7307544597660294,2.115339216296053,1.2095176724628705,1.66822870134763,1.1699995726494945,1.5517406355444843,2.2559558949589418,0.3189592450455073,1.5844115626944915,0.40712528784147023,1.0371566901871676,2.2749367024161353,0.6469343088753292,1.810589130642289,1.2057972466380904,2.5513487315383685,2.3340938284482053,2.427094627471817,1.647878332887474,0.0,0.7151440414350104,1.4170906816432038,2.1917479325871394,1.2030893566148775,2.412335279633216,1.6719736840034296,2.0065339084436062,1.5107435255528983,1.317676197402346,2.1130194036023426,1.12640134943101,1.6314996169169027,2.8518492246260143,0.8148288163780169
P_monteilii2,0.21306806424239177,0.2571730934604163,1.5344396371314186,0.6878829842349642,0.5344127618236675,1.3922392035853608,1.7307200813534236,0.7573889357522988,1.4895207282881295,1.4042578446993619,2.2875973772940834,1.6246424221963427,1.3892652734449242,1.6762120987512288,1.555953726818378,1.178783695170577,1.7669867005724746,1.2375265653714265,1.4088282365143023,1.7713833577179163,0.3927607414189968,1.7459928407642455,1.2529501187198155,1.6617936093269825,2.05000999997561,1.5771138196084644,1.5397064655316608,1.2380137317493696,1.462022571645185,2.1986937030882676,0.8048155068088586,1.5483323286684936,0.3971850953900461,0.9301026825033889,2.277728254204175,0.1735021613698227,1.6710296227176824,1.2960038580189488,2.3140289609575646,2.2891428526852575,2.1317964186838108,1.3779883889206033,0.7151440414350104,0.0,1.3990400280192128,2.1311898085341903,1.362964049415831,2.0768028759214188,1.5835905405122876,1.6655342615305848,1.5052351975688054,1.0594251673916877,2.0956803191326676,1.0995603666920701,1.3711710323661304,2.7721246364476473,0.36850373132439246
E_americana3,1.5105075306002285,1.5634522698183018,1.3232822828104367,1.9816457806580874,1.6246365747452567,1.232826427361127,2.7042246578270825,1.332469511846331,1.1859118854282555,1.8638641427083669,2.482050616816241,1.2256981683922024,1.3623468721291212,1.0051537195872084,1.0893121682970406,0.9443601008090081,1.8736352366455964,1.2498715934046984,1.112319198791426,1.7136814173001935,1.5032611216950968,1.371432098209751,1.4579420427438123,1.7442468288633923,1.6449461997281247,1.7365105815974748,1.2948447783421764,0.7347128690856041,1.2676517660619577,1.4956707525388067,1.2535042879862837,0.6516624893301748,1.4262233345447692,0.9546622439376138,1.8483000297570737,1.4562849995794092,1.5415008919880648,0.7886754719147794,2.193488400372048,1.8311340748290388,2.4420293018633896,1.3871679782924633,1.4170906816432038,1.3990400280192128,0.0,1.4359571720632898,1.33815544687454,2.0382729538918003,1.4461189439323447,1.6829432851597903,0.6702298113333963,1.9285808413256589,1.5916183587782593,0.7498786568505601,1.3691139470475056,2.4744409469615554,1.603243587231834
P_allii,2.162202118211894,2.2593800034522746,1.474201139600699,2.699322692824998,2.1513630562971002,1.6656103986226791,3.457556940962795,2.1720359113053354,1.4858418489193257,2.2051602297732398,2.7076780565904417,1.822023325866055,1.6202012220708883,1.830820854152585,1.3976351455226073,1.7605422460139943,1.7685892683152864,1.6553313867621795,1.5333574273469313,2.048676401972747,2.398769059330222,1.602435334108681,2.0294846636523274,1.9374663868052007,1.3009892390023832,2.581650634768384,1.5521733150650414,1.6984369284727652,1.8676975129822282,0.876147247898434,2.1270778076976873,1.4748413473997803,2.1544734855643966,1.622997535426348,1.4560226646587613,2.175020689556768,1.5591055127860973,1.797650689093963,1.82855991911164,1.6319304519494695,2.373246422922527,1.6138890916045006,2.1917479325871394,2.1311898085341903,1.4359571720632898,0.0,1.5788277296779405,1.7248099901222254,1.444575716257199,1.8042774054405888,1.7347463791574835,2.5213436506184213,1.0842868624123414,1.8514240465112253,1.6158514783234257,2.489057050370682,2.3636702392677367
P_koreensis1,1.3234285020355274,1.4233176033478963,1.6727324950511364,1.9103811138094933,1.3897769605228028,0.9951497374767276,2.687076292180779,1.2280631091275398,1.4119578605610015,1.6478994091922705,2.539745215209717,0.8388587485387513,1.7205048677641106,1.4245118462125894,1.3425844479957305,0.748923227039995,2.20061105150365,0.9917706388071791,1.2592275409948752,1.133960316765979,1.596614543338498,1.1202767515216943,1.793650188860693,1.4872030796095064,1.491235058600756,1.251556231257709,1.8598223033397572,0.8923704387752881,1.808552736306022,1.684649815243512,1.2536494725400718,1.6800511896963142,1.2402963355585632,0.7944633408786085,1.9479129857362725,1.3313136369766516,1.8800954762990096,0.9868074786907526,2.0241053621892275,1.7057584823180567,2.3287066652343364,1.7198316778103606,1.2030893566148775,1.362964049415831,1.33815544687454,1.5788277296779405,0.0,2.089876730007325,1.2945647917350447,1.8067874100213897,1.6529180257955929,1.8329251789362224,1.5306805675907693,1.3401626766926469,1.6876963589461227,2.9948141845530247,1.5750511102818219
