,sample1,sample2,sample3,t1,combined_effect,Count,STE,mono_s1_effect,mono_s1_Count,mono_s1_STE,mono_s1_qual_e,mono_s2_effect,mono_s2_Count,mono_s2_STE,mono_s2_qual_e,mono_s3_effect,mono_s3_Count,mono_s3_STE,mono_s3_qual_e,additive_single,mean_single,strongest_single
239,B_albus,E_americana1,P_monteilii1,165.0205,-3.4985974028089815,14,8.480467323065358,-0.1618813523721894,11,8.541797266537115,-,-3.193224205193991,10,8.463684123802315,-,-3.725173686179471,6,8.057462713095045,-,-7.080279243745651,-2.3600930812485506,-3.725173686179471
240,B_albus,E_americana1,P_monteilii2,194.41199999999998,-3.3346874929000725,10,7.972664201178786,-0.1618813523721894,11,8.541797266537115,-,-3.193224205193991,10,8.463684123802315,-,-3.4057806532246064,10,8.340370466170931,-,-6.760886210790787,-2.253628736930262,-3.4057806532246064
241,B_albus,E_americana1,P_mosselii,179.201,-3.416159030533951,7,8.214195940924263,-0.1618813523721894,11,8.541797266537115,-,-3.193224205193991,10,8.463684123802315,-,-2.8896051566140897,9,8.166303037424205,-,-6.24471071418027,-2.08157023806009,-3.193224205193991
242,B_albus,E_americana1,P_putida1,174.7715,-3.4411877049662123,6,8.450509559761622,-0.1618813523721894,11,8.541797266537115,-,-3.193224205193991,10,8.463684123802315,-,-3.193974639073774,14,8.430923337534912,-,-6.549080196639954,-2.183026732213318,-3.193974639073774
243,B_albus,E_americana1,P_putida2,317.394,-2.8445232070944027,5,7.786436804702703,-0.1618813523721894,11,8.541797266537115,-,-3.193224205193991,10,8.463684123802315,-,-3.516657281437793,12,8.503266583704185,-,-6.871762839003973,-2.2905876130013243,-3.516657281437793
244,B_albus,E_americana1,P_putida3,439.191,-2.5197327132342715,5,7.716454914726061,-0.1618813523721894,11,8.541797266537115,-,-3.193224205193991,10,8.463684123802315,-,-3.342526296187483,11,8.447172800478857,-,-6.697631853753663,-2.232543951251221,-3.342526296187483
245,B_albus,E_americana1,P_simiae,131.1565,-3.728275844760885,8,8.067672462287645,-0.1618813523721894,11,8.541797266537115,-,-3.193224205193991,10,8.463684123802315,-,-2.2834259074224796,5,8.402770975652023,-,-5.6385314649886595,-1.8795104883295533,-3.193224205193991
246,B_albus,E_americana1,RP1,345.65200000000004,-2.7592346228419062,12,8.496799136614529,-0.1618813523721894,11,8.541797266537115,-,-3.193224205193991,10,8.463684123802315,-,-2.33802649190201,13,8.4949470762183,-,-5.69313204946819,-1.8977106831560633,-3.193224205193991
247,B_albus,E_americana1,S_rhizophila,205.347,-3.2799658803243,7,8.329247561597692,-0.1618813523721894,11,8.541797266537115,-,-3.193224205193991,10,8.463684123802315,-,0.1559805999711427,12,8.516135911480227,+,-3.199124957595038,-1.0663749858650127,-3.193224205193991
248,B_albus,E_cloacae2,B_cereus,478.1105,-2.4348252340928056,8,8.477362710126043,-0.1618813523721894,11,8.541797266537115,-,-2.551479722227219,6,8.49790667047031,-,0.05961666735105992,8,8.120413375004107,+,-2.6537444072483485,-0.8845814690827828,-2.551479722227219
