,index,Count,STE,additive,combined_effect,focal,good_to_use,i1_f_abxr_distance,i1_f_mtb_distance,i1_f_phg_distance,i1_max_od,i1_time_to_thresh,i2_f_abxr_distance,i2_f_mtb_distance,i2_f_phg_distance,i2_max_od,i2_time_to_thresh,iso1t_abxr_distance,iso1t_mtb_distance,iso1t_phg_distance,iso2t_abxr_distance,iso2t_mtb_distance,iso2t_phg_distance,isos_abxr_distance,isos_mtb_distance,isos_phg_distance,mean,mono_s1_effect,mono_s1_qual_e,mono_s2_effect,mono_s2_qual_e,sample1,sample2,strongest,comm_size,qual_monos,qual_effect,modified_strongest
54,1708,93,0.0516715706888022,-5.029267579759245,-2.5146337898796225,EC,y,2.0954534115555994,1.96202166145025,0.122,1.1360000000000001,0.04,2.0954534115555994,1.96202166145025,0.122,1.1360000000000001,0.04,,,,,,,0.0,0.0,0.0,-2.5146337898796225,-2.5146337898796225,-,-2.5146337898796225,-,P_koreensis3,P_koreensis3,-2.5146337898796225,single,"-,-",Negative,-2.5146337898796225
55,1709,78,0.0744537569246737,-0.7057287085290926,-0.3528643542645463,EA,y,2.118665853786293,1.771709344108113,0.041,0.698,0.057971014492753624,2.118665853786293,1.771709344108113,0.041,0.698,0.057971014492753624,,,,,,,0.0,0.0,0.0,-0.3528643542645463,-0.3528643542645463,-,-0.3528643542645463,-,B_izardii2,B_izardii2,-0.3528643542645463,single,"-,-",Negative,-0.3528643542645463
56,1714,129,0.0698054730982495,-1.033985424585536,-0.516992712292768,EA,y,1.6949463118340946,1.5077151587750253,0.041,0.5225,0.08888888888888889,1.6949463118340946,1.5077151587750253,0.041,0.5225,0.08888888888888889,,,,,,,0.0,0.0,0.0,-0.516992712292768,-0.516992712292768,-,-0.516992712292768,-,C_freundii2,C_freundii2,-0.516992712292768,single,"-,-",Negative,-0.516992712292768
57,1723,117,0.0886353548856422,-0.2199386243687279,-0.1099693121843639,EA,y,1.5995536877516805,2.0393418055833603,0.204,0.794,0.02962962962962963,1.5995536877516805,2.0393418055833603,0.204,0.794,0.02962962962962963,,,,,,,0.0,0.0,0.0,-0.1099693121843639,-0.1099693121843639,-,-0.1099693121843639,-,B_subtilis,B_subtilis,-0.1099693121843639,single,"-,-",Negative,-0.1099693121843639
58,1729,127,0.0677313277902136,0.1361746859118397,0.0680873429559198,EA,y,,2.5959703388136006,0.204,0.5885,0.027210884353741496,,2.5959703388136006,0.204,0.5885,0.027210884353741496,,,,,,,,0.0,0.0,0.0680873429559198,0.0680873429559198,+,0.0680873429559198,+,B_proteolyticus1,B_proteolyticus1,0.0680873429559198,single,"+,+",Positive,0.0680873429559198
59,1736,87,0.0737821686249684,-0.1827362305722177,-0.0913681152861088,EA,y,,2.4065707967978,0.204,0.311,0.02531645569620253,,2.4065707967978,0.204,0.311,0.02531645569620253,,,,,,,,0.0,0.0,-0.0913681152861088,-0.0913681152861088,-,-0.0913681152861088,-,B_proteolyticus2,B_proteolyticus2,-0.0913681152861088,single,"-,-",Negative,-0.0913681152861088
60,1753,83,0.0443867282369988,-0.0063207757387292,-0.0031603878693646,EA,y,1.3594896101110887,1.7775831907396062,0.204,0.829,0.03125,1.3594896101110887,1.7775831907396062,0.204,0.829,0.03125,,,,,,,0.0,0.0,0.0,-0.0031603878693646,-0.0031603878693646,-,-0.0031603878693646,-,B_cereus1,B_cereus1,-0.0031603878693646,single,"-,-",Negative,-0.0031603878693646
61,1763,89,0.0792003797136159,0.6904870620678273,0.3452435310339136,EA,y,1.076634106834815,2.031347582271434,0.041,1.3085,0.09090909090909091,1.076634106834815,2.031347582271434,0.041,1.3085,0.09090909090909091,,,,,,,0.0,0.0,0.0,0.3452435310339136,0.3452435310339136,+,0.3452435310339136,+,E_cloacae,E_cloacae,0.3452435310339136,single,"+,+",Positive,0.3452435310339136
62,1799,101,0.1013613313573727,0.4899030397150229,0.2449515198575114,EA,y,0.97246953679794,1.8836530996975,0.204,0.405,0.0273972602739726,0.97246953679794,1.8836530996975,0.204,0.405,0.0273972602739726,,,,,,,0.0,0.0,0.0,0.2449515198575114,0.2449515198575114,+,0.2449515198575114,+,B_cereus2,B_cereus2,0.2449515198575114,single,"+,+",Positive,0.2449515198575114
63,1811,10,0.0781419291736086,0.9308809562982568,0.4654404781491284,EA,y,,,,0.627,,,,,0.627,,,,,,,,,,,0.4654404781491284,0.4654404781491284,+,0.4654404781491284,+,Ecoli,Ecoli,0.4654404781491284,single,"+,+",Positive,0.4654404781491284
64,1826,71,0.0844099202492675,-0.3432366205921873,-0.1716183102960936,EA,y,1.411051381063071,2.102099188906175,0.122,1.4849999999999999,0.06557377049180328,1.411051381063071,2.102099188906175,0.122,1.4849999999999999,0.06557377049180328,,,,,,,0.0,0.0,0.0,-0.1716183102960936,-0.1716183102960936,-,-0.1716183102960936,-,P_putida1,P_putida1,-0.1716183102960936,single,"-,-",Negative,-0.1716183102960936
65,1842,47,0.0934520890729891,0.0563234713054403,0.0281617356527201,EA,y,,2.531184307789537,0.265,0.26,0.021164021164021163,,2.531184307789537,0.265,0.26,0.021164021164021163,,,,,,,,0.0,0.0,0.0281617356527201,0.0281617356527201,+,0.0281617356527201,+,C_lactis1,C_lactis1,0.0281617356527201,single,"+,+",Neutral,0.0281617356527201
66,1859,44,0.0494526317795284,0.0376156873394285,0.0188078436697142,EA,y,,2.3559363319071256,0.265,0.011,,,2.3559363319071256,0.265,0.011,,,,,,,,,0.0,0.0,0.0188078436697142,0.0188078436697142,+,0.0188078436697142,+,C_lactis2,C_lactis2,0.0188078436697142,single,"+,+",Neutral,0.0188078436697142
67,1875,10,0.1117080419363922,-0.525509576370643,-0.2627547881853215,EA,y,1.4047373419967164,2.423162190196934,0.122,1.3,0.04878048780487805,1.4047373419967164,2.423162190196934,0.122,1.3,0.04878048780487805,,,,,,,0.0,0.0,0.0,-0.2627547881853215,-0.2627547881853215,-,-0.2627547881853215,-,P_putida2,P_putida2,-0.2627547881853215,single,"-,-",Negative,-0.2627547881853215
68,1894,72,0.0945729443695874,0.1164811247149371,0.0582405623574685,EA,y,,2.343381104302072,0.265,0.08449999999999999,,,2.343381104302072,0.265,0.08449999999999999,,,,,,,,,0.0,0.0,0.0582405623574685,0.0582405623574685,+,0.0582405623574685,+,F_banpakuense1,F_banpakuense1,0.0582405623574685,single,"+,+",Neutral,0.0582405623574685
69,1914,45,0.0691341711939088,0.6109211708271841,0.305460585413592,EA,y,,2.441597632698721,0.204,0.013000000000000001,,,2.441597632698721,0.204,0.013000000000000001,,,,,,,,,0.0,0.0,0.305460585413592,0.305460585413592,+,0.305460585413592,+,L_macroides,L_macroides,0.305460585413592,single,"+,+",Positive,0.305460585413592
70,1935,50,0.0801539916026959,0.0807603746013991,0.0403801873006995,EA,y,1.5294201515607149,2.481269231663505,0.265,1.1,0.03305785123966942,1.5294201515607149,2.481269231663505,0.265,1.1,0.03305785123966942,,,,,,,0.0,0.0,0.0,0.0403801873006995,0.0403801873006995,+,0.0403801873006995,+,C_lactis3,C_lactis3,0.0403801873006995,single,"+,+",Neutral,0.0403801873006995
71,1956,58,0.1411120198125362,0.4785585880751176,0.2392792940375588,EA,y,0.9449962962890384,2.068359494865436,0.122,1.206,0.05263157894736842,0.9449962962890384,2.068359494865436,0.122,1.206,0.05263157894736842,,,,,,,0.0,0.0,0.0,0.2392792940375588,0.2392792940375588,+,0.2392792940375588,+,P_corrugata,P_corrugata,0.2392792940375588,single,"+,+",Positive,0.2392792940375588
72,1978,37,0.1156859852963934,0.5761579017760807,0.2880789508880403,EA,y,1.888092423585244,2.510605504654206,0.204,0.129,0.02702702702702703,1.888092423585244,2.510605504654206,0.204,0.129,0.02702702702702703,,,,,,,0.0,0.0,0.0,0.2880789508880403,0.2880789508880403,+,0.2880789508880403,+,B_cereus,B_cereus,0.2880789508880403,single,"+,+",Positive,0.2880789508880403
73,2001,79,0.0667125746006041,-0.1263660228830393,-0.0631830114415196,EA,y,1.622732263806941,1.6736460199217755,0.265,1.3035,0.08163265306122448,1.622732263806941,1.6736460199217755,0.265,1.3035,0.08163265306122448,,,,,,,0.0,0.0,0.0,-0.0631830114415196,-0.0631830114415196,-,-0.0631830114415196,-,F_banpakuense2,F_banpakuense2,-0.0631830114415196,single,"-,-",Negative,-0.0631830114415196
74,2049,25,0.0918262714816194,-0.6961490667819762,-0.3480745333909881,EA,y,1.1637070077987843,2.133003516171504,0.122,1.1575000000000002,0.05333333333333334,1.1637070077987843,2.133003516171504,0.122,1.1575000000000002,0.05333333333333334,,,,,,,0.0,0.0,0.0,-0.3480745333909881,-0.3480745333909881,-,-0.3480745333909881,-,P_citronellolis,P_citronellolis,-0.3480745333909881,single,"-,-",Negative,-0.3480745333909881
75,2076,111,0.1393082400539027,0.2144568388441137,0.1072284194220568,EA,y,,2.664933957905899,0.265,0.1045,0.021164021164021163,,2.664933957905899,0.265,0.1045,0.021164021164021163,,,,,,,,0.0,0.0,0.1072284194220568,0.1072284194220568,+,0.1072284194220568,+,C_lactis4,C_lactis4,0.1072284194220568,single,"+,+",Neutral,0.1072284194220568
76,2103,86,0.0721528605344347,-0.2228428203305856,-0.1114214101652928,EA,y,,2.7012265732440883,0.265,0.5700000000000001,0.025974025974025976,,2.7012265732440883,0.265,0.5700000000000001,0.025974025974025976,,,,,,,,0.0,0.0,-0.1114214101652928,-0.1114214101652928,-,-0.1114214101652928,-,C_lactis5,C_lactis5,-0.1114214101652928,single,"-,-",Negative,-0.1114214101652928
77,2129,21,0.1299866306308053,0.1588542810450412,0.0794271405225206,EA,y,2.0291663312799177,2.0457365421774134,0.122,0.9444999999999999,0.028169014084507043,2.0291663312799177,2.0457365421774134,0.122,0.9444999999999999,0.028169014084507043,,,,,,,0.0,0.0,0.0,0.0794271405225206,0.0794271405225206,+,0.0794271405225206,+,P_viridiflava,P_viridiflava,0.0794271405225206,single,"+,+",Neutral,0.0794271405225206
78,2186,36,0.0620921744259504,-0.2877533371025219,-0.1438766685512609,EA,y,,2.1376912779912813,0.17,0.0015,,,2.1376912779912813,0.17,0.0015,,,,,,,,,0.0,0.0,-0.1438766685512609,-0.1438766685512609,-,-0.1438766685512609,-,V_guangxiensis,V_guangxiensis,-0.1438766685512609,single,"-,-",Negative,-0.1438766685512609
79,2218,70,0.0642829917353689,-0.2120984084077925,-0.1060492042038962,EA,y,1.0262187875886897,2.038450637126149,0.265,0.362,0.028169014084507043,1.0262187875886897,2.038450637126149,0.265,0.362,0.028169014084507043,,,,,,,0.0,0.0,0.0,-0.1060492042038962,-0.1060492042038962,-,-0.1060492042038962,-,C_lactis6,C_lactis6,-0.1060492042038962,single,"-,-",Negative,-0.1060492042038962
80,2251,65,0.0839774511982164,-0.106805384824966,-0.053402692412483,EA,y,1.0283584005588713,1.8857934669523064,0.265,0.132,0.027586206896551724,1.0283584005588713,1.8857934669523064,0.265,0.132,0.027586206896551724,,,,,,,0.0,0.0,0.0,-0.053402692412483,-0.053402692412483,-,-0.053402692412483,-,F_ginsengiterrae,F_ginsengiterrae,-0.053402692412483,single,"-,-",Negative,-0.053402692412483
81,2285,91,0.0658005503553472,-0.0784136239990431,-0.0392068119995215,EA,y,,2.3343483030601924,0.265,0.092,,,2.3343483030601924,0.265,0.092,,,,,,,,,0.0,0.0,-0.0392068119995215,-0.0392068119995215,-,-0.0392068119995215,-,C_lactis7,C_lactis7,-0.0392068119995215,single,"-,-",Negative,-0.0392068119995215
82,2319,61,0.0708506372733465,0.0305090356332665,0.0152545178166332,EA,y,1.4666120823176112,2.3725680179923194,0.122,1.0910000000000002,0.056338028169014086,1.4666120823176112,2.3725680179923194,0.122,1.0910000000000002,0.056338028169014086,,,,,,,0.0,0.0,0.0,0.0152545178166332,0.0152545178166332,+,0.0152545178166332,+,P_putida3,P_putida3,0.0152545178166332,single,"+,+",Neutral,0.0152545178166332
83,2355,153,0.0807792752606927,-0.7079174464929918,-0.3539587232464959,EA,y,1.1799355914625171,1.474596894069698,0.041,0.523,0.09302325581395349,1.1799355914625171,1.474596894069698,0.041,0.523,0.09302325581395349,,,,,,,0.0,0.0,0.0,-0.3539587232464959,-0.3539587232464959,-,-0.3539587232464959,-,E_aerogenes,E_aerogenes,-0.3539587232464959,single,"-,-",Negative,-0.3539587232464959
84,2392,94,0.0967934135684179,-0.6318150845179015,-0.3159075422589507,EA,y,1.1921514165574774,1.98798666997543,0.041,1.311,0.06896551724137931,1.1921514165574774,1.98798666997543,0.041,1.311,0.06896551724137931,,,,,,,0.0,0.0,0.0,-0.3159075422589507,-0.3159075422589507,-,-0.3159075422589507,-,L_amnigena,L_amnigena,-0.3159075422589507,single,"-,-",Negative,-0.3159075422589507
85,2429,29,0.1040326493850132,0.4432128121226934,0.2216064060613467,EA,y,,1.7997260902704055,0.204,0.39349999999999996,0.028169014084507043,,1.7997260902704055,0.204,0.39349999999999996,0.028169014084507043,,,,,,,,0.0,0.0,0.2216064060613467,0.2216064060613467,+,0.2216064060613467,+,M_kyungheense,M_kyungheense,0.2216064060613467,single,"+,+",Positive,0.2216064060613467
86,2468,139,0.0804122447846836,-0.1969211257305639,-0.0984605628652819,EA,y,,2.461317330211608,0.265,0.22100000000000003,0.021164021164021163,,2.461317330211608,0.265,0.22100000000000003,0.021164021164021163,,,,,,,,0.0,0.0,-0.0984605628652819,-0.0984605628652819,-,-0.0984605628652819,-,C_lactis8,C_lactis8,-0.0984605628652819,single,"-,-",Negative,-0.0984605628652819
87,2507,38,0.0949120061884134,-0.1383835513247658,-0.0691917756623829,EA,y,1.5654922548514894,1.596758278513063,0.204,0.868,0.030303030303030304,1.5654922548514894,1.596758278513063,0.204,0.868,0.030303030303030304,,,,,,,0.0,0.0,0.0,-0.0691917756623829,-0.0691917756623829,-,-0.0691917756623829,-,B_safensis1,B_safensis1,-0.0691917756623829,single,"-,-",Negative,-0.0691917756623829
88,2548,84,0.0564578546450317,-0.2567239111264183,-0.1283619555632091,EA,y,1.525117044688702,2.041644680153724,0.122,0.9584999999999999,0.06060606060606061,1.525117044688702,2.041644680153724,0.122,0.9584999999999999,0.06060606060606061,,,,,,,0.0,0.0,0.0,-0.1283619555632091,-0.1283619555632091,-,-0.1283619555632091,-,P_koreensis2,P_koreensis2,-0.1283619555632091,single,"-,-",Negative,-0.1283619555632091
89,2633,85,0.0679513430399682,0.0137172668778241,0.006858633438912,EA,y,,2.273152436595487,0.17,0.072,,,2.273152436595487,0.17,0.072,,,,,,,,,0.0,0.0,0.006858633438912,0.006858633438912,+,0.006858633438912,+,C_odontotermitis,C_odontotermitis,0.006858633438912,single,"+,+",Neutral,0.006858633438912
90,2676,97,0.0862614986351372,0.2543983087739256,0.1271991543869628,EA,y,,,,1.5455,0.0449438202247191,,,,1.5455,0.0449438202247191,,,,,,,,,,0.1271991543869628,0.1271991543869628,+,0.1271991543869628,+,P_brassicacearum,P_brassicacearum,0.1271991543869628,single,"+,+",Positive,0.1271991543869628
91,2721,14,0.2330951378594752,-0.0993827428472227,-0.0496913714236113,EA,y,2.7494201206799955,2.149170537672616,0.122,0.9415,0.03361344537815126,2.7494201206799955,2.149170537672616,0.122,0.9415,0.03361344537815126,,,,,,,0.0,0.0,0.0,-0.0496913714236113,-0.0496913714236113,-,-0.0496913714236113,-,P_simiae,P_simiae,-0.0496913714236113,single,"-,-",Negative,-0.0496913714236113
92,2814,84,0.0737520170219953,0.0173621418995952,0.0086810709497976,EA,y,1.5775351026205406,1.859831175133916,0.041,0.43000000000000005,0.038461538461538464,1.5775351026205406,1.859831175133916,0.041,0.43000000000000005,0.038461538461538464,,,,,,,0.0,0.0,0.0,0.0086810709497976,0.0086810709497976,+,0.0086810709497976,+,P_agglomerans3,P_agglomerans3,0.0086810709497976,single,"+,+",Neutral,0.0086810709497976
93,2911,133,0.0721827553725647,-0.2962361307912018,-0.1481180653956009,EA,y,1.340856442726066,2.2886312503328274,0.122,1.161,0.05970149253731343,1.340856442726066,2.2886312503328274,0.122,1.161,0.05970149253731343,,,,,,,0.0,0.0,0.0,-0.1481180653956009,-0.1481180653956009,-,-0.1481180653956009,-,P_helmanticensis,P_helmanticensis,-0.1481180653956009,single,"-,-",Negative,-0.1481180653956009
94,2961,140,0.0728091869827846,-0.0625238069351319,-0.0312619034675659,EA,y,1.2592275409948752,1.9437348070145783,0.122,0.8400000000000001,0.02702702702702703,1.2592275409948752,1.9437348070145783,0.122,0.8400000000000001,0.02702702702702703,,,,,,,0.0,0.0,0.0,-0.0312619034675659,-0.0312619034675659,-,-0.0312619034675659,-,P_koreensis1,P_koreensis1,-0.0312619034675659,single,"-,-",Negative,-0.0312619034675659
95,3012,88,0.0623359455731845,-0.3534985903755201,-0.17674929518776,EA,y,1.5056888788856746,2.200506987037306,0.122,1.4205,0.09090909090909091,1.5056888788856746,2.200506987037306,0.122,1.4205,0.09090909090909091,,,,,,,0.0,0.0,0.0,-0.17674929518776,-0.17674929518776,-,-0.17674929518776,-,P_plecoglossicida1,P_plecoglossicida1,-0.17674929518776,single,"-,-",Negative,-0.17674929518776
96,3063,94,0.0567378709816063,-0.5496104921124891,-0.2748052460562445,EA,y,1.183417508743216,2.455103663799148,0.122,1.117,0.07272727272727272,1.183417508743216,2.455103663799148,0.122,1.117,0.07272727272727272,,,,,,,0.0,0.0,0.0,-0.2748052460562445,-0.2748052460562445,-,-0.2748052460562445,-,P_rhodesiae2,P_rhodesiae2,-0.2748052460562445,single,"-,-",Negative,-0.2748052460562445
97,3281,99,0.0573884344370264,-0.1679406051521968,-0.0839703025760984,EA,y,1.617311349122364,1.5470510657376504,0.041,0.651,0.06666666666666667,1.617311349122364,1.5470510657376504,0.041,0.651,0.06666666666666667,,,,,,,0.0,0.0,0.0,-0.0839703025760984,-0.0839703025760984,-,-0.0839703025760984,-,S_fonticola2,S_fonticola2,-0.0839703025760984,single,"-,-",Negative,-0.0839703025760984
98,3338,51,0.1061885266458054,0.6768296326553559,0.3384148163276779,EA,y,,2.217998422001242,0.265,0.095,,,2.217998422001242,0.265,0.095,,,,,,,,,0.0,0.0,0.3384148163276779,0.3384148163276779,+,0.3384148163276779,+,C_lathyri2,C_lathyri2,0.3384148163276779,single,"+,+",Positive,0.3384148163276779
99,3454,57,0.103174199171119,0.0729354863742046,0.0364677431871023,EA,y,1.3035969469126567,2.151222908022319,0.122,1.1360000000000001,0.04,1.3035969469126567,2.151222908022319,0.122,1.1360000000000001,0.04,,,,,,,0.0,0.0,0.0,0.0364677431871023,0.0364677431871023,+,0.0364677431871023,+,P_koreensis3,P_koreensis3,0.0364677431871023,single,"+,+",Neutral,0.0364677431871023
100,3455,74,0.0579909935732805,-1.376860000119145,-0.6884300000595726,RP,y,1.902110218095867,0.7750369582117664,0.017,0.698,0.057971014492753624,1.902110218095867,0.7750369582117664,0.017,0.698,0.057971014492753624,,,,,,,0.0,0.0,0.0,-0.6884300000595726,-0.6884300000595726,-,-0.6884300000595726,-,B_izardii2,B_izardii2,-0.6884300000595726,single,"-,-",Negative,-0.6884300000595726
101,3460,93,0.1449312597434753,-2.2755599635728023,-1.1377799817864012,RP,y,2.3050802707692104,1.6393879571658156,0.017,0.5225,0.08888888888888889,2.3050802707692104,1.6393879571658156,0.017,0.5225,0.08888888888888889,,,,,,,0.0,0.0,0.0,-1.1377799817864012,-1.1377799817864012,-,-1.1377799817864012,-,C_freundii2,C_freundii2,-1.1377799817864012,single,"-,-",Negative,-1.1377799817864012
102,3469,121,0.0178925589267327,0.1933659021024711,0.0966829510512355,RP,y,2.202333399628128,1.7306124564203285,0.204,0.794,0.02962962962962963,2.202333399628128,1.7306124564203285,0.204,0.794,0.02962962962962963,,,,,,,0.0,0.0,0.0,0.0966829510512355,0.0966829510512355,+,0.0966829510512355,+,B_subtilis,B_subtilis,0.0966829510512355,single,"+,+",Positive,0.0966829510512355
103,3475,127,0.020821824315903,0.3871730127753325,0.1935865063876662,RP,y,,3.0395571559678656,0.204,0.5885,0.027210884353741496,,3.0395571559678656,0.204,0.5885,0.027210884353741496,,,,,,,,0.0,0.0,0.1935865063876662,0.1935865063876662,+,0.1935865063876662,+,B_proteolyticus1,B_proteolyticus1,0.1935865063876662,single,"+,+",Positive,0.1935865063876662
104,3482,111,0.0298731931849227,0.2416170384606909,0.1208085192303454,RP,y,,2.9009353000417466,0.204,0.311,0.02531645569620253,,2.9009353000417466,0.204,0.311,0.02531645569620253,,,,,,,,0.0,0.0,0.1208085192303454,0.1208085192303454,+,0.1208085192303454,+,B_proteolyticus2,B_proteolyticus2,0.1208085192303454,single,"+,+",Positive,0.1208085192303454
105,3490,88,0.0285453091929896,-0.4605446123316586,-0.2302723061658293,RP,y,1.7139561519787767,1.255319039894763,0.204,0.0625,,1.7139561519787767,1.255319039894763,0.204,0.0625,,,,,,,,0.0,0.0,0.0,-0.2302723061658293,-0.2302723061658293,-,-0.2302723061658293,-,B_thuringiensis,B_thuringiensis,-0.2302723061658293,single,"-,-",Negative,-0.2302723061658293
106,3499,110,0.0388184583096926,0.3849491302325329,0.1924745651162664,RP,y,1.3643837932179317,2.241232817102466,0.204,0.829,0.03125,1.3643837932179317,2.241232817102466,0.204,0.829,0.03125,,,,,,,0.0,0.0,0.0,0.1924745651162664,0.1924745651162664,+,0.1924745651162664,+,B_cereus1,B_cereus1,0.1924745651162664,single,"+,+",Positive,0.1924745651162664
107,3509,119,0.0431291103766814,-1.1455003629708242,-0.5727501814854121,RP,y,1.6879361513524134,1.244200948461486,0.028,1.3085,0.09090909090909091,1.6879361513524134,1.244200948461486,0.028,1.3085,0.09090909090909091,,,,,,,0.0,0.0,0.0,-0.5727501814854121,-0.5727501814854121,-,-0.5727501814854121,-,E_cloacae,E_cloacae,-0.5727501814854121,single,"-,-",Negative,-0.5727501814854121
108,3532,107,0.0795143057181204,-1.402876803168379,-0.7014384015841895,RP,y,1.7457595395156522,1.1537370803564078,0.028,1.318,0.08695652173913043,1.7457595395156522,1.1537370803564078,0.028,1.318,0.08695652173913043,,,,,,,0.0,0.0,0.0,-0.7014384015841895,-0.7014384015841895,-,-0.7014384015841895,-,E_cloacae2,E_cloacae2,-0.7014384015841895,single,"-,-",Negative,-0.7014384015841895
109,3545,84,0.2568991068105137,-0.4885535647220153,-0.2442767823610076,RP,y,1.9384696518738584,1.2890464023025014,0.204,0.405,0.0273972602739726,1.9384696518738584,1.2890464023025014,0.204,0.405,0.0273972602739726,,,,,,,0.0,0.0,0.0,-0.2442767823610076,-0.2442767823610076,-,-0.2442767823610076,-,B_cereus2,B_cereus2,-0.2442767823610076,single,"-,-",Negative,-0.2442767823610076
110,3559,47,0.0272771208656778,0.0635402747865199,0.0317701373932599,RP,y,,,,0.627,,,,,0.627,,,,,,,,,,,0.0317701373932599,0.0317701373932599,+,0.0317701373932599,+,Ecoli,Ecoli,0.0317701373932599,single,"+,+",Positive,0.0317701373932599
111,3574,79,0.0282738792297805,-4.527396182220136,-2.263698091110068,RP,y,1.4156927733089626,2.174290681301666,0.122,1.4849999999999999,0.06557377049180328,1.4156927733089626,2.174290681301666,0.122,1.4849999999999999,0.06557377049180328,,,,,,,0.0,0.0,0.0,-2.263698091110068,-2.263698091110068,-,-2.263698091110068,-,P_putida1,P_putida1,-2.263698091110068,single,"-,-",Negative,-2.263698091110068
112,3590,62,0.0185926905629677,0.5422422307600285,0.2711211153800142,RP,y,,3.0532769795643637,0.265,0.26,0.021164021164021163,,3.0532769795643637,0.265,0.26,0.021164021164021163,,,,,,,,0.0,0.0,0.2711211153800142,0.2711211153800142,+,0.2711211153800142,+,C_lactis1,C_lactis1,0.2711211153800142,single,"+,+",Positive,0.2711211153800142
113,3607,68,0.0313567661078068,0.3171139463955396,0.1585569731977698,RP,y,,2.61453707930307,0.265,0.011,,,2.61453707930307,0.265,0.011,,,,,,,,,0.0,0.0,0.1585569731977698,0.1585569731977698,+,0.1585569731977698,+,C_lactis2,C_lactis2,0.1585569731977698,single,"+,+",Positive,0.1585569731977698
114,3625,73,0.0627464735080018,-4.87685663853916,-2.43842831926958,RP,y,1.5193267673761943,2.59266489352674,0.122,1.3,0.04878048780487805,1.5193267673761943,2.59266489352674,0.122,1.3,0.04878048780487805,,,,,,,0.0,0.0,0.0,-2.43842831926958,-2.43842831926958,-,-2.43842831926958,-,P_putida2,P_putida2,-2.43842831926958,single,"-,-",Negative,-2.43842831926958
115,3644,62,0.0450107522250178,0.5568081779425472,0.2784040889712736,RP,y,,2.62071298419354,0.265,0.08449999999999999,,,2.62071298419354,0.265,0.08449999999999999,,,,,,,,,0.0,0.0,0.2784040889712736,0.2784040889712736,+,0.2784040889712736,+,F_banpakuense1,F_banpakuense1,0.2784040889712736,single,"+,+",Positive,0.2784040889712736
116,3664,65,0.0908966710744745,0.5333702376852975,0.2666851188426487,RP,y,,2.951907819812837,0.204,0.013000000000000001,,,2.951907819812837,0.204,0.013000000000000001,,,,,,,,,0.0,0.0,0.2666851188426487,0.2666851188426487,+,0.2666851188426487,+,L_macroides,L_macroides,0.2666851188426487,single,"+,+",Positive,0.2666851188426487
117,3685,87,0.0149027449597796,0.4176325287441668,0.2088162643720834,RP,y,1.6769728084410682,2.449820566817277,0.265,1.1,0.03305785123966942,1.6769728084410682,2.449820566817277,0.265,1.1,0.03305785123966942,,,,,,,0.0,0.0,0.0,0.2088162643720834,0.2088162643720834,+,0.2088162643720834,+,C_lactis3,C_lactis3,0.2088162643720834,single,"+,+",Positive,0.2088162643720834
118,3707,101,0.0307684410180386,-4.421318767117368,-2.210659383558684,RP,y,1.73764486133259,2.1385913564362315,0.122,1.206,0.05263157894736842,1.73764486133259,2.1385913564362315,0.122,1.206,0.05263157894736842,,,,,,,0.0,0.0,0.0,-2.210659383558684,-2.210659383558684,-,-2.210659383558684,-,P_corrugata,P_corrugata,-2.210659383558684,single,"-,-",Negative,-2.210659383558684
119,3730,60,0.0807757841828474,0.4389531569058245,0.2194765784529122,RP,y,2.145035456265304,2.7078557819768534,0.204,0.129,0.02702702702702703,2.145035456265304,2.7078557819768534,0.204,0.129,0.02702702702702703,,,,,,,0.0,0.0,0.0,0.2194765784529122,0.2194765784529122,+,0.2194765784529122,+,B_cereus,B_cereus,0.2194765784529122,single,"+,+",Positive,0.2194765784529122
120,3754,85,0.0164093269937824,0.1249999313041607,0.0624999656520803,RP,y,1.65300742864137,0.9250684195427472,0.265,1.3035,0.08163265306122448,1.65300742864137,0.9250684195427472,0.265,1.3035,0.08163265306122448,,,,,,,0.0,0.0,0.0,0.0624999656520803,0.0624999656520803,+,0.0624999656520803,+,F_banpakuense2,F_banpakuense2,0.0624999656520803,single,"+,+",Positive,0.0624999656520803
121,3779,150,0.019331712042526,-4.700274963273301,-2.3501374816366507,RP,y,1.404257844699362,1.7731447428447566,0.122,1.455,0.06896551724137931,1.404257844699362,1.7731447428447566,0.122,1.455,0.06896551724137931,,,,,,,0.0,0.0,0.0,-2.3501374816366507,-2.3501374816366507,-,-2.3501374816366507,-,P_monteilii2,P_monteilii2,-2.3501374816366507,single,"-,-",Negative,-2.3501374816366507
122,3805,58,0.0778177935149724,-5.261857016043067,-2.6309285080215337,RP,y,1.3673816949076465,1.8448519079142267,0.122,1.1575000000000002,0.05333333333333334,1.3673816949076465,1.8448519079142267,0.122,1.1575000000000002,0.05333333333333334,,,,,,,0.0,0.0,0.0,-2.6309285080215337,-2.6309285080215337,-,-2.6309285080215337,-,P_citronellolis,P_citronellolis,-2.6309285080215337,single,"-,-",Negative,-2.6309285080215337
123,3832,119,0.0194882812843908,0.2025128614244688,0.1012564307122344,RP,y,,2.8982055086894425,0.265,0.1045,0.021164021164021163,,2.8982055086894425,0.265,0.1045,0.021164021164021163,,,,,,,,0.0,0.0,0.1012564307122344,0.1012564307122344,+,0.1012564307122344,+,C_lactis4,C_lactis4,0.1012564307122344,single,"+,+",Positive,0.1012564307122344
