,index,Count,STE,additive,combined_effect,focal,good_to_use,i1_f_abxr_distance,i1_f_mtb_distance,i1_f_phg_distance,i1_max_od,i1_time_to_thresh,i2_f_abxr_distance,i2_f_mtb_distance,i2_f_phg_distance,i2_max_od,i2_time_to_thresh,iso1t_abxr_distance,iso1t_mtb_distance,iso1t_phg_distance,iso2t_abxr_distance,iso2t_mtb_distance,iso2t_phg_distance,isos_abxr_distance,isos_mtb_distance,isos_phg_distance,mean,mono_s1_effect,mono_s1_qual_e,mono_s2_effect,mono_s2_qual_e,sample1,sample2,strongest,comm_size,qual_monos,qual_effect,modified_strongest
194,8772,197,0.0491571370745508,0.1817406247794682,0.0908703123897341,PA,y,,2.41386329356076,0.204,0.5885,0.027210884353741496,,2.41386329356076,0.204,0.5885,0.027210884353741496,,,,,,,,0.0,0.0,0.0908703123897341,0.0908703123897341,+,0.0908703123897341,+,B_proteolyticus1,B_proteolyticus1,0.0908703123897341,single,"+,+",Positive,0.0908703123897341
195,8779,165,0.0534424445664008,0.0909282216242599,0.0454641108121299,PA,y,,2.2793009893386174,0.204,0.311,0.02531645569620253,,2.2793009893386174,0.204,0.311,0.02531645569620253,,,,,,,,0.0,0.0,0.0454641108121299,0.0454641108121299,+,0.0454641108121299,+,B_proteolyticus2,B_proteolyticus2,0.0454641108121299,single,"+,+",Neutral,0.0454641108121299
196,8787,205,0.0373406298187355,-0.341277415716001,-0.1706387078580005,PA,y,2.0743415822858107,1.633358503207425,0.204,0.829,0.03125,2.0743415822858107,1.633358503207425,0.204,0.829,0.03125,,,,,,,0.0,0.0,0.0,-0.1706387078580005,-0.1706387078580005,-,-0.1706387078580005,-,B_cereus1,B_cereus1,-0.1706387078580005,single,"-,-",Negative,-0.1706387078580005
197,8796,149,0.058150855126617,-0.9651102881539976,-0.4825551440769988,PA,y,1.4823940097018742,1.5230151016979443,0.029,1.3085,0.09090909090909091,1.4823940097018742,1.5230151016979443,0.029,1.3085,0.09090909090909091,,,,,,,0.0,0.0,0.0,-0.4825551440769988,-0.4825551440769988,-,-0.4825551440769988,-,E_cloacae,E_cloacae,-0.4825551440769988,single,"-,-",Negative,-0.4825551440769988
198,8817,110,0.0631350535141396,-0.81351780423056,-0.40675890211528,PA,y,1.49908505429145,1.5037752491645815,0.029,1.318,0.08695652173913043,1.49908505429145,1.5037752491645815,0.029,1.318,0.08695652173913043,,,,,,,0.0,0.0,0.0,-0.40675890211528,-0.40675890211528,-,-0.40675890211528,-,E_cloacae2,E_cloacae2,-0.40675890211528,single,"-,-",Negative,-0.40675890211528
199,8829,76,0.0577397556461623,0.1906127310141264,0.0953063655070632,PA,y,1.84799945887438,1.2935992424240206,0.204,0.405,0.0273972602739726,1.84799945887438,1.2935992424240206,0.204,0.405,0.0273972602739726,,,,,,,0.0,0.0,0.0,0.0953063655070632,0.0953063655070632,+,0.0953063655070632,+,B_cereus2,B_cereus2,0.0953063655070632,single,"+,+",Positive,0.0953063655070632
200,8842,60,0.0356678591897815,-0.2687838637524529,-0.1343919318762264,PA,y,,,,0.627,,,,,0.627,,,,,,,,,,,-0.1343919318762264,-0.1343919318762264,-,-0.1343919318762264,-,Ecoli,Ecoli,-0.1343919318762264,single,"-,-",Negative,-0.1343919318762264
201,8856,109,0.0704810813044263,-0.7868940334993589,-0.3934470167496794,PA,y,2.093277573567347,1.9792051434856368,0.122,1.4849999999999999,0.06557377049180328,2.093277573567347,1.9792051434856368,0.122,1.4849999999999999,0.06557377049180328,,,,,,,0.0,0.0,0.0,-0.3934470167496794,-0.3934470167496794,-,-0.3934470167496794,-,P_putida1,P_putida1,-0.3934470167496794,single,"-,-",Negative,-0.3934470167496794
202,8871,67,0.0376855934442739,-0.4207986231328151,-0.2103993115664075,PA,y,,2.5064014044043303,0.265,0.26,0.021164021164021163,,2.5064014044043303,0.265,0.26,0.021164021164021163,,,,,,,,0.0,0.0,-0.2103993115664075,-0.2103993115664075,-,-0.2103993115664075,-,C_lactis1,C_lactis1,-0.2103993115664075,single,"-,-",Negative,-0.2103993115664075
203,8904,102,0.051955911277047,-0.4497104818811551,-0.2248552409405775,PA,y,,2.0430061184440933,0.265,0.011,,,2.0430061184440933,0.265,0.011,,,,,,,,,0.0,0.0,-0.2248552409405775,-0.2248552409405775,-,-0.2248552409405775,-,C_lactis2,C_lactis2,-0.2248552409405775,single,"-,-",Negative,-0.2248552409405775
204,8922,119,0.0517167053370715,-0.8227496254212835,-0.4113748127106417,PA,y,2.0686517348263336,2.366471001301305,0.122,1.3,0.04878048780487805,2.0686517348263336,2.366471001301305,0.122,1.3,0.04878048780487805,,,,,,,0.0,0.0,0.0,-0.4113748127106417,-0.4113748127106417,-,-0.4113748127106417,-,P_putida2,P_putida2,-0.4113748127106417,single,"-,-",Negative,-0.4113748127106417
205,8941,87,0.0684953767202418,-0.4529688144690231,-0.2264844072345115,PA,y,,2.182034142720961,0.265,0.08449999999999999,,,2.182034142720961,0.265,0.08449999999999999,,,,,,,,,0.0,0.0,-0.2264844072345115,-0.2264844072345115,-,-0.2264844072345115,-,F_banpakuense1,F_banpakuense1,-0.2264844072345115,single,"-,-",Negative,-0.2264844072345115
206,8961,43,0.0632949135699164,-0.7922505185043043,-0.3961252592521521,PA,y,,2.478894309969669,0.204,0.013000000000000001,,,2.478894309969669,0.204,0.013000000000000001,,,,,,,,,0.0,0.0,-0.3961252592521521,-0.3961252592521521,-,-0.3961252592521521,-,L_macroides,L_macroides,-0.3961252592521521,single,"-,-",Negative,-0.3961252592521521
207,8982,139,0.036040428293866,-0.1741601008227115,-0.0870800504113557,PA,y,1.7476415536373586,1.9948892199819015,0.265,1.1,0.03305785123966942,1.7476415536373586,1.9948892199819015,0.265,1.1,0.03305785123966942,,,,,,,0.0,0.0,0.0,-0.0870800504113557,-0.0870800504113557,-,-0.0870800504113557,-,C_lactis3,C_lactis3,-0.0870800504113557,single,"-,-",Negative,-0.0870800504113557
208,9004,104,0.0687353091728825,-0.4885465783833116,-0.2442732891916558,PA,y,1.594136443344797,1.867199239502844,0.122,1.206,0.05263157894736842,1.594136443344797,1.867199239502844,0.122,1.206,0.05263157894736842,,,,,,,0.0,0.0,0.0,-0.2442732891916558,-0.2442732891916558,-,-0.2442732891916558,-,P_corrugata,P_corrugata,-0.2442732891916558,single,"-,-",Negative,-0.2442732891916558
209,9027,121,0.0523191781237895,-0.5086681771394739,-0.2543340885697369,PA,y,3.0055150972836584,2.0584061795476614,0.204,0.4565,0.028169014084507043,3.0055150972836584,2.0584061795476614,0.204,0.4565,0.028169014084507043,,,,,,,0.0,0.0,0.0,-0.2543340885697369,-0.2543340885697369,-,-0.2543340885697369,-,B_albus,B_albus,-0.2543340885697369,single,"-,-",Negative,-0.2543340885697369
210,9051,54,0.0724523549415454,-0.3870943378462392,-0.1935471689231196,PA,y,2.6159648315678865,2.4843562546462614,0.204,0.129,0.02702702702702703,2.6159648315678865,2.4843562546462614,0.204,0.129,0.02702702702702703,,,,,,,0.0,0.0,0.0,-0.1935471689231196,-0.1935471689231196,-,-0.1935471689231196,-,B_cereus,B_cereus,-0.1935471689231196,single,"-,-",Negative,-0.1935471689231196
211,9076,81,0.0409370515366138,-0.5932040046843536,-0.2966020023421768,PA,y,1.195205840012506,1.5426499927073545,0.265,1.3035,0.08163265306122448,1.195205840012506,1.5426499927073545,0.265,1.3035,0.08163265306122448,,,,,,,0.0,0.0,0.0,-0.2966020023421768,-0.2966020023421768,-,-0.2966020023421768,-,F_banpakuense2,F_banpakuense2,-0.2966020023421768,single,"-,-",Negative,-0.2966020023421768
212,9102,230,0.0491596884924793,-0.5236987423834244,-0.2618493711917122,PA,y,2.095680319132668,1.8879266405239377,0.122,1.455,0.06896551724137931,2.095680319132668,1.8879266405239377,0.122,1.455,0.06896551724137931,,,,,,,0.0,0.0,0.0,-0.2618493711917122,-0.2618493711917122,-,-0.2618493711917122,-,P_monteilii2,P_monteilii2,-0.2618493711917122,single,"-,-",Negative,-0.2618493711917122
213,9129,155,0.0446604567037689,-1.6737365100742163,-0.8368682550371082,PA,y,1.639610014607132,1.4087036593975328,0.122,1.1575000000000002,0.05333333333333334,1.639610014607132,1.4087036593975328,0.122,1.1575000000000002,0.05333333333333334,,,,,,,0.0,0.0,0.0,-0.8368682550371082,-0.8368682550371082,-,-0.8368682550371082,-,P_citronellolis,P_citronellolis,-0.8368682550371082,single,"-,-",Negative,-0.8368682550371082
214,9157,109,0.0371640990103999,-0.4952081004488124,-0.2476040502244062,PA,y,,2.3362514847507323,0.265,0.1045,0.021164021164021163,,2.3362514847507323,0.265,0.1045,0.021164021164021163,,,,,,,,0.0,0.0,-0.2476040502244062,-0.2476040502244062,-,-0.2476040502244062,-,C_lactis4,C_lactis4,-0.2476040502244062,single,"-,-",Negative,-0.2476040502244062
215,9186,156,0.0371086477198127,-0.5523610294636973,-0.2761805147318486,PA,y,,2.3139976231621326,0.265,0.5700000000000001,0.025974025974025976,,2.3139976231621326,0.265,0.5700000000000001,0.025974025974025976,,,,,,,,0.0,0.0,-0.2761805147318486,-0.2761805147318486,-,-0.2761805147318486,-,C_lactis5,C_lactis5,-0.2761805147318486,single,"-,-",Negative,-0.2761805147318486
216,9216,54,0.0794831109984897,1.3501369198188025,0.6750684599094012,PA,y,1.8154572426802011,1.8510877883017864,0.122,0.9444999999999999,0.028169014084507043,1.8154572426802011,1.8510877883017864,0.122,0.9444999999999999,0.028169014084507043,,,,,,,0.0,0.0,0.0,0.6750684599094012,0.6750684599094012,+,0.6750684599094012,+,P_viridiflava,P_viridiflava,0.6750684599094012,single,"+,+",Positive,0.6750684599094012
217,9279,35,0.1220475757504992,0.1103691048028775,0.0551845524014387,PA,y,,2.289456704111261,0.17,0.0015,,,2.289456704111261,0.17,0.0015,,,,,,,,,0.0,0.0,0.0551845524014387,0.0551845524014387,+,0.0551845524014387,+,V_guangxiensis,V_guangxiensis,0.0551845524014387,single,"+,+",Neutral,0.0551845524014387
218,9312,125,0.037191620724789,-0.6174608491216522,-0.3087304245608261,PA,y,1.6517045740688616,1.8384702880384003,0.265,0.362,0.028169014084507043,1.6517045740688616,1.8384702880384003,0.265,0.362,0.028169014084507043,,,,,,,0.0,0.0,0.0,-0.3087304245608261,-0.3087304245608261,-,-0.3087304245608261,-,C_lactis6,C_lactis6,-0.3087304245608261,single,"-,-",Negative,-0.3087304245608261
219,9346,120,0.0367233338514876,-0.4079147871550809,-0.2039573935775404,PA,y,1.6402146201031131,1.7316180294741677,0.265,0.132,0.027586206896551724,1.6402146201031131,1.7316180294741677,0.265,0.132,0.027586206896551724,,,,,,,0.0,0.0,0.0,-0.2039573935775404,-0.2039573935775404,-,-0.2039573935775404,-,F_ginsengiterrae,F_ginsengiterrae,-0.2039573935775404,single,"-,-",Negative,-0.2039573935775404
220,9381,163,0.0919561704252215,-0.5396510050850661,-0.269825502542533,PA,y,,2.375142943066796,0.265,0.092,,,2.375142943066796,0.265,0.092,,,,,,,,,0.0,0.0,-0.269825502542533,-0.269825502542533,-,-0.269825502542533,-,C_lactis7,C_lactis7,-0.269825502542533,single,"-,-",Negative,-0.269825502542533
221,9417,82,0.0446407295776896,-0.590072949445622,-0.295036474722811,PA,y,2.1162480950966027,2.2678891066363893,0.122,1.0910000000000002,0.056338028169014086,2.1162480950966027,2.2678891066363893,0.122,1.0910000000000002,0.056338028169014086,,,,,,,0.0,0.0,0.0,-0.295036474722811,-0.295036474722811,-,-0.295036474722811,-,P_putida3,P_putida3,-0.295036474722811,single,"-,-",Negative,-0.295036474722811
222,9454,238,0.0437146902879674,-1.3018440966066285,-0.6509220483033141,PA,y,1.3188180314205595,1.9452511405985604,0.029,0.523,0.09302325581395349,1.3188180314205595,1.9452511405985604,0.029,0.523,0.09302325581395349,,,,,,,0.0,0.0,0.0,-0.6509220483033141,-0.6509220483033141,-,-0.6509220483033141,-,E_aerogenes,E_aerogenes,-0.6509220483033141,single,"-,-",Negative,-0.6509220483033141
223,9492,173,0.0386212023897761,-1.103829893247363,-0.5519149466236815,PA,y,1.54678311343252,1.3366588944079938,0.029,1.311,0.06896551724137931,1.54678311343252,1.3366588944079938,0.029,1.311,0.06896551724137931,,,,,,,0.0,0.0,0.0,-0.5519149466236815,-0.5519149466236815,-,-0.5519149466236815,-,L_amnigena,L_amnigena,-0.5519149466236815,single,"-,-",Negative,-0.5519149466236815
224,9531,65,0.0581687943766168,-0.8280355149102747,-0.4140177574551373,PA,y,,1.573865305545554,0.204,0.39349999999999996,0.028169014084507043,,1.573865305545554,0.204,0.39349999999999996,0.028169014084507043,,,,,,,,0.0,0.0,-0.4140177574551373,-0.4140177574551373,-,-0.4140177574551373,-,M_kyungheense,M_kyungheense,-0.4140177574551373,single,"-,-",Negative,-0.4140177574551373
225,9571,235,0.046602343946397,-0.3293647486968524,-0.1646823743484262,PA,y,,2.157489513300123,0.265,0.22100000000000003,0.021164021164021163,,2.157489513300123,0.265,0.22100000000000003,0.021164021164021163,,,,,,,,0.0,0.0,-0.1646823743484262,-0.1646823743484262,-,-0.1646823743484262,-,C_lactis8,C_lactis8,-0.1646823743484262,single,"-,-",Negative,-0.1646823743484262
226,9612,100,0.0310165531855197,-0.9737057902720628,-0.4868528951360314,PA,y,1.1105291531517758,1.1948510367405638,0.204,0.868,0.030303030303030304,1.1105291531517758,1.1948510367405638,0.204,0.868,0.030303030303030304,,,,,,,0.0,0.0,0.0,-0.4868528951360314,-0.4868528951360314,-,-0.4868528951360314,-,B_safensis1,B_safensis1,-0.4868528951360314,single,"-,-",Negative,-0.4868528951360314
227,9654,165,0.0344055417716088,-1.0220691264116804,-0.5110345632058402,PA,y,2.301606178302448,1.943682844499071,0.122,0.9584999999999999,0.06060606060606061,2.301606178302448,1.943682844499071,0.122,0.9584999999999999,0.06060606060606061,,,,,,,0.0,0.0,0.0,-0.5110345632058402,-0.5110345632058402,-,-0.5110345632058402,-,P_koreensis2,P_koreensis2,-0.5110345632058402,single,"-,-",Negative,-0.5110345632058402
228,9741,270,0.0403637284510272,-0.4000948001890251,-0.2000474000945125,PA,y,,2.266589508490675,0.17,0.072,,,2.266589508490675,0.17,0.072,,,,,,,,,0.0,0.0,-0.2000474000945125,-0.2000474000945125,-,-0.2000474000945125,-,C_odontotermitis,C_odontotermitis,-0.2000474000945125,single,"-,-",Negative,-0.2000474000945125
229,9786,186,0.0480596269113011,-0.3645880518107995,-0.1822940259053997,PA,y,,,,1.5455,0.0449438202247191,,,,1.5455,0.0449438202247191,,,,,,,,,,-0.1822940259053997,-0.1822940259053997,-,-0.1822940259053997,-,P_brassicacearum,P_brassicacearum,-0.1822940259053997,single,"-,-",Negative,-0.1822940259053997
230,9832,47,0.0877898972412125,-1.2103907183767062,-0.6051953591883531,PA,y,3.3669071861279454,1.809546351989912,0.122,0.9415,0.03361344537815126,3.3669071861279454,1.809546351989912,0.122,0.9415,0.03361344537815126,,,,,,,0.0,0.0,0.0,-0.6051953591883531,-0.6051953591883531,-,-0.6051953591883531,-,P_simiae,P_simiae,-0.6051953591883531,single,"-,-",Negative,-0.6051953591883531
231,9879,155,0.033433303013908,0.3434556065210709,0.1717278032605354,PA,y,0.0,0.0,0.0,0.583,0.027586206896551724,0.0,0.0,0.0,0.583,0.027586206896551724,,,,,,,0.0,0.0,0.0,0.1717278032605354,0.1717278032605354,+,0.1717278032605354,+,P_agglomerans1,P_agglomerans1,0.1717278032605354,single,"+,+",Positive,0.1717278032605354
232,9927,195,0.0329738546041854,-0.272132650752582,-0.136066325376291,PA,y,0.6213292203011218,0.4914936418713877,0.014,0.43000000000000005,0.038461538461538464,0.6213292203011218,0.4914936418713877,0.014,0.43000000000000005,0.038461538461538464,,,,,,,0.0,0.0,0.0,-0.136066325376291,-0.136066325376291,-,-0.136066325376291,-,P_agglomerans3,P_agglomerans3,-0.136066325376291,single,"-,-",Negative,-0.136066325376291
233,9976,256,0.0412848555131508,-0.296346369627726,-0.148173184813863,PA,y,1.0842868624123414,1.3105838393632054,0.025,0.586,0.05405405405405406,1.0842868624123414,1.3105838393632054,0.025,0.586,0.05405405405405406,,,,,,,0.0,0.0,0.0,-0.148173184813863,-0.148173184813863,-,-0.148173184813863,-,P_allii,P_allii,-0.148173184813863,single,"-,-",Negative,-0.148173184813863
234,10026,250,0.0278059252349933,-0.2096523991556777,-0.1048261995778388,PA,y,2.113019403602342,1.9916643793571245,0.122,1.161,0.05970149253731343,2.113019403602342,1.9916643793571245,0.122,1.161,0.05970149253731343,,,,,,,0.0,0.0,0.0,-0.1048261995778388,-0.1048261995778388,-,-0.1048261995778388,-,P_helmanticensis,P_helmanticensis,-0.1048261995778388,single,"-,-",Negative,-0.1048261995778388
235,10077,129,0.0537921863120032,-0.7993281638289378,-0.3996640819144689,PA,y,1.530680567590769,1.5231194962969912,0.122,0.8400000000000001,0.02702702702702703,1.530680567590769,1.5231194962969912,0.122,0.8400000000000001,0.02702702702702703,,,,,,,0.0,0.0,0.0,-0.3996640819144689,-0.3996640819144689,-,-0.3996640819144689,-,P_koreensis1,P_koreensis1,-0.3996640819144689,single,"-,-",Negative,-0.3996640819144689
236,10129,175,0.0426317785348418,-0.4443404868663175,-0.2221702434331587,PA,y,2.183197196773576,1.9633519806697928,0.122,1.4205,0.09090909090909091,2.183197196773576,1.9633519806697928,0.122,1.4205,0.09090909090909091,,,,,,,0.0,0.0,0.0,-0.2221702434331587,-0.2221702434331587,-,-0.2221702434331587,-,P_plecoglossicida1,P_plecoglossicida1,-0.2221702434331587,single,"-,-",Negative,-0.2221702434331587
237,10182,164,0.040602404909291,-0.7383714996895941,-0.3691857498447971,PA,y,2.0510358358644054,2.1335777464156305,0.122,1.117,0.07272727272727272,2.0510358358644054,2.1335777464156305,0.122,1.117,0.07272727272727272,,,,,,,0.0,0.0,0.0,-0.3691857498447971,-0.3691857498447971,-,-0.3691857498447971,-,P_rhodesiae2,P_rhodesiae2,-0.3691857498447971,single,"-,-",Negative,-0.3691857498447971
238,10347,214,0.0388669908363259,-0.1931410548673204,-0.0965705274336602,PA,y,1.9472146774303032,1.7532743652948333,0.037,0.5860000000000001,0.06779661016949153,1.9472146774303032,1.7532743652948333,0.037,0.5860000000000001,0.06779661016949153,,,,,,,0.0,0.0,0.0,-0.0965705274336602,-0.0965705274336602,-,-0.0965705274336602,-,S_fonticola1,S_fonticola1,-0.0965705274336602,single,"-,-",Negative,-0.0965705274336602
239,10404,192,0.0407876198362527,-0.2666088710260308,-0.1333044355130154,PA,y,1.9735751822517429,1.6459188922908687,0.037,0.651,0.06666666666666667,1.9735751822517429,1.6459188922908687,0.037,0.651,0.06666666666666667,,,,,,,0.0,0.0,0.0,-0.1333044355130154,-0.1333044355130154,-,-0.1333044355130154,-,S_fonticola2,S_fonticola2,-0.1333044355130154,single,"-,-",Negative,-0.1333044355130154
240,10462,87,0.0620331882062092,-0.4293541438995012,-0.2146770719497506,PA,y,,2.138394023560672,0.265,0.095,,,2.138394023560672,0.265,0.095,,,,,,,,,0.0,0.0,-0.2146770719497506,-0.2146770719497506,-,-0.2146770719497506,-,C_lathyri2,C_lathyri2,-0.2146770719497506,single,"-,-",Negative,-0.2146770719497506
241,10521,66,0.0268167944282684,-0.418098654315274,-0.209049327157637,PA,y,2.3445074109501127,2.239883702338137,0.122,1.452,0.04081632653061224,2.3445074109501127,2.239883702338137,0.122,1.452,0.04081632653061224,,,,,,,0.0,0.0,0.0,-0.209049327157637,-0.209049327157637,-,-0.209049327157637,-,P_mosselii,P_mosselii,-0.209049327157637,single,"-,-",Negative,-0.209049327157637
242,10581,91,0.0329075177918429,-0.6126150589298827,-0.3063075294649413,PA,y,2.10985639321732,1.927404472340977,0.122,1.1360000000000001,0.04,2.10985639321732,1.927404472340977,0.122,1.1360000000000001,0.04,,,,,,,0.0,0.0,0.0,-0.3063075294649413,-0.3063075294649413,-,-0.3063075294649413,-,P_koreensis3,P_koreensis3,-0.3063075294649413,single,"-,-",Negative,-0.3063075294649413
