Hash,sample1,sample2,sample3,t0,t1,t2,t0_Area,t1_Area,t2_Area,Total
-550966437,F_banpakuense2,F_ginsengiterrae,P_monteilii1,874.6777202,1062.561002,960.2379518,965,918,664,3
-534655751,C_lactis6,L_macroides,P_monteilii2,790.939577,,873.082153,993,,706,3
-536985849,Gh38,P_putida3,S_rhizophila,721.5234694,866.8244576,849.7328244,980,507,262,3
-562616927,F_banpakuense1,S_rhizophila,S_rhizophila,851.7163561,1149.964109,895.5993377,966,808,604,3
-563781976,C_lactis6,C_lactis6,P_putida3,812.1034483,1030.543353,944.9093611,986,865,673,3
-566112074,B_albus,L_macroides,P_monteilii2,839.8108108,1622,936.911958,962,651,761,3
-567277123,B_albus,F_banpakuense1,P_simiae,837.5206186,,969.4668401,970,,769,3
-568442172,Gh38,Gh38,M_kyungheense,740.2874871,832.5514593,1274.7477,967,651,761,3
-569607221,BI,Blank1,P_corrugata,735.4622357,,871.5714286,993,,763,3
-560286829,C_lactis5,E_cloacae2,E_cloacae2,803.0404564,5655.169841,1514.281056,964,630,644,3
-580092662,Gh38,P_koreensis1,P_simiae,847.5446985,,1058.869707,962,,614,3
-581257711,P_putida1,P_simiae,RP1,824.3508021,1153.435685,907.35,935,964,760,3
-582422760,C_lactis5,F_banpakuense1,S_rhizophila,807.9681093,,3014.701632,878,,858,3
-584752858,B_albus,C_lactis3,P_koreensis2,737.9313929,874.9553863,947.4136192,962,919,793,3
-575432466,EA,P_simiae,S_rhizophila,782.5393375,1275.426873,930.7507003,966,841,714,3
-598733446,B_albus,C_lactis5,C_lactis6,744.205298,1058.525926,1086.468586,906,945,764,3
-599898495,C_lactis5,P_koreensis1,S_rhizophila,714.9776876,,895.4425428,986,,818,3
-601063544,C_lactis3,EA,P_koreensis2,684.7538941,851.6538462,922.9018088,963,338,387,3
-606888789,C_lactis6,C_lactis7,F_banpakuense2,740.7794005,1063.296323,1306.37037,1301,1387,729,3
-594073250,BI,P_monteilii1,P_putida1,748.1034483,,897.0839161,725,,1144,3
-595238299,C_lactis1,EA,F_banpakuense2,701.3009259,1239.642476,925.451074,864,937,838,3
-620869377,B_albus,C_lactis3,C_lactis5,755.9088115,937.2965779,838.4760705,976,789,397,3
-624364524,E_cloacae2,P_koreensis1,P_koreensis2,786.6605617,1673.64648,928.177116,819,1321,638,3
-625529573,C_lactis1,P_koreensis1,P_putida2,788.3382199,928.4281861,831.8887451,955,1483,773,3
-609218887,C_lactis3,Gh38,P_putida3,755.3109756,,799.1203252,984,,615,3
-610383936,C_lactis7,Gh38,P_simiae,705.1607143,904.0169154,844.8142292,952,1005,759,3
-616209181,C_lactis3,P_putida1,S_rhizophila,757.674938,1216.311667,1347.009804,1209,600,102,3
-639510161,B_albus,L_macroides,P_putida1,727.2936992,900.3100687,823.3348018,984,874,681,3
-640675210,Blank1,C_lactis7,P_putida1,743.4357224,949.2246604,833.9986979,879,957,768,3
-641840259,C_lactis3,C_lactis7,P_koreensis1,746.4018692,,851.3311258,856,,755,3
-643005308,C_lactis1,C_lactis1,EColi,707.713258,881.8164557,800.0027027,973,790,740,3
-644170357,BI,C_lactis3,L_macroides,703.7040404,876.2231668,1090.873164,990,941,749,3
-626694622,C_lathyri2,F_ginsengiterrae,P_putida1,674.6439318,836.1528662,843.0884451,997,785,701,3
-627859671,EA,E_cloacae2,F_ginsengiterrae,673.8195719,772.2071429,800.9512987,981,980,308,3
-632519867,C_lactis6,EA,S_rhizophila,730.4791232,1324.163112,1450.626437,958,797,174,3
-633684916,B_albus,B_albus,C_lathyri2,748.7854123,883.1145833,6450.81746,946,864,252,3
-654655798,BI,C_lactis1,P_koreensis2,741.6475996,845.8625866,765.7982833,979,866,699,3
-655820847,Blank1,C_lactis3,F_ginsengiterrae,734.7966292,914.4413348,2576.303254,890,929,676,3
-658150945,L_macroides,P_koreensis1,P_putida1,697.2203219,903.8683351,842.8922414,994,919,464,3
-659315994,P_koreensis1,P_putida3,P_simiae,678.8382503,1141.302558,785.5280313,983,899,767,3
-660481043,BI,P_mosselii,P_mosselii,679.3658291,899.4029666,780.8475177,995,809,846,3
-646500455,E_cloacae2,F_ginsengiterrae,S_rhizophila,774.4755245,,1743.074074,858,,108,3
-648830553,Blank1,C_lactis1,S_rhizophila,728.8093256,6215.707361,3412.162963,1201,557,405,3
-651160651,BI,Gh38,RP1,714.9037871,856.7065804,997.0476821,977,927,755,3
-652325700,C_lactis1,C_lactis7,L_macroides,707.0293871,4744.086406,2625.733038,1191,868,678,3
-653490749,F_ginsengiterrae,Gh38,P_putida3,712.6779141,958.2617886,877.1346705,978,615,698,3
-673296582,EA,P_monteilii2,P_putida3,682.3221885,,841.3918054,987,,781,3
-674461631,EColi,L_macroides,M_kyungheense,697.6358149,873.4525316,1508.257937,994,948,756,3
-681451925,C_lactis1,C_lactis3,C_lactis7,765.8164948,,4012.613953,970,,430,3
-663976190,B_albus,P_monteilii2,P_monteilii2,691.6771819,6686.390278,849.9377163,951,720,578,3
-667471337,Gh38,L_macroides,RP1,675.5620361,3890.086758,1352.107914,943,876,695,3
-668636386,EColi,P_monteilii1,P_monteilii1,700.6897038,,776.8374512,709,,769,3
-672131533,Gh38,L_macroides,P_koreensis1,644.8886108,802.9688995,878.8934169,799,836,638,3
-691937366,B_albus,F_banpakuense2,RP1,652.6345886,904.5179584,1286,717,529,297,3
-697762611,C_lactis6,E_cloacae2,P_monteilii2,706.3517731,957.2613909,806.4468468,705,834,555,3
-698927660,B_albus,Gh38,P_simiae,754.1846591,981.459605,880.7218543,1056,557,604,3
-700092709,BI,P_koreensis1,P_monteilii2,711.3772819,887.8120301,810.4254317,986,931,637,3
-683782023,C_lactis6,P_corrugata,P_monteilii2,703.7439916,851.914037,816.6741573,957,919,712,3
-684947072,EColi,F_banpakuense2,P_monteilii2,676.6027837,1067.637699,761.6092385,934,817,801,3
-686112121,C_lactis5,P_corrugata,P_putida2,671.0854527,929.7679181,801.5128205,983,586,819,3
-687277170,BI,EColi,Mono1,692.2329193,965.4709518,908.8164894,966,809,752,3
-688442219,F_banpakuense1,P_monteilii1,P_putida1,664.4646098,765.3834586,727.7464789,1102,399,426,3
-710578150,E_cloacae2,P_koreensis1,RP1,744.4734357,840.6216587,1427.584615,847,1459,130,3
-712908248,P_monteilii1,P_putida1,RP1,741.5728953,870.2798111,816.980322,974,847,559,3
-715238346,F_banpakuense2,P_mosselii,RP1,719.0326493,839.1900348,1010.488114,1072,863,631,3
-716403395,F_banpakuense1,F_banpakuense2,P_putida3,686.8209817,878.7508475,785.7675378,1039,590,727,3
-717568444,BI,EA,S_rhizophila,680.5746124,881.0733104,806.8947368,1032,873,684,3
-718733493,C_lactis4,P_monteilii2,P_putida2,685.9845041,863.537961,799.0749698,968,922,827,3
-701257758,C_lactis5,F_banpakuense1,M_kyungheense,677.5938727,860.9957537,1287.785445,1273,942,797,3
-702422807,C_lactis4,EA,Mono1,656.3099851,948.7866817,1004.271499,671,886,814,3
-703587856,Blank1,C_lactis1,P_corrugata,648.9714286,1105.504155,903.7241379,875,361,377,3
-707083003,M_kyungheense,P_monteilii1,P_monteilii2,722.5121163,761.6988636,1125.733333,619,704,120,3
-709413101,BI,Gh38,P_putida1,690.9352442,798.5214368,787.4702842,942,863,387,3
-730383983,P_corrugata,P_monteilii1,P_monteilii1,663.8382805,950.0201511,828.8963317,977,794,627,3
-731549032,C_lactis4,EA,P_corrugata,3344.388132,824.7113951,873.7463672,1247,939,757,3
-732714081,B_albus,P_corrugata,P_corrugata,667.7737973,783.4121699,901.7607192,977,871,723,3
-735044179,F_ginsengiterrae,L_macroides,RP1,661.0308458,2057.061845,783.1517451,1005,954,659,3
-723393689,B_albus,EA,P_monteilii2,697.3692529,,854.8223938,696,,518,3
-724558738,Gh38,P_putida1,P_simiae,717.6057971,761.0289855,895.7656766,690,690,606,3
-725723787,EColi,EColi,P_koreensis2,668.5164586,864.3266332,841.1074499,881,597,698,3
-728053885,EColi,L_macroides,P_putida2,679.9907881,831.0417559,758.6765537,977,934,708,3
-747859718,Gh38,P_koreensis1,P_monteilii1,685.6356784,916.2850627,816.0987821,1194,877,739,3
-749024767,C_lactis3,P_koreensis2,P_putida2,696.8635458,811.9647436,734.8948787,1004,624,742,3
-750189816,C_lactis6,M_kyungheense,P_monteilii1,662.8542471,765.5738562,770.3650794,1036,765,756,3
-752519914,F_banpakuense2,P_mosselii,P_putida3,638.7470414,846.0239774,778.0911528,676,709,373,3
1067953782,C_lactis4,F_banpakuense1,P_koreensis1,715.5120968,,858.2267366,992,,763,3
1058633390,B_albus,P_corrugata,S_rhizophila,731.7229039,3575.317495,1113.307246,978,926,690,3
1060963488,B_albus,L_macroides,P_putida1,732.0876217,5470.783113,941.155914,719,604,744,3
1062128537,C_lactis5,F_banpakuense1,S_rhizophila,708.6458333,882.1318807,901.6957087,960,872,769,3
1046982900,F_banpakuense2,P_koreensis1,P_mosselii,734.3130435,1067.334395,921.8672922,690,628,746,3
1048147949,E_cloacae2,P_koreensis2,P_putida3,727.0808081,1192.527349,840.8605769,990,713,416,3
1052808145,B_albus,P_putida1,P_putida3,749.8349515,930.1469248,900.7568,927,878,625,3
1053973194,C_lactis6,P_koreensis1,P_koreensis2,740.6451613,1148.45098,877.6603774,1054,1071,583,3
1111060595,C_lactis7,F_banpakuense2,P_monteilii2,750.455102,1225.296804,912.0914454,980,876,678,3
1114555742,L_macroides,P_putida2,P_putida3,747.9876923,1079.487882,873.990566,975,949,742,3
1107565448,F_banpakuense2,P_monteilii1,P_putida3,787.0525232,1027.002176,916.5459854,971,919,685,3
1109895546,C_lactis7,C_lathyri2,E_cloacae2,750.5695431,3606.929,1063.110818,985,1000,758,3
1092419811,C_lactis5,F_banpakuense1,Mono1,752.2405858,952.2318681,3139.865212,956,910,779,3
1085429517,P_monteilii1,P_putida2,P_putida3,766.1544799,1014.035792,952.1786632,971,922,778,3
1087759615,C_lactis4,C_lactis6,P_simiae,824.39556,1108.924708,1036.894366,991,943,710,3
1088924664,C_lactis1,C_lactis4,P_putida3,780.5168539,5004.110647,995.1732484,979,958,785,3
1090089713,EA,EColi,Mono1,861.2462312,1114.525947,1087.122449,995,713,882,3
1288148043,EA,P_putida3,S_rhizophila,801.2150644,975.8504487,1048.978112,1009,1003,731,3
1289313092,Blank1,C_lactis3,P_putida1,833.6883671,1207.363234,1006.717105,937,903,760,3
1290478141,Blank1,Gh38,P_putida2,874.6777202,1090.281059,954.6901218,965,982,739,3
1291643190,Mono1,P_monteilii1,S_rhizophila,907.2353546,1087.592242,1096.251269,973,1057,788,3
1292808239,F_banpakuense1,P_koreensis1,P_koreensis2,790.939577,1187.90365,936.6630566,993,1370,831,3
1295138337,F_ginsengiterrae,Gh38,S_rhizophila,721.5234694,1026.356305,2379.198492,980,682,398,3
1281157749,C_lactis6,E_cloacae2,Gh38,725.9217119,6703.873563,1501.82029,958,870,345,3
1283487847,C_lactis7,F_banpakuense2,F_ginsengiterrae,852.5920916,2968.676404,1019.731105,961,890,688,3
1285817945,C_lactis4,F_banpakuense2,P_corrugata,805.5670103,1128.654628,1057.434371,970,886,739,3
1269507259,EColi,P_koreensis2,P_putida1,837.5206186,1285.012061,956.146871,970,912,783,3
1271837357,M_kyungheense,Mono1,P_koreensis2,735.4622357,994.3965245,1203.08371,993,633,884,3
1273002406,C_lactis4,Mono1,P_koreensis2,733.3726115,4107.549525,954.1468354,942,737,395,3
1338245150,E_cloacae2,F_banpakuense2,P_corrugata,831.2058824,1206.351351,1054.900815,952,925,736,3
1339410199,BI,C_lactis5,P_putida2,839.8108108,3361.00325,909.7103746,962,923,694,3
1340575248,C_lactis4,P_mosselii,P_putida1,807.9681093,1034.036996,982.719084,878,892,655,3
1341740297,BI,Mono1,P_mosselii,766.3997934,1467.316469,847.9107807,968,929,807,3
1325429611,C_lactis3,Mono1,P_corrugata,710.8214654,1308.210526,1127.935233,969,741,386,3
1318439317,C_lactis3,P_koreensis1,P_koreensis2,792.8191808,1043.180049,967.4130703,1001,822,811,3
1320769415,P_mosselii,P_putida3,P_putida3,714.9776876,3387.605876,840.0357968,986,987,866,3
1321934464,Blank1,C_lathyri2,Mono1,684.7538941,1234.442254,4186.066502,963,710,406,3
1306788827,C_lactis6,M_kyungheense,P_monteilii2,762.4006148,1068.464789,1355.991667,976,852,120,3
1309118925,EColi,F_ginsengiterrae,P_monteilii1,763.891863,1229.309551,1077.531847,934,869,1256,3
1311449023,B_albus,F_banpakuense2,RP1,782.5393375,1013.573021,1596.053211,966,897,545,3
1313779121,RP1,S_rhizophila,S_rhizophila,830.591954,1227.994975,1551.568032,870,796,757,3
1231060642,BI,P_monteilii1,RP1,740.7794005,1322.854967,809.2935323,1301,1379,603,3
1213584907,EA,Gh38,Gh38,752.8862213,1142.365429,971.4917293,958,862,665,3
1215915005,C_lactis7,P_corrugata,P_koreensis2,787.8730337,1715.983133,1197.824363,890,830,706,3
1217080054,C_lactis3,F_banpakuense1,M_kyungheense,763.4217617,1513.810811,2115.13109,965,925,862,3
1211254809,Blank1,F_ginsengiterrae,S_rhizophila,786.6605617,1215.089985,3277.756065,819,689,742,3
1212419858,F_banpakuense1,P_monteilii1,P_mosselii,743.4357224,1218.300341,999.7055838,879,879,394,3
1196109172,C_lactis3,C_lactis5,EA,707.713258,4602.097326,946.118705,973,935,834,3
1197274221,C_lactis5,Gh38,P_monteilii1,705.1607143,952.231681,1513.079677,952,928,866,3
1198439270,F_banpakuense1,P_putida2,S_rhizophila,688.1970859,6853.199707,2076.448956,1304,1367,862,3
1199604319,BI,C_lactis4,P_koreensis2,673.8195719,1635.536162,784.8952164,981,1037,439,3
1261351916,Gh38,M_kyungheense,P_monteilii2,748.7854123,885.9952798,911.71518,946,1483,639,3
1262516965,C_lactis7,C_lathyri2,C_lathyri2,747.5580111,1030.464806,974.5114943,905,824,696,3
1263682014,F_banpakuense1,P_koreensis1,P_koreensis2,727.2936992,6054.588299,858.042641,984,923,727,3
1267177161,Gh38,P_corrugata,P_putida2,697.2203219,971.3652445,856.4158416,994,961,808,3
1268342210,Blank1,F_banpakuense2,M_kyungheense,703.7040404,1796.359596,2342.648649,990,990,814,3
1250866475,C_lactis5,C_lathyri2,C_lathyri2,674.6439318,2067.955357,3854.989209,997,1008,834,3
1252031524,Blank1,Gh38,P_monteilii1,638.1472081,857.3468354,840.99022,985,790,409,3
1255526671,C_lactis1,C_lactis7,EColi,788.5139442,1063.156388,2481.183486,753,454,109,3
1241546083,Blank1,P_corrugata,P_monteilii2,741.6475996,1032.369164,908.0357654,979,921,699,3
1243876181,F_banpakuense1,P_corrugata,P_mosselii,702.4873096,935.8290598,1008.718912,985,936,772,3
1245041230,B_albus,C_lactis3,P_corrugata,682.3221885,953.0756579,1157.02033,987,912,787,3
1246206279,C_lactis4,C_lactis6,F_banpakuense1,697.6358149,3962.628998,2972.882353,994,938,884,3
1248536377,Blank1,C_lactis3,P_mosselii,637.637037,1043.893531,848.4754522,945,742,387,3
1233390740,BI,BI,Blank1,774.4755245,1533.382304,2512.741935,858,599,496,3
1238050936,F_banpakuense2,P_koreensis2,P_mosselii,714.9037871,992.9648526,973.7527473,977,882,546,3
1239215985,Blank1,P_mosselii,P_putida3,707.0293871,1518.199501,824.1088154,1191,1203,726,3
1240381034,P_monteilii1,P_monteilii1,P_simiae,712.6779141,1113.338428,808.0503597,978,916,417,3
851254668,C_lactis7,C_lathyri2,Mono1,710.3269231,3168.935976,3430.273342,936,984,739,3
852419717,Blank1,C_lactis5,F_ginsengiterrae,636.0559647,858.3387358,2471.916961,679,617,566,3
843099325,P_koreensis2,RP1,S_rhizophila,711.3772819,1099.409459,821.5919463,986,740,745,3
844264374,P_koreensis2,P_mosselii,P_putida3,675.5620361,870.7511312,829.6611465,943,884,785,3
845429423,C_lactis5,F_banpakuense1,P_koreensis2,703.7439916,823.8386525,1140.059259,957,564,810,3
846594472,C_lactis6,L_macroides,P_corrugata,706.5460993,917.1268041,860.5097222,987,970,720,3
848924570,C_lactis4,Mono1,P_mosselii,692.2329193,4840.020862,830.7281796,966,719,802,3
831448835,C_lactis4,F_banpakuense1,Mono1,664.4646098,903.7545126,2973.883415,1102,277,609,3
837274080,C_lactis7,F_banpakuense2,F_banpakuense2,706.3517731,922.5226415,2757.682316,705,530,639,3
839604178,C_lactis3,P_koreensis2,P_putida1,719.0326493,822.7559524,841.7384615,1072,840,845,3
822128443,C_lactis6,C_lathyri2,P_putida3,693.0421377,892.9423503,803.1119403,973,902,804,3
824458541,C_lactis7,P_monteilii1,S_rhizophila,676.6027837,972.9057971,955.5346535,934,828,808,3
827953688,C_lactis3,F_ginsengiterrae,P_mosselii,648.9714286,4567.357294,860.7473684,875,946,285,3
888536236,B_albus,EA,EA,736.6846652,929.8707572,,926,766,,3
889701285,BI,B_albus,B_albus,741.5728953,3383.747797,1082.988075,974,908,587,3
894361481,Blank1,C_lactis5,C_lactis5,680.5746124,846.1018793,4001.627475,1032,1011,808,3
895526530,C_lactis4,C_lactis4,M_kyungheense,685.9845041,1146.8125,2110.225369,968,944,812,3
878050795,C_lactis6,P_corrugata,P_koreensis2,661.0308458,908.6062862,994.0085575,1005,1209,818,3
879215844,Blank1,C_lactis5,C_lathyri2,636.8366935,4363.846816,3609.800461,992,581,867,3
868730403,E_cloacae2,P_koreensis2,S_rhizophila,688.0551509,985.1285377,873.9027027,961,848,555,3
871060501,B_albus,F_banpakuense2,P_putida3,3344.388132,4410.313131,828.084088,1247,1188,773,3
873390599,C_lactis3,F_banpakuense1,F_ginsengiterrae,696.8635458,2848.821429,1205.664018,1004,924,881,3
874555648,C_lactis5,F_banpakuense2,S_rhizophila,662.8542471,1107.592034,1951.947655,1036,929,917,3
776691532,C_lactis5,F_banpakuense1,Mono1,863.5301205,1384.041289,2911.889151,996,993,848,3
777856581,C_lactis6,Mono1,P_putida2,757.7137137,1821.933204,1601.270997,999,1033,893,3
779021630,C_lathyri2,F_banpakuense1,P_mosselii,706.7535211,932.3741307,926.3432304,994,719,842,3
780186679,Blank1,C_lathyri2,Mono1,662.2690355,1001.147887,4062.770142,985,426,422,3
-862514006,BI,C_lactis1,P_simiae,776.5363908,5164.633401,1149.662528,1003,982,886,3
-863679055,C_lactis3,C_lactis4,C_lactis5,747.4309979,1613.616803,3151.382315,942,976,769,3
-860183908,C_lactis5,C_lactis5,C_lactis7,711.6771344,1020.942044,2711.219818,1019,949,878,3
-861348957,C_lathyri2,M_kyungheense,P_putida2,668.0517241,9113.708661,846.0585366,986,762,410,3
-857853810,C_lactis5,P_putida1,P_putida2,778.3364198,4970.419895,915.1155153,972,955,883,3
-853193614,C_lactis3,E_cloacae2,P_putida1,754.7934947,1044.596208,1337.474609,1322,1424,512,3
-888145084,Blank1,M_kyungheense,P_monteilii1,711.5096447,,944.2462462,985,,666,3
-889310133,Blank1,F_ginsengiterrae,RP1,763.2371134,1012.799112,1511.522895,970,901,677,3
-885814986,P_koreensis2,P_mosselii,RP1,729.4471154,983.7188435,896.5326843,1040,1003,719,3
-883484888,C_lactis1,C_lactis5,P_simiae,758.2390397,1202.132367,938.5561224,958,1035,784,3
-881154790,BI,Blank1,M_kyungheense,685.978852,3454.146798,988.4964953,993,1015,856,3
-906785868,C_lactis1,EColi,P_koreensis2,752.588601,2888.522162,930.0291262,965,925,824,3
-907950917,C_lactis1,L_macroides,P_monteilii1,746.6432927,1139.490909,989.8412162,984,935,888,3
-905620819,BI,Blank1,F_banpakuense1,682.9355828,1048.1439,924.267148,978,959,831,3
-902125672,C_lathyri2,P_koreensis2,RP1,712.025227,1769.484564,834.1495327,991,745,321,3
-896300427,C_lactis7,M_kyungheense,P_koreensis2,744.0672269,953.6279318,980.0833333,952,938,948,3
-893970329,B_albus,Gh38,P_putida3,780.6475248,1040.01497,1115.651568,1010,1002,861,3
-890475182,C_lathyri2,C_lathyri2,Mono1,783.2877123,1204.848849,4040.705951,1001,999,857,3
-1068727679,C_lathyri2,E_cloacae2,S_rhizophila,748.5965271,5254.994698,2350.995054,979,943,1011,3
-1065232532,C_lactis5,Gh38,P_simiae,868.0421053,1205.063303,1168.607973,1045,1090,903,3
-1062902434,BI,P_putida1,P_putida3,839.3126935,1297.255929,958.2248244,969,1012,854,3
-1060572336,Blank1,EColi,F_banpakuense2,716.98583,1321.75498,1694.601423,988,1004,843,3
-1061737385,C_lactis5,EA,Mono1,726.1929308,3024.166378,1051.08642,679,577,648,3
-1058242238,C_lactis3,C_lactis4,M_kyungheense,701.5274611,952.7155298,2089.980344,965,689,407,3
-1088533512,E_cloacae2,P_koreensis2,P_putida1,804.3948887,2296.750828,914.3447783,1213,1208,699,3
-1086203414,C_lactis1,Mono1,P_koreensis2,859.3596838,1017.440629,995.4343066,1012,699,822,3
-1087368463,BI,F_banpakuense2,S_rhizophila,820.6551724,1031.419223,1207.262485,1015,978,861,3
-1081543218,C_lactis1,Mono1,Mono1,782.8717949,1062.989619,1760.230056,975,289,1078,3
-1111834492,BI,B_albus,F_banpakuense1,756.0386997,1318.473904,1024.756494,646,479,616,3
-1112999541,EA,P_koreensis1,S_rhizophila,822.364467,994.1700975,953.2758621,985,923,522,3
-1109504394,C_lactis5,M_kyungheense,P_koreensis1,810.7495637,1065.362023,1143.979008,1146,1127,524,3
-1104844198,Blank1,C_lactis6,Mono1,742.3030303,3838.056962,3137.418246,990,948,844,3
-1106009247,C_lactis5,C_lactis5,C_lathyri2,719.8118006,2948.596667,3512.486061,983,1200,825,3
-1102514100,C_lactis3,P_corrugata,P_putida1,690.0396825,1154.605505,988.8705036,1008,109,834,3
-1096688855,B_albus,P_monteilii1,P_putida1,832.4407814,1192.083218,935.4594286,819,721,875,3
-1130475276,C_lactis3,P_corrugata,P_monteilii1,820.5436793,1680.958065,988.8209135,973,620,832,3
-1125815080,Blank1,F_banpakuense2,P_monteilii2,673.9772277,5854.720759,802.712313,1010,949,869,3
-1116494688,C_lactis1,E_cloacae2,Mono1,779.2337796,1064.922625,1508.462963,971,1021,756,3
-1114164590,C_lactis6,P_monteilii2,P_putida1,829.4044944,7990.991549,882.2891859,801,710,823,3
-999989788,EColi,P_koreensis2,P_putida3,715.4587525,1017.484589,818.2654028,994,584,844,3
-997659690,F_banpakuense1,P_mosselii,RP1,694.5198807,1129.372392,1038.251366,1006,623,915,3
