Hash,sample1,sample2,sample3,t0,t1,t2,t0_Area,t1_Area,t2_Area,Total
-649995602,Gh38,Gh38,P_monteilii1,713.0888889,1017.996462,839.3425414,945,848,181,3
-651160651,B_albus,C_lactis1,F_banpakuense2,703.1120879,4273.953461,823.0131387,910,838,685,3
-652325700,C_lathyri2,P_mosselii,P_mosselii,656.2593407,1113.430905,1920.898734,910,796,711,3
-653490749,C_lactis3,Gh38,S_rhizophila,685.958042,4325.600863,904.7790698,1001,927,688,3
-673296582,B_albus,EColi,P_corrugata,690.8667401,1049.313084,2894.153499,908,856,886,3
-674461631,C_lactis5,EA,P_monteilii2,668.3562368,800.3584906,914.1881443,946,901,776,3
-675626680,EColi,EColi,P_monteilii1,672.3263816,808.6993534,792.1656663,959,928,833,3
-676791729,C_lactis3,C_lathyri2,F_banpakuense1,664.3888149,5958.530717,733.155814,751,586,860,3
-663976190,C_lactis4,F_banpakuense1,P_simiae,709.2781609,1039.546366,859.540146,870,798,137,3
-665141239,Blank1,C_lactis1,C_lactis5,674.4984127,6923.123887,783.8,1260,1235,435,3
-666306288,C_lactis4,EA,S_rhizophila,704.1401766,914.6891429,2735.454013,906,875,1196,3
-667471337,C_lactis3,EColi,F_banpakuense2,682.3635359,2441.443084,895.1218206,905,817,747,3
-668636386,BI,C_lactis6,EA,675.5437302,884.7302118,1773.413745,949,897,713,3
-669801435,C_lactis5,P_putida1,P_putida2,684.4475375,855.6007026,,934,854,,3
-670966484,BI,Gh38,P_corrugata,681.0145985,806.5302013,757.2188295,959,894,786,3
-672131533,C_lactis3,C_lactis5,S_rhizophila,677.5817805,5135.623464,747.7170264,966,895,834,3
-700092709,Blank1,C_lactis5,Mono1,704.3304442,4559.868949,869.1752381,923,847,1050,3
-682616974,F_banpakuense2,P_mosselii,P_putida1,686.2123212,1059.337678,3144.645117,909,844,727,3
-683782023,C_lactis1,P_monteilii1,S_rhizophila,669.0401235,776.6467391,888.5006766,972,920,739,3
-684947072,C_lactis3,L_macroides,P_mosselii,660.390625,867.5701459,722.3203769,960,891,849,3
-688442219,EA,P_putida2,P_putida3,645.5121107,809.6690562,1171.61136,867,837,669,3
-715238346,BI,EA,F_banpakuense2,693.5545244,800.0680693,833.9690049,862,808,613,3
-716403395,C_lactis3,P_putida1,P_putida2,667.1519397,859.5584416,818.7292899,928,847,676,3
-717568444,C_lactis1,P_koreensis2,P_putida3,681.9911504,884.7258523,759.8023873,791,704,754,3
-718733493,C_lactis1,C_lactis4,EColi,655.9504844,2569.359862,757.4608985,929,867,601,3
-702422807,C_lactis3,C_lactis4,C_lactis6,651.0245203,3684.816724,787.3005319,938,873,752,3
-703587856,C_lactis3,F_banpakuense1,P_corrugata,654.745098,1391.373938,2957.438339,816,706,819,3
-729218934,L_macroides,P_corrugata,P_mosselii,663.9882729,940.3019977,3074.402878,938,851,417,3
-730383983,C_lactis5,F_ginsengiterrae,P_corrugata,694.4141631,1159.728316,807.0085106,932,784,705,3
-731549032,EColi,M_kyungheense,RP1,665.1803109,1140.437146,1009.448276,965,883,667,3
-732714081,C_lathyri2,F_banpakuense1,P_putida1,664.9518717,856.1241299,1142.266332,935,862,796,3
-733879130,C_lactis1,C_lactis6,F_ginsengiterrae,645.5868393,1533.885071,746.1578947,927,844,779,3
-735044179,C_lactis6,F_banpakuense1,P_simiae,649.5183983,857.664422,1182.148005,924,891,777,3
-736209228,C_lactis5,EColi,P_mosselii,638.2217617,810.4228635,751.8649635,965,901,822,3
-737374277,EColi,EColi,P_simiae,692.3266078,2688.705357,740.6303828,793,896,836,3
-725723787,P_koreensis2,P_mosselii,P_mosselii,678.7946524,1052.991974,771.3309091,935,623,275,3
-728053885,EA,E_cloacae2,P_putida1,728.786295,820.4206081,1193.313492,861,592,252,3
-750189816,BI,Blank1,P_putida2,653.8946565,743.9260274,2406.07416,655,365,863,3
1078439223,C_lactis4,F_banpakuense2,F_ginsengiterrae,799.0569196,,,896,,,3
1056303292,C_lactis1,E_cloacae2,Mono1,1061.496,1587.865607,1975.111507,625,692,843,3
1057468341,EA,F_ginsengiterrae,P_putida3,752.2287656,909.9543147,798.4285714,883,788,931,3
1058633390,B_albus,P_putida2,RP1,759.9142512,803.7511312,848.3321637,828,663,855,3
1059798439,C_lactis1,Mono1,RP1,785.5698925,1413.742243,3156.78799,930,838,816,3
1060963488,C_lactis1,C_lactis3,Gh38,732.7340426,1192.223368,799.8816425,940,873,828,3
1062128537,C_lactis3,E_cloacae2,Gh38,735.0319489,1306.702422,1200.498278,939,867,871,3
1063293586,M_kyungheense,P_koreensis1,P_putida1,711.599022,864.3846809,786.8076923,1227,1175,832,3
1045817851,C_lactis6,E_cloacae2,P_putida1,701.4910314,839.4915254,923.4647137,892,826,751,3
1046982900,B_albus,M_kyungheense,P_simiae,717.1569827,1493.422127,800.105644,981,931,691,3
1048147949,C_lactis4,P_corrugata,P_simiae,724.3590062,1290.766979,727.4752358,805,854,848,3
1112225644,C_lactis6,F_ginsengiterrae,P_koreensis1,764.7065557,1341.263466,914.2418079,961,854,885,3
1114555742,EA,EColi,P_mosselii,720.3038793,895.6024363,3861.68595,928,903,484,3
1115720791,C_lactis3,C_lactis5,P_koreensis2,723.3494845,1055.105202,3204.660671,970,865,834,3
1116885840,C_lactis1,P_corrugata,P_monteilii2,718.7575419,869.9703088,794.6056671,895,842,847,3
1119215938,C_lathyri2,P_putida3,RP1,693.7427123,789.056338,1055.408779,789,426,729,3
1106400399,F_banpakuense2,Gh38,RP1,790.9731844,1478.456996,1012.483942,895,779,903,3
1092419811,F_banpakuense1,P_monteilii2,S_rhizophila,731.4142157,911.6495957,,816,742,,3
1093584860,B_albus,M_kyungheense,P_simiae,742.9357513,1006.043478,,965,920,,3
1094749909,BI,P_monteilii1,P_putida3,768.0602151,858.5354523,,930,818,,3
1095914958,C_lactis5,P_monteilii1,P_simiae,749.107628,913.6970362,,957,911,,3
1085429517,BI,C_lactis5,EColi,874.2987872,1221.181931,862.4427966,907,808,472,3
1086594566,C_lactis6,F_banpakuense2,L_macroides,836.705228,4144.892944,,899,822,,3
1087759615,C_lactis3,P_koreensis2,P_mosselii,819.9120763,1244.452288,3524.434783,944,765,828,3
1088924664,EColi,P_corrugata,P_putida2,818.7560175,1019.799528,2167.723042,914,848,881,3
1297468435,C_lactis1,L_macroides,M_kyungheense,732.2213656,3661.965842,910.8952381,908,849,945,3
1298633484,EA,L_macroides,P_monteilii1,834.0464824,998.5282805,910.5754824,796,884,881,3
1304458729,EColi,E_cloacae2,L_macroides,822.1513812,1384.043424,,905,806,,3
1305623778,E_cloacae2,E_cloacae2,Mono1,890.969129,1433.004884,857.1839864,907,819,587,3
1289313092,C_lactis1,C_lactis4,M_kyungheense,818.3340206,4414.155458,1185.728516,970,907,512,3
1290478141,C_lactis5,EA,L_macroides,801.911983,1013.142082,,943,922,,3
1291643190,BI,EColi,RP1,803.1065831,1259.802442,1498.274895,957,901,713,3
1292808239,P_koreensis2,P_putida1,RP1,764.1961824,796.1409478,907.1387665,943,823,454,3
1293973288,EA,L_macroides,RP1,730.8160677,1079.904046,2334.317676,946,865,809,3
1295138337,Blank1,E_cloacae2,F_ginsengiterrae,690.7556143,1234.341818,864.5500821,757,825,609,3
1281157749,EA,E_cloacae2,F_ginsengiterrae,770.4651416,1140.903893,3234.226368,918,822,1206,3
1283487847,F_banpakuense1,L_macroides,M_kyungheense,852.4433443,3771.774939,,909,822,,3
1284652896,C_lactis5,P_koreensis1,P_koreensis2,825.4296142,1023.052692,1427.076923,959,873,806,3
1285817945,B_albus,C_lactis1,Gh38,803.6499596,4400.905032,2172.523297,1237,1232,837,3
1286982994,P_monteilii1,P_putida1,S_rhizophila,834.0227948,979.0839532,2441.933174,1009,941,838,3
1269507259,EColi,Gh38,L_macroides,769.9928205,4093.401093,1458.25082,975,915,1220,3
1270672308,EA,EColi,P_mosselii,734.9450898,899.8034557,927.0136816,947,926,804,3
1271837357,P_corrugata,P_corrugata,P_koreensis2,723.9962733,1167.989011,,805,728,,3
1273002406,C_lactis5,P_koreensis2,S_rhizophila,707.3378197,,1044.024055,743,,873,3
1277662602,EColi,F_banpakuense1,P_corrugata,747.7342193,3023.662651,840.2350993,1204,1162,604,3
1335915052,EColi,L_macroides,RP1,931.0695581,1558.29331,856.5247148,1222,1166,789,3
1337080101,C_lactis3,P_koreensis1,P_monteilii2,830.6252588,1051.431172,842.8968553,966,879,795,3
1338245150,Blank1,C_lactis6,EColi,799.0944386,3760.878754,1479.937143,953,899,525,3
1339410199,C_lactis1,C_lactis4,E_cloacae2,863.0118026,1520.374858,3468.480989,932,883,526,3
1340575248,C_lathyri2,EColi,Gh38,750.2559585,3896.56612,898.7482436,965,915,854,3
1341740297,C_lactis3,C_lactis3,P_koreensis2,737.002064,1217.684556,1062.675882,969,913,1049,3
1342905346,C_lactis4,C_lactis5,F_ginsengiterrae,709.4008715,4244.623962,797.0219907,918,843,864,3
1325429611,C_lactis5,C_lactis6,P_putida2,720.7972973,888.9586028,745.3630137,740,773,876,3
1328924758,C_lactis4,P_putida3,P_putida3,767.4860789,1234.751926,1021.678867,862,649,847,3
1331254856,BI,F_ginsengiterrae,M_kyungheense,739.3173184,886.1958637,,895,822,,3
1333584954,C_lactis5,P_koreensis2,P_monteilii1,821.8305322,957.5822485,1323.505985,714,845,919,3
1317274268,F_banpakuense2,P_koreensis1,P_monteilii2,770.7494715,1101.59933,967.3771626,946,896,867,3
1318439317,C_lactis1,L_macroides,P_monteilii1,755.3972498,3465.061681,1451.143984,1309,1297,507,3
1319604366,F_ginsengiterrae,Mono1,P_corrugata,818.6388889,1224.183922,907.9361702,936,821,799,3
1320769415,Blank1,E_cloacae2,F_ginsengiterrae,675.8964059,1184.522803,760.8741176,946,899,850,3
1321934464,F_banpakuense2,P_koreensis2,P_putida1,677.5240793,923.2898904,849.5511222,706,821,802,3
1307953876,BI,B_albus,E_cloacae2,757.2159624,1079.29235,835.2586002,852,732,843,3
1312614072,C_lactis1,C_lactis4,S_rhizophila,778.7164179,6220.223729,3206.963986,938,885,833,3
1313779121,B_albus,C_lactis1,S_rhizophila,770.20625,7702.439779,874.9085631,960,905,689,3
1314944170,BI,E_cloacae2,RP1,720.3096234,1187.76009,3298.47601,956,892,792,3
1222905299,BI,P_corrugata,P_koreensis1,724.2880391,1019.365831,2541.739806,1229,1077,515,3
1229895593,BI,Mono1,P_monteilii1,777.1552863,953.0168472,930.5476744,908,831,860,3
1231060642,BI,B_albus,P_putida3,775.3022269,927.9571429,1002.228188,943,840,745,3
1213584907,E_cloacae2,F_ginsengiterrae,Gh38,1291.661241,1540.103865,,983,828,,3
1214749956,C_lactis1,EColi,S_rhizophila,717.3132911,3667.710046,,948,876,,3
1215915005,E_cloacae2,F_banpakuense2,P_putida3,786.5739645,1025.328907,789.2409012,1014,979,577,3
1217080054,Gh38,P_monteilii2,RP1,731.9297125,830.5146341,799.2235434,939,820,841,3
1218245103,F_banpakuense2,P_putida2,S_rhizophila,720.0395299,870.4112994,900.0991285,936,885,918,3
1219410152,Blank1,F_banpakuense2,P_corrugata,685.4220573,1303.16048,790.666287,943,916,878,3
1220575201,C_lathyri2,E_cloacae2,P_putida2,713.6602564,757.9695946,1124.822506,936,888,862,3
1221740250,Blank1,P_koreensis2,S_rhizophila,652.1863442,930.9943375,820.0761015,703,883,749,3
1206594613,B_albus,P_putida3,S_rhizophila,729.1776103,2729.145018,983.6387868,929,1124,1088,3
1207759662,F_banpakuense2,P_corrugata,P_simiae,715.938691,1241.248322,768.8327091,1207,1192,801,3
1210089760,E_cloacae2,Gh38,M_kyungheense,706.9559956,1337.849817,868.0614973,909,819,748,3
1211254809,P_corrugata,P_koreensis1,RP1,736.2189474,809.00489,754.3641425,950,818,898,3
1194944123,Blank1,P_monteilii2,P_mosselii,689.4134615,916.3465459,,936,883,,3
1196109172,Blank1,F_banpakuense2,Gh38,684.0579557,3110.914254,854.6364883,949,898,729,3
1197274221,C_lactis6,C_lathyri2,EColi,712.519833,3575.412664,767.7581776,958,916,856,3
1198439270,C_lactis3,E_cloacae2,P_koreensis1,685.7018256,963.8583878,3105.848692,986,918,879,3
1199604319,E_cloacae2,F_banpakuense1,P_corrugata,684.9411765,798.5668016,1742.147191,629,741,890,3
1260186867,C_lactis3,C_lactis4,F_ginsengiterrae,726.43309,3916.657143,779.1134663,822,700,802,3
1261351916,C_lactis1,L_macroides,Mono1,846.7470085,5589.702457,1382.692402,1170,1099,816,3
1263682014,E_cloacae2,P_koreensis2,RP1,709.1371308,1209.714602,2072.715457,948,904,854,3
1264847063,L_macroides,P_monteilii1,P_monteilii1,713.8097208,890.9430804,781.9581281,967,896,812,3
1266012112,F_ginsengiterrae,P_putida3,RP1,705.7723493,971.8010929,3025.677175,962,915,793,3
1267177161,C_lactis6,EColi,F_banpakuense2,698.6104712,2757.267916,2375.491741,955,907,787,3
1268342210,EA,F_ginsengiterrae,P_monteilii1,893.3818182,2433.40678,1530.982227,990,177,844,3
1250866475,Blank1,C_lactis3,C_lactis6,657.0959916,1558.333705,1204.252071,948,896,845,3
1252031524,C_lactis1,C_lactis5,F_banpakuense2,682.9819277,4539.057901,934.6425178,664,829,842,3
1256691720,C_lactis1,P_monteilii2,P_putida3,720.4128035,880.1939925,1737.692395,906,799,881,3
1257856769,EA,EColi,P_koreensis1,786.0873269,918.8556582,2070.388249,939,866,868,3
1259021818,E_cloacae2,P_corrugata,P_monteilii2,720.6213592,894.6945755,868.9394977,927,848,876,3
1241546083,C_lathyri2,C_lathyri2,F_banpakuense2,690.9181223,9406.371528,1058.091638,916,864,873,3
1242711132,B_albus,Gh38,S_rhizophila,718.4232365,6859.066225,819.6483254,964,906,836,3
1243876181,C_lathyri2,RP1,RP1,683.0352941,1366.213793,835.6241611,935,870,745,3
1245041230,M_kyungheense,P_koreensis2,P_putida2,673.5087209,1150.103049,838.6269727,1032,951,697,3
1246206279,BI,BI,RP1,683.4414141,1171.877083,3161.875831,990,960,902,3
1247371328,C_lactis1,F_ginsengiterrae,S_rhizophila,667.950544,5382.670135,882.0171359,1011,961,817,3
1248536377,C_lactis3,P_simiae,RP1,673.490566,944.0795724,745.7264472,901,842,881,3
1234555789,EA,L_macroides,M_kyungheense,694.7511062,903.6357057,785.9368165,904,829,823,3
1236885887,B_albus,Blank1,P_putida1,662.2900107,879.090389,1037.414663,931,874,832,3
1238050936,M_kyungheense,P_corrugata,P_putida2,678.6391913,1703.785829,2332.115202,1286,1242,842,3
1239215985,C_lactis5,EColi,P_corrugata,678.2765122,1422.697546,784.1760155,1273,1263,517,3
1240381034,Blank1,E_cloacae2,M_kyungheense,649.8931937,1241.963387,2858.077556,955,874,851,3
851254668,C_lactis4,F_banpakuense1,P_putida3,669.7116228,1051.654308,,912,917,,3
852419717,Blank1,F_ginsengiterrae,S_rhizophila,645.8020101,5621.2,775.7623188,995,940,690,3
853584766,Blank1,C_lathyri2,S_rhizophila,652.2132435,9994.021004,,891,857,,3
857079913,EA,F_banpakuense2,L_macroides,714.1258065,1196.543478,802.5890909,930,690,825,3
858244962,C_lactis3,C_lathyri2,P_putida1,686.7412823,932.1403509,1094.606684,889,741,778,3
843099325,P_corrugata,P_putida2,S_rhizophila,749.649085,1012.39331,,929,867,,3
844264374,EColi,F_banpakuense2,RP1,687.3392405,1242.295474,913.5344262,1185,1171,915,3
845429423,M_kyungheense,P_corrugata,P_putida2,681.573822,940.5354331,2798.153846,955,889,780,3
846594472,C_lactis3,C_lactis5,C_lactis6,659.0839532,3419.847851,1061.095364,941,861,755,3
847759521,C_lactis1,EColi,Gh38,670.8018018,2374.26183,1159.944602,999,951,704,3
848924570,F_ginsengiterrae,P_putida1,P_putida3,660.7780083,845.5606229,2525.852518,964,899,834,3
831448835,C_lactis5,C_lactis6,Mono1,677.0465909,4426.340882,730.4321192,880,839,604,3
836109031,F_banpakuense2,P_putida3,RP1,704.7015276,758.4486252,,851,691,,3
837274080,Gh38,P_putida1,P_putida1,710.3108253,890.912744,1626.093674,933,871,822,3
838439129,BI,BI,Mono1,730.7443299,886.6056034,2983.929304,970,928,877,3
822128443,BI,E_cloacae2,RP1,680.5642702,1111.520612,905.08,918,849,1300,3
823293492,C_lactis3,F_ginsengiterrae,M_kyungheense,665.0608604,3281.745098,,953,867,,3
824458541,C_lactis3,Mono1,Mono1,731.7474438,3900.566702,721.302356,978,937,764,3
825623590,BI,C_lactis3,EColi,661.4736287,925.5747768,705.9934354,948,896,914,3
826788639,BI,P_koreensis2,P_mosselii,650.5231092,736.5884908,1028.092079,952,921,1010,3
827953688,BI,F_banpakuense2,P_putida2,661.5249695,855.6777778,710.6542811,821,810,619,3
887371187,B_albus,C_lactis1,EColi,719.7319244,3573.392216,3278.634804,899,668,816,3
889701285,BI,P_simiae,P_simiae,702.1229823,925.5136187,,1301,1285,,3
890866334,E_cloacae2,P_koreensis2,P_putida3,671.5564127,808.3353474,,1037,993,,3
892031383,EColi,F_banpakuense2,P_putida2,672.4048096,2962.100881,773.2187959,998,1249,681,3
894361481,B_albus,E_cloacae2,M_kyungheense,663.7711324,1218.926435,827.7205674,1254,1237,705,3
878050795,P_corrugata,P_putida3,S_rhizophila,667.0170394,862.261661,713.8238771,939,879,846,3
879215844,Blank1,F_banpakuense2,F_ginsengiterrae,620.8648649,3931.720588,1649.345143,925,884,875,3
883876040,P_koreensis1,P_putida3,RP1,700.9930475,730.6141304,709.4466825,863,552,844,3
885041089,EColi,P_monteilii1,P_monteilii1,653.0442842,767.9678492,3961.245025,971,902,804,3
886206138,F_banpakuense2,L_macroides,P_monteilii2,673.4154176,2100.435807,1048.348941,934,849,897,3
868730403,F_banpakuense2,P_koreensis2,P_monteilii1,672.0258398,834.3870482,798.5744125,774,664,766,3
872225550,Mono1,P_corrugata,S_rhizophila,691.9936842,1286.537585,784.1085366,950,878,820,3
873390599,Gh38,Gh38,P_putida1,728.0613772,769.2822757,698.2211796,668,914,746,3
874555648,EA,Mono1,P_simiae,662.0939441,815.8735806,779.9930233,1288,1321,430,3
875720697,C_lactis5,L_macroides,P_corrugata,642.5210526,1346.357883,,950,869,,3
861740109,E_cloacae2,F_banpakuense2,P_monteilii2,663.3414905,1081.76783,747.4708995,899,659,189,3
862905158,BI,P_corrugata,P_mosselii,638.5387931,771.3953216,,928,855,,3
864070207,Gh38,P_koreensis2,RP1,655.8604651,1318.704751,906.0855615,946,884,374,3
865235256,BI,P_corrugata,P_monteilii1,671.2883625,766.4090408,,971,907,,3
866400305,C_lathyri2,F_banpakuense2,P_putida3,660.0200846,1301.213808,863.3319756,946,898,491,3
780186679,C_lactis3,F_banpakuense2,P_putida3,621.5226994,1164.932361,824.027027,815,754,925,3
-954552877,E_cloacae2,F_banpakuense2,P_monteilii2,743.1651885,1196.585843,,902,664,,3
-951057730,BI,P_corrugata,P_mosselii,714.9405405,855.7899761,2320.052174,925,838,115,3
-948727632,BI,P_corrugata,P_monteilii1,741.5664622,854.1231964,831.2645914,978,901,257,3
-974358710,Gh38,Gh38,P_corrugata,767.3456221,1537.995114,,868,614,,3
-975523759,B_albus,E_cloacae2,L_macroides,757.6942949,1336.485535,1110.651429,929,795,175,3
-973193661,B_albus,C_lactis5,P_putida3,727.3515464,1133.552863,924.0450928,970,908,754,3
-969698514,C_lactis3,C_lathyri2,L_macroides,718.8631791,10334.29207,1012.60641,994,921,780,3
-846203320,P_koreensis1,P_koreensis1,P_koreensis2,774.1665005,1060.898795,1206.934911,1003,830,169,3
-847368369,EColi,F_banpakuense2,P_koreensis2,746.3065539,1117.026966,859.7587302,946,890,630,3
-843873222,EColi,P_monteilii2,P_monteilii2,754.6590414,930.9043684,885.1506106,918,847,737,3
-845038271,P_monteilii2,P_putida1,P_putida3,736.3761562,929.66191,851.6267606,973,911,710,3
