Hash,sample1,sample2,sample3,t0,t1,t2,t0_Area,t1_Area,t2_Area,Total
-1857653524,C_lactis4,P_corrugata,S_rhizophila,813.7776484,1778.496075,994.2166667,859,637,360,3
-1873964210,BI,C_lactis6,F_ginsengiterrae,717.1634349,1083.086207,,722,522,,3
-1816876809,C_lathyri2,Gh38,P_monteilii2,706.6877828,2723.047809,838.3052632,663,502,285,3
-1815711760,C_lactis5,Mono1,P_monteilii1,709.4829684,911.5338583,835.2724796,822,635,367,3
-1848333132,EColi,Gh38,M_kyungheense,707.2791563,838.3492586,3383.761261,806,607,222,3
-1833187495,C_lactis4,C_lactis5,P_putida2,704.684058,983.1712575,797.6054795,1035,835,365,3
-1832022446,C_lactis4,P_corrugata,P_putida2,695.3545198,,849.3831776,708,,535,3
-1835517593,Blank1,F_banpakuense1,P_monteilii2,682.1442987,753.8138101,775.4144981,991,811,538,3
-1790080682,C_lactis5,Gh38,P_koreensis2,711.4713314,3210.941566,818.967632,1029,907,587,3
-1792410780,P_monteilii2,P_simiae,RP1,685.06204,759.7131367,753.5443886,951,746,597,3
-1783090388,C_lactis1,C_lactis1,E_cloacae2,698.6418919,,,888,,,3
-1807556417,B_albus,C_lactis5,F_banpakuense1,718.6240964,4327.748115,2240.104022,830,663,721,3
-1809886515,Gh38,P_putida1,RP1,648.0493454,808.0418605,766.2958802,993,860,534,3
-1800566123,C_lactis3,C_lactis5,S_rhizophila,664.1866792,,1155.830986,1066,,142,3
-1801731172,C_lactis4,C_lactis5,Mono1,775.9793341,824.4685864,3675.082262,871,764,389,3
-2045226413,F_ginsengiterrae,P_corrugata,P_mosselii,794.580292,1167.392102,,822,709,,3
-442616880,C_lactis3,E_cloacae2,Gh38,751.8748652,,1128.759676,927,,1731,3
-443781929,EA,EColi,Mono1,762.69,902.6592357,,800,628,,3
-444946978,C_lactis3,P_putida1,P_putida2,754.9529703,821.0824891,,808,691,,3
-476403301,C_lactis4,P_monteilii1,P_mosselii,772.0742734,,,929,,,3
-458927566,E_cloacae2,P_corrugata,RP1,766.3651498,863.7092288,1184.411765,901,791,136,3
-460092615,C_lactis6,E_cloacae2,P_putida2,772.3844492,1065.574219,842.2186788,926,768,439,3
-461257664,F_banpakuense2,P_koreensis1,P_simiae,772.1413911,1432.624661,922.8924303,877,738,502,3
-493879036,Gh38,P_koreensis1,P_mosselii,791.5396825,3081.660232,906.9730849,945,777,483,3
-506694575,P_mosselii,P_putida2,P_putida2,866.1575492,,1188.376147,914,,109,3
-509024673,C_lactis7,C_lactis7,M_kyungheense,774.6702899,5881.348733,4231.641566,828,671,332,3
-499704281,C_lactis6,P_mosselii,P_putida2,889.2797927,851.1875,1215.967836,772,112,342,3
-502034379,C_lactis5,Gh38,Gh38,783.4922737,4320.433198,2346.251613,906,741,155,3
-503199428,L_macroides,Mono1,Mono1,768.4961326,1019.139098,2422.404887,905,798,573,3
-562616927,P_mosselii,P_putida2,P_putida3,729.990566,,998.2010309,742,,194,3
-556791682,M_kyungheense,P_koreensis2,P_putida3,733.1450079,1003.312977,763.0576923,1262,131,208,3
-585917907,C_lactis6,EA,P_simiae,762.4287234,967.9392813,1046.186147,940,807,231,3
-601063544,C_lathyri2,P_koreensis2,P_putida2,721.7232038,1096.027536,832.4172185,849,690,604,3
-597568397,F_banpakuense1,P_koreensis1,P_koreensis2,717.2716823,897.8652913,852.0544355,957,824,496,3
-622034426,F_ginsengiterrae,P_koreensis2,P_putida3,693.5425449,961.0086705,785.4963504,1281,346,274,3
-612714034,C_lactis6,P_putida2,P_putida3,733.7010429,941.8467742,804.1633282,863,744,649,3
-636015014,Blank1,Mono1,P_putida2,707.5045662,,1101.171171,1314,,111,3
-627859671,C_lactis1,P_monteilii1,P_mosselii,725.9055441,4433.373239,821.540107,974,852,561,3
-656985896,P_monteilii2,P_putida1,RP1,728.8349206,2780.389498,,945,1733,,3
-660481043,P_monteilii1,P_putida1,P_simiae,741.5228916,1006.75,832.0757363,830,680,713,3
-661646092,C_lactis1,C_lactis3,F_banpakuense2,718.3407173,983.5176056,2793.519766,948,852,683,3
-653490749,B_albus,C_lactis3,C_lactis5,697.3701493,988.3425743,,670,505,,3
-674461631,C_lactis3,F_banpakuense1,F_ginsengiterrae,687.4557596,938.7230143,1291.649289,599,491,422,3
-675626680,C_lactis7,M_kyungheense,P_monteilii1,712.4517134,1185.17696,865.3700624,963,842,481,3
-676791729,M_kyungheense,P_putida3,P_simiae,694.7722567,3266.00339,836.0485021,966,885,701,3
-665141239,E_cloacae2,F_banpakuense2,F_ginsengiterrae,749.9953917,751.6159696,730.5165563,868,263,151,3
-667471337,C_lactis6,P_mosselii,P_putida2,748.2027972,1086.777123,1342.620438,1001,848,274,3
-672131533,C_lactis1,EA,RP1,688.186802,,1280.085236,985,,657,3
-691937366,C_lactis3,F_banpakuense1,M_kyungheense,688.2106361,991.5602755,1924.295615,959,871,707,3
-700092709,M_kyungheense,P_putida1,RP1,713.2133538,2232.429072,1070.595181,1303,1142,1245,3
-683782023,C_lactis3,C_lactis7,P_koreensis2,712.8008342,946.5986079,1170.819835,959,862,605,3
-686112121,C_lactis4,M_kyungheense,P_koreensis1,707.8121827,987.4832962,768.9394904,985,898,628,3
-687277170,EA,EColi,RP1,704.9386423,1456.013636,1722.364331,766,880,785,3
-688442219,P_corrugata,P_corrugata,P_putida1,675.7969121,892.9639037,919.3447332,842,748,731,3
-711743199,E_cloacae2,M_kyungheense,RP1,761.2205726,1240.458728,,943,739,,3
-717568444,C_lathyri2,P_corrugata,P_koreensis1,759.3031609,881.6470588,931.7768817,696,408,372,3
-701257758,C_lactis4,F_banpakuense1,P_koreensis1,708.8759124,827.468661,818.1121884,822,702,722,3
-703587856,B_albus,C_lactis4,F_ginsengiterrae,659.5692308,,834.7922948,845,,597,3
-730383983,P_monteilii1,P_putida2,P_simiae,723.0319043,2485.337054,849.4454343,1003,896,449,3
-731549032,C_lactis5,Gh38,P_monteilii2,702.1191199,1267.964314,833.5046512,1318,1261,430,3
-733879130,C_lactis4,C_lactis6,M_kyungheense,720.478595,2441.506571,1287.588737,911,837,586,3
-736209228,F_banpakuense2,Gh38,P_koreensis2,657.7398477,851.805949,809.0622222,788,706,675,3
-737374277,F_banpakuense1,Gh38,Gh38,658.5568182,3612.151515,1746.828859,968,891,596,3
1079604272,E_cloacae2,F_ginsengiterrae,Mono1,773.1751208,1016.202643,,828,681,,3
1080769321,E_cloacae2,P_mosselii,P_simiae,781.492629,874.9606918,,814,636,,3
1065623684,Blank1,F_banpakuense1,P_simiae,755.5409836,,,793,,,3
1066788733,F_banpakuense1,F_banpakuense2,L_macroides,766.5810235,924.6623529,,938,850,,3
1067953782,C_lactis4,C_lactis5,E_cloacae2,759.2172088,983.3847045,,953,863,,3
1069118831,F_banpakuense2,P_putida2,S_rhizophila,732.1179487,1378.565367,,975,872,,3
1055138243,C_lactis5,Mono1,P_putida3,824.225422,1649.783439,1175.946108,1007,628,167,3
1056303292,C_lactis7,F_ginsengiterrae,P_corrugata,765.8486172,884.9777283,1214.841629,687,449,884,3
1058633390,C_lactis3,P_monteilii2,RP1,761.9505766,915.569869,897.9168539,607,458,445,3
1045817851,B_albus,C_lactis6,C_lathyri2,795.3496241,1005.172166,970.5846154,798,697,715,3
1046982900,C_lactis1,C_lactis6,C_lactis7,719.0963719,,1240.563014,882,,730,3
1053973194,Blank1,Mono1,S_rhizophila,760.8363402,2078.231434,6029.401993,776,579,301,3
1114555742,C_lactis1,P_putida1,RP1,808.0271226,923.5720165,1355.072802,848,729,728,3
1115720791,L_macroides,M_kyungheense,RP1,774.632716,1493.150685,2190.97939,972,876,1213,3
1116885840,EA,Mono1,P_monteilii2,758.109447,962.8754967,936.324263,868,755,441,3
1119215938,F_banpakuense1,P_koreensis1,P_putida3,708.2529475,,812.6285714,933,,945,3
1107565448,Blank1,C_lactis4,C_lathyri2,776.8922853,1256.170825,933.7782341,687,521,487,3
1108730497,C_lactis3,EA,S_rhizophila,854.0706806,4528.247976,1706.137597,1146,988,516,3
1109895546,L_macroides,L_macroides,RP1,868.6483051,1296.814268,1613.48628,944,813,656,3
1093584860,EA,P_corrugata,RP1,852.5244055,952.7757475,1361.165545,799,602,743,3
1094749909,EA,P_mosselii,P_simiae,841.0840336,1317.895282,983.9093904,952,869,607,3
1095914958,C_lactis6,C_lactis7,F_banpakuense1,763.1325679,3375.697624,2209.14937,958,926,1031,3
1097080007,Gh38,M_kyungheense,P_monteilii1,767.4866864,955.2523098,1049.717009,676,5953,7555,3
1083099419,C_lactis3,EA,S_rhizophila,789.1864952,1678.215894,1227.481848,933,755,303,3
1087759615,BI,C_lactis3,C_lathyri2,870.154321,1281.788347,1223.109907,972,841,646,3
1090089713,P_corrugata,P_putida3,RP1,850.0367089,1057.735759,948.4529915,790,632,468,3
1091254762,F_banpakuense2,Mono1,Mono1,958.6701389,1775.119015,919.3017128,864,731,759,3
1297468435,C_lactis3,E_cloacae2,Mono1,743.6920415,1062.816576,,867,736,,3
1302128631,C_lactis6,EColi,P_putida2,764.8962387,855.2738386,1275.952703,771,409,148,3
1303293680,F_banpakuense1,F_ginsengiterrae,RP1,784.9114194,1046.344353,2580.076923,937,726,429,3
1288148043,C_lactis3,F_banpakuense2,P_monteilii2,904.2480818,1358.875606,1121.363086,782,619,661,3
1289313092,B_albus,C_lactis6,P_koreensis2,844.7730139,1072.5919,1133.812874,793,642,668,3
1291643190,B_albus,C_lactis3,C_lactis6,854.5731573,1139.493506,971.1917526,909,770,485,3
1292808239,C_lactis4,Gh38,P_putida3,788.8846626,1164.022693,1384.759615,815,661,624,3
1293973288,C_lactis1,F_banpakuense2,P_simiae,740.2251868,5999.147059,922.1081081,937,816,592,3
1281157749,C_lactis5,F_ginsengiterrae,P_monteilii2,765.9886731,924.6067416,914.8413098,618,445,397,3
1286982994,Blank1,M_kyungheense,RP1,851.0895349,1037.071839,933.1198569,860,696,559,3
1337080101,F_banpakuense1,P_koreensis2,P_putida1,790.1342812,1567.874743,1150.891892,633,487,592,3
1338245150,M_kyungheense,P_monteilii2,P_putida3,809.3728423,881.5477178,1045.560863,869,723,649,3
1340575248,BI,P_putida3,RP1,761.7530364,1100.142523,930.8506711,988,856,596,3
1325429611,F_ginsengiterrae,Gh38,S_rhizophila,739.0019512,1896.845714,1473.712121,1025,875,396,3
1332419905,P_monteilii2,P_mosselii,RP1,744.7578829,1322.414773,881.6600719,888,704,556,3
1318439317,M_kyungheense,P_corrugata,P_putida2,750.2091371,2653.456747,1059.935013,985,867,754,3
1320769415,Gh38,Mono1,P_putida1,737.0745614,1465.041026,904.3801296,912,780,463,3
1321934464,F_ginsengiterrae,M_kyungheense,P_koreensis1,719.2792141,,1230.741176,967,,340,3
1313779121,C_lactis3,P_corrugata,RP1,740.1994421,1132.341113,1655.791553,717,557,734,3
1314944170,B_albus,C_lactis1,C_lactis5,724.6652835,4234.199301,2653.234994,723,572,783,3
1222905299,C_lactis4,C_lactis6,C_lathyri2,737.1617796,,1690.08209,989,,670,3
1224070348,B_albus,C_lathyri2,P_corrugata,1195.056818,2714.010582,1321.969278,880,189,651,3
1225235397,BI,Blank1,Mono1,718.522283,1073.447953,1022.226207,1279,855,725,3
1229895593,C_lactis3,P_monteilii2,P_putida1,754.4500792,1315.941871,887.3492063,1262,1101,441,3
1231060642,C_lathyri2,EColi,Mono1,769.7527309,1035.480048,3941.733906,1007,827,466,3
1215915005,C_lactis5,Mono1,P_putida2,740.0153218,1130.809735,847.6055777,979,904,502,3
1219410152,EA,P_putida1,P_putida3,718.0944559,896.2136259,829.1172962,974,866,503,3
1220575201,C_lactis3,P_monteilii1,P_putida3,694.1142568,1583.109813,1754.951724,989,856,435,3
1212419858,F_banpakuense1,P_putida1,S_rhizophila,705.8462389,825.5605634,950.4921541,904,710,701,3
1197274221,C_lactis5,C_lathyri2,P_koreensis2,694.6934307,1185.446154,987.779473,1096,845,721,3
1199604319,M_kyungheense,P_putida1,P_putida3,693.8255699,7054.52954,888.4873035,1009,914,827,3
1261351916,C_lactis4,F_banpakuense1,RP1,740.3019355,2573.339775,1636.708333,775,621,528,3
1263682014,Blank1,C_lactis6,P_monteilii1,708.1991658,1092.87985,843.5814307,959,799,657,3
1264847063,F_banpakuense2,P_simiae,RP1,682.3095238,7336.156727,822.2685512,882,721,566,3
1268342210,BI,C_lactis4,E_cloacae2,697.7451923,,1644.036717,832,,926,3
1250866475,E_cloacae2,P_mosselii,P_putida3,684.8959366,1126.395973,1026.08798,1009,894,807,3
1252031524,C_lactis1,C_lactis5,C_lathyri2,696.9478624,888.6338535,4572.996324,959,833,816,3
1256691720,C_lactis1,F_banpakuense1,P_corrugata,746.9411187,1247.959716,1257.391204,1019,844,432,3
1259021818,C_lactis3,C_lactis4,F_banpakuense1,712.5353075,,3162.817901,1317,,648,3
1241546083,C_lactis6,C_lathyri2,P_mosselii,727.8027344,923.0592255,953.5087719,1024,878,627,3
1242711132,Blank1,C_lactis1,Gh38,698.1087533,1082.013675,3655.293381,754,585,559,3
1245041230,B_albus,L_macroides,L_macroides,697.9540347,1382.037613,878.9288703,979,771,717,3
1247371328,C_lactis1,P_putida2,P_putida3,703.1764706,5681.214976,965.5327456,935,828,794,3
1248536377,C_lactis3,P_mosselii,P_putida2,669.8745432,964.29,819.872381,821,700,525,3
1234555789,Mono1,P_corrugata,S_rhizophila,711.9213251,958.8580645,1074.974638,966,775,552,3
1238050936,EA,P_monteilii1,P_putida2,691.503055,7108.976636,900.5172414,982,856,725,3
851254668,Blank1,C_lactis3,Mono1,675.9529633,6137.461935,3499.061417,1063,775,635,3
852419717,C_lactis5,L_macroides,Mono1,678.6016598,1543.912485,2571.113208,964,857,689,3
858244962,C_lathyri2,P_monteilii1,P_monteilii2,681.0023283,863.1260365,838.4190687,859,603,451,3
843099325,C_lactis3,C_lactis3,S_rhizophila,720.0167504,917.9009662,3378.983283,597,414,658,3
844264374,M_kyungheense,RP1,RP1,709.5056995,974.4491726,1465.248954,965,846,478,3
848924570,C_lactis6,F_banpakuense1,F_ginsengiterrae,668.4780876,,1258.077131,1004,,739,3
831448835,Gh38,P_putida2,P_putida3,651.6094854,,766.0190476,991,,525,3
836109031,Blank1,C_lactis5,P_corrugata,683.5919317,,902.0190736,1289,,367,3
823293492,C_lactis6,Mono1,P_putida2,681.0132013,1050.834746,769.3097595,606,472,707,3
825623590,C_lactis1,C_lactis4,EColi,689.1451777,858.7111399,935.575,985,772,600,3
826788639,EA,P_monteilii1,P_putida2,665.7471429,837.3944134,808.314951,700,895,816,3
827953688,BI,E_cloacae2,S_rhizophila,662.8752515,1296.061281,1350.22332,994,359,506,3
887371187,E_cloacae2,Gh38,P_simiae,720.8481013,825.9403974,1091.929688,790,453,128,3
895526530,C_lactis4,C_lactis4,C_lactis4,716.6757532,4147.619904,2912.810078,697,834,258,3
878050795,C_lactis6,P_putida1,P_putida3,668.3162743,,771.6794326,977,,705,3
880380893,C_lactis3,P_koreensis2,P_monteilii2,640.8287462,1093.178532,878.9117998,981,913,839,3
868730403,C_lactis3,C_lactis3,EColi,749.8950104,936.2456946,1735.119685,962,871,635,3
874555648,Blank1,C_lactis7,F_banpakuense2,740.9157459,898.6593786,760.288,724,869,750,3
861740109,C_lactis3,P_koreensis2,RP1,757.6657754,1497.732187,1094.558824,748,407,136,3
862905158,C_lactis1,C_lactis5,E_cloacae2,743.2004717,843.194825,1325.88535,848,657,471,3
866400305,C_lactis3,P_simiae,S_rhizophila,744.9164969,1175.691124,961.3810219,982,845,685,3
776691532,Blank1,C_lactis7,Mono1,729.2970402,934.9645233,3265.301948,946,902,616,3
-841543124,C_lactis4,F_banpakuense2,Mono1,733.860396,1135.842319,3045.341176,1010,983,680,3
-840378075,F_banpakuense1,P_putida3,P_simiae,698.3877766,1145.354545,858.556213,949,880,507,3
-869504300,C_lactis7,Gh38,P_corrugata,744.5258621,2544.658863,1443.93913,1276,1196,115,3
-870669349,P_monteilii2,P_monteilii2,RP1,759.9483726,2193.020134,914.5810056,891,745,358,3
-867174202,C_lactis4,C_lactis7,RP1,725.7064677,1503.818515,2137.255988,1206,1091,668,3
-868339251,C_lactis1,C_lactis3,P_putida2,839.6104079,1809.961336,844.6267496,711,569,643,3
-864844104,C_lactis3,M_kyungheense,S_rhizophila,771.6190965,1189.324777,3089.052493,974,896,762,3
-866009153,BI,E_cloacae2,F_banpakuense1,750.1133603,1573.302674,1255.627837,988,935,661,3
-862514006,B_albus,EA,P_corrugata,757.047619,1110.153215,957.8826667,777,731,750,3
-863679055,Blank1,F_banpakuense2,P_corrugata,720.2958643,1105.267052,1049.145695,943,865,755,3
-860183908,Mono1,P_corrugata,P_monteilii1,725.862395,910.4172336,886.5484247,952,882,857,3
-857853810,C_lactis4,F_banpakuense1,P_putida1,771.3446089,876.6523297,947.3748597,946,837,891,3
-854358663,C_lactis1,EA,M_kyungheense,806.7445932,1332.397647,1386.884161,971,850,846,3
-889310133,C_lactis6,F_banpakuense2,P_mosselii,747.1108765,1096.935484,1071.236515,947,868,482,3
-885814986,F_banpakuense2,P_monteilii2,RP1,743.9730496,1240.861615,875.6481752,705,607,685,3
-884649937,C_lactis6,F_ginsengiterrae,P_corrugata,729.7371795,1067.518692,1040.70096,936,856,729,3
-881154790,F_ginsengiterrae,P_mosselii,P_putida2,749.4185567,5661.149834,841.471393,970,901,804,3
-877659643,F_banpakuense1,P_koreensis2,P_mosselii,767.8622386,1199.77709,1022.053879,813,646,464,3
-874164496,BI,C_lactis7,F_ginsengiterrae,753.3277662,2148.320366,1285.948845,958,874,606,3
-875329545,C_lactis7,C_lathyri2,P_monteilii2,769.4051639,1064.703142,1325.126364,1007,923,1100,3
-871834398,C_lactis5,EColi,P_koreensis2,783.6114593,3931.33082,961.3387574,1117,1061,676,3
-907950917,C_lactis3,C_lactis3,Gh38,770.7352025,939.4181614,4068.02507,963,892,718,3
-905620819,C_lathyri2,Gh38,Mono1,765.5665349,943.4407295,3942.677737,759,658,813,3
-898630525,C_lactis4,C_lactis6,S_rhizophila,724.8725314,1339.078431,1755.659913,1114,1020,691,3
-895135378,C_lathyri2,P_koreensis2,P_monteilii2,773.469086,1212.770968,907.8552822,744,620,691,3
-896300427,C_lactis3,S_rhizophila,S_rhizophila,847.2332636,2708.474215,6174.831715,956,892,927,3
-893970329,P_monteilii1,RP1,S_rhizophila,836.3744019,1183.534752,887.5928918,836,705,619,3
-890475182,P_putida1,P_putida3,P_putida3,816.4902267,1138.189799,882.5033025,1279,1196,757,3
-891640231,B_albus,C_lactis6,C_lathyri2,738.4293478,,1503.54703,736,,404,3
-1074552924,C_lactis3,P_mosselii,P_simiae,722.4762431,,908.8326996,905,,526,3
-1069892728,C_lactis1,C_lactis3,L_macroides,739.6133743,2159.083532,1917.815126,1301,1257,119,3
-1071057777,BI,Gh38,RP1,777.7486339,1094.426376,2214.326087,915,781,276,3
-1065232532,EA,F_banpakuense1,F_banpakuense1,852.1835373,1056.383663,2967.452941,899,808,680,3
-1062902434,C_lactis5,P_mosselii,P_mosselii,844.2271186,,1084.989418,885,,567,3
-1064067483,C_lactis5,EA,F_banpakuense1,830.7117949,949.3161361,1110.941019,975,911,1119,3
-1090863610,C_lactis4,L_macroides,P_monteilii2,745.3964435,1135.312791,929.802521,956,860,476,3
-1088533512,EA,M_kyungheense,P_koreensis2,813.8144208,7065.274373,1289.778873,846,718,710,3
-1086203414,C_lactis6,E_cloacae2,RP1,842.1453078,930.0325581,1076.783525,991,860,522,3
-1087368463,C_lactis6,EColi,P_corrugata,843.6413502,1377.57764,1346.010687,948,805,655,3
-1083873316,BI,P_putida1,P_putida3,840.0561983,5096.300268,910.1146732,1210,1119,811,3
-1078048071,C_lactis4,P_koreensis2,S_rhizophila,763.356681,1287.534332,925.1444444,928,801,540,3
-1111834492,C_lactis7,F_banpakuense2,RP1,752.5417143,1467.175414,1669.653484,875,724,531,3
-1110669443,C_lactis6,C_lactis7,C_lathyri2,836.6683673,1197.543478,937.1495063,980,874,709,3
-1107174296,F_banpakuense2,L_macroides,M_kyungheense,856.6376102,1045.532037,980.9592391,1021,874,736,3
-1108339345,C_lactis4,F_banpakuense1,F_banpakuense2,796.3124347,1008.877765,3214.668242,957,859,1058,3
-1104844198,EColi,P_monteilii1,S_rhizophila,733.2723535,7254.359031,1020.393151,973,908,730,3
-1097853904,F_banpakuense1,F_ginsengiterrae,M_kyungheense,745.3036963,1126.487991,943.9704017,1001,916,473,3
-1095523806,EColi,F_ginsengiterrae,P_koreensis2,712.4258706,975.9843096,905.2592593,1005,956,648,3
-1130475276,BI,F_banpakuense1,RP1,757.4473161,1096.629153,1275.731944,1006,933,720,3
-1131640325,B_albus,C_lactis3,C_lactis7,738.2066601,5259.334056,3705.622568,1021,922,771,3
-1128145178,C_lactis5,C_lactis6,P_mosselii,761.1831984,924.0707763,951.5443383,988,876,733,3
-1129310227,B_albus,C_lactis3,S_rhizophila,730.1715736,,3809.163164,985,,809,3
-1122319933,F_banpakuense1,F_ginsengiterrae,P_putida3,746.99,1010.794643,971.5278246,700,560,593,3
-1116494688,C_lactis3,P_corrugata,P_mosselii,732.8689176,921.8085339,1040.146207,1007,914,725,3
-1115329639,E_cloacae2,P_putida3,RP1,701.4669299,,961.4247788,1013,,791,3
-999989788,C_lactis3,C_lactis5,F_ginsengiterrae,729.5214785,1552.100671,1358.263614,1001,894,808,3
-1001154837,B_albus,E_cloacae2,P_putida2,716.8894737,1859.797945,915.276808,950,876,802,3
-994164543,BI,C_lathyri2,EColi,749.6759143,1102.148206,1787.900359,793,641,1114,3
-991834445,EA,P_mosselii,P_mosselii,728.3248106,1076.843386,972.7192053,1056,945,755,3
-986009200,C_lactis6,E_cloacae2,F_ginsengiterrae,741.476,1206.074561,1536.96816,1000,912,848,3
-987174249,B_albus,P_koreensis2,P_monteilii1,704.3048659,846.5487674,965.4018913,1007,933,846,3
-1016300474,C_lactis7,EA,Gh38,734.1958855,1522.742157,,1118,1020,,3
-1017465523,Gh38,P_koreensis2,P_mosselii,720.7311089,,1175.2,1019,,420,3
-1012805327,C_lactis5,F_banpakuense1,S_rhizophila,716.1884058,5932.705759,3183.054588,966,955,861,3
-1009310180,EA,Mono1,P_koreensis2,720.3874874,962.1427115,929.1116173,991,981,878,3
-1010475229,Mono1,P_monteilii1,RP1,718.9969136,988.9240924,992.8759036,972,909,830,3
-1006980082,C_lactis6,P_putida2,S_rhizophila,712.3605372,835.5911111,810.5964286,968,900,840,3
-1008145131,Gh38,P_koreensis1,P_putida2,703.8361303,813.1116173,783.5987097,1013,878,775,3
-1004649984,C_lactis5,P_mosselii,P_simiae,697.6288557,1382.852013,955.3596288,1005,919,862,3
-1003484935,C_lactis4,C_lactis5,RP1,712.5616851,4539.016667,3653.283784,997,840,148,3
-1037271356,Blank1,C_lactis1,C_lactis5,721.6482255,5375.408096,2657.5074,958,914,473,3
-1038436405,C_lactis3,EColi,Mono1,734.084449,1241.976443,3029.647679,971,849,474,3
-1034941258,C_lactis5,F_ginsengiterrae,M_kyungheense,708.1023069,983.0011111,1979.575529,997,900,662,3
-1036106307,C_lactis6,P_monteilii1,P_putida2,720.6676602,892.5614035,824.5724234,671,570,718,3
-1032611160,F_banpakuense2,P_mosselii,P_mosselii,741.2045455,1666.922981,958.7759104,924,805,714,3
-1033776209,E_cloacae2,P_putida2,P_putida3,710.4842958,1056.620462,794.8530151,987,909,796,3
-1030281062,C_lactis4,P_simiae,P_simiae,694.3440321,932.5404814,864.7601043,997,914,767,3
-1027950964,F_ginsengiterrae,P_putida3,RP1,700.6673248,775.4847059,781.3774319,1013,850,771,3
-1023290768,B_albus,C_lactis4,C_lactis5,718.9938398,,1643.71831,974,,142,3
-1024455817,C_lactis1,F_ginsengiterrae,M_kyungheense,718.2536534,912.2557604,2316.627561,958,868,537,3
-1020960670,BI,E_cloacae2,S_rhizophila,741.5383838,1052.55137,1297.072327,990,876,636,3
-1022125719,C_lactis5,C_lactis6,P_putida1,725.9196581,863.9990842,882.6607629,1170,1092,734,3
-1055912140,C_lactis1,EA,EColi,732.1548323,4163.072511,1019.504065,1014,924,369,3
-1057077189,C_lactis7,F_banpakuense1,F_ginsengiterrae,719.4548193,969.608545,1479.78882,996,866,644,3
-1053582042,C_lactis4,L_macroides,P_corrugata,692.6784188,4076.09319,1012.038994,936,837,795,3
-1054747091,C_lactis5,C_lactis5,P_koreensis1,688.8384697,875.1095571,839.6379526,941,858,801,3
-1051251944,C_lactis3,C_lactis4,P_putida1,697.3512658,1204.742303,855.1698565,948,877,836,3
-1052416993,F_banpakuense1,P_koreensis2,P_putida1,677.9079079,877.6271368,841.1229698,999,936,862,3
-1047756797,C_lactis3,C_lactis4,P_koreensis2,690.7449947,1055.45676,943.6649485,949,821,194,3
-1044261650,C_lathyri2,F_banpakuense1,P_putida2,730.5740741,2960.862301,802.8583474,1242,1191,593,3
-1045426699,C_lactis4,Mono1,P_koreensis1,692.9351852,928.1866029,906.337386,972,836,658,3
-1043096601,C_lactis1,C_lactis5,Mono1,690.7729045,922.7565308,3085.574029,1026,957,824,3
-1039601454,F_ginsengiterrae,Mono1,P_koreensis2,691.2581281,1065.870968,898.7125984,1015,930,762,3
-1040766503,C_lactis1,F_banpakuense2,F_banpakuense2,727.663286,3688.018559,2703.95218,986,916,711,3
-1223679196,C_lactis1,C_lactis3,P_mosselii,710.3488844,794.8705302,829.5614973,986,811,748,3
-1224844245,C_lactis4,C_lactis6,EColi,676.0866808,1361.900232,1120.273427,946,862,779,3
-1221349098,Blank1,C_lactis7,C_lathyri2,683.6726908,3951.473461,3169.836493,996,942,844,3
-1216688902,Blank1,F_banpakuense1,RP1,711.3571429,7789.060403,2897.774834,840,596,151,3
-1217853951,C_lactis4,EA,P_simiae,704.5575758,,2749.240443,990,,994,3
-1214358804,BI,C_lactis5,F_ginsengiterrae,694.6574642,860.6780432,967.4308682,978,879,622,3
-1212028706,C_lactis6,P_monteilii2,P_simiae,697.8933092,891.7466281,822.0422705,1106,1038,828,3
-1213193755,B_albus,C_lactis5,P_monteilii2,691.4265594,878.4419643,939.9963812,994,896,829,3
-1209698608,B_albus,C_lactis5,Mono1,739.088634,,2804.025,959,,800,3
-1207368510,C_lactis5,F_banpakuense1,F_ginsengiterrae,673.54,812.0154867,1213.280884,1000,904,769,3
-1208533559,B_albus,L_macroides,P_corrugata,659.4642857,1016.294314,982.7684848,952,897,825,3
-1241154931,F_banpakuense1,F_banpakuense1,S_rhizophila,724.7837553,,1427.03125,948,,128,3
-1237659784,C_lactis7,F_banpakuense1,P_corrugata,702.4805936,846.1844532,2595.178752,876,759,593,3
-1238824833,BI,C_lactis1,P_corrugata,693.2012072,,916.4671756,994,,655,3
-1232999588,C_lactis5,P_putida1,P_putida2,698.8439781,873.4160156,783.5454545,1096,1024,792,3
-1231834539,C_lactis6,P_mosselii,P_putida2,694.4236253,831.919181,769.1303318,982,928,844,3
-1228339392,BI,C_lactis5,C_lactis6,660.0121704,1282.042035,778.404703,986,904,808,3
-1260960764,F_banpakuense1,Mono1,P_corrugata,707.8737542,1100.802239,1084.776699,903,804,206,3
-1258630666,F_banpakuense1,P_corrugata,RP1,703.8990895,782.7274291,826.5097451,1318,1163,667,3
-1259795715,C_lactis4,C_lactis7,EColi,722.1571146,1121.22438,1843.302905,1012,927,1205,3
-1256300568,C_lactis1,P_putida2,S_rhizophila,706.3940991,837.7179177,795.9728331,949,826,773,3
-1253970470,C_lactis4,P_putida2,S_rhizophila,681.0914573,3966.150964,1153.174123,995,934,827,3
-1255135519,C_lactis6,F_banpakuense1,P_putida3,664.7613293,1659.177855,1381.249081,1324,1147,1088,3
-1251640372,M_kyungheense,Mono1,P_putida1,722.2242242,819.8615071,786.107438,999,982,847,3
