,additive,mean,OD_W_mean,strongest,modified_strongest
1,0.6811282124774228,0.48544037816768315,0.3962165384891822,0.29591240521288364,0.2830961783783625
2,0.6447995016811489,0.47148460932628916,0.38466807596709535,0.2888047177922253,0.2769731541550004
3,0.6614117698408968,0.47580754427122096,0.39022688852092635,0.2883684179286456,0.2708331971349488
4,0.6432151829079346,0.45701419176821656,0.37138114565857766,0.27807885517280756,0.26158745119901555
5,0.6692087972807974,0.48212959079235784,0.39466131908029395,0.29664936033036315,0.2849149325131155
6,0.6840231402811576,0.49595365396852265,0.40659017147391857,0.31120430439680247,0.2914138680229613
7,0.6551051319623105,0.4720643047511487,0.3858957328930388,0.2889900826546616,0.2753029580800092
8,0.6617145111545997,0.47724383814712507,0.38851901418039714,0.29048169050798445,0.2698917770913386
9,0.6474251948270828,0.45382991486732,0.3753329702933893,0.2819330792014959,0.26973767834757423
10,0.6266805171072484,0.45173762232944215,0.36731853081371096,0.27024969032127066,0.2590655987472132
11,0.6515826330659373,0.4512658973483446,0.3730537456795895,0.2783027544835141,0.2697498553758482
12,0.6515199186852118,0.4692016995485494,0.3812269492421261,0.2897408157451706,0.2698623242858455
13,0.614950236530801,0.44516118871019883,0.3674704829161099,0.2675894873819278,0.2579627923789349
14,0.6650773401468939,0.4763223884630796,0.38741969625219785,0.29408222583603494,0.2745897501101308
15,0.6805838362432587,0.4880074927956781,0.39623949294851707,0.2983818079741586,0.2863974089202624
16,0.6497170644029694,0.46621412319955163,0.3781623818370066,0.28230722245524925,0.26722049674345444
17,0.6703005980163131,0.46500132218418794,0.381849762063458,0.28228563353078073,0.27209193000358134
18,0.6325560121110042,0.44734985808922006,0.3683757285645492,0.268042989592787,0.2513785974394338
19,0.6509977632326073,0.4627234219469543,0.3775183180629617,0.28278203655224465,0.2668875394069468
20,0.659817458361003,0.4686378465316312,0.3819091585561698,0.2829536188085587,0.26982209924313244
21,0.6556751083773791,0.4696882042774392,0.3830845384360058,0.2819418937278082,0.26942558601390687
22,0.6761275062927624,0.46880938350154283,0.3888111326856863,0.297566411451438,0.27892341765144646
23,0.6595500991498905,0.46612051594868786,0.3873474347542237,0.2876413108441407,0.273571212649518
24,0.6637634434551861,0.4650770270112326,0.37997045595568363,0.2849291073994742,0.2646301626215954
25,0.6518661534845097,0.45595015052223137,0.3725359056140609,0.2794987282550189,0.26414182957302446
26,0.6717677636641377,0.46476694333204466,0.38317684608779884,0.2842432495000927,0.273432544616738
27,0.6526025927981591,0.4649176422489361,0.3777727297553926,0.2833911930402152,0.26655595714719504
28,0.6728295330149643,0.4713533565283347,0.3826476950473887,0.2791192896721196,0.2662650361402997
29,0.6833892625147605,0.4808534003965731,0.39155249266856185,0.29992077698816566,0.2786857297354514
30,0.6587446221465934,0.4596546777905338,0.3767860418861593,0.2801824268392779,0.266448422927118
31,0.6606382028112022,0.4712267076048996,0.38764659603231716,0.29371765255761456,0.2734218946605361
32,0.6391167875509127,0.4551598193516557,0.3705707816540237,0.2695531440990099,0.2544204168796651
33,0.6334132878604106,0.46268138505958356,0.37552131842312286,0.2778124274222108,0.262107008341006
34,0.6523855014862188,0.4597225170253172,0.3757963548152094,0.27775353113667267,0.2665206427756217
35,0.6416171440917825,0.47033868773633636,0.3828321882869633,0.28653048834725375,0.27006919706703464
36,0.627474211180913,0.45789765216485145,0.3700504327066399,0.2808771746481212,0.25974700244142923
37,0.651261495405164,0.4759244136906937,0.388874746950322,0.2858127451598609,0.2723948871839374
38,0.6516038058788882,0.46211701104784103,0.3775486918570086,0.2766823308735429,0.26375757807708067
39,0.6789436579009352,0.4744747683646991,0.38865104865971145,0.2931720868901975,0.27235921730768264
40,0.6624725774702545,0.4709991983280943,0.38720518506341717,0.29217298654857593,0.27917787883686673
41,0.6434242308793043,0.4623133913851319,0.3852268368693814,0.2917601751892101,0.27495151342664154
42,0.6527596880965323,0.46618596083438324,0.3805103090730324,0.28254042786011796,0.26881693497085485
43,0.6445436910881972,0.46516206942647226,0.37800323195378877,0.28154162994102616,0.26640676202467517
44,0.6591634702268356,0.47952089414102944,0.39172077275660466,0.29647483158712407,0.2760004069934309
45,0.636965735277954,0.45762181120937045,0.3710975156240418,0.27868111025543163,0.26033056749996464
46,0.6454753161800093,0.46498794804295795,0.38463134822014494,0.28543876680285585,0.2707940693097656
47,0.6324820692815092,0.43756627833275047,0.3602964119871535,0.26481022784576785,0.24991900149350682
48,0.6480810555435836,0.46415975084511324,0.38258115705659557,0.28582029405751486,0.2675930792723971
49,0.6433121640918581,0.4551757384161375,0.37345043466391076,0.27434377544700994,0.2654025985796603
50,0.6728859092798436,0.48282854948865217,0.3944786213291461,0.29401797890114684,0.2807474367819705
51,0.653218869222006,0.46950421046463375,0.38631074253192443,0.29185274626067376,0.27390972145661174
52,0.6204580208778231,0.4368220128200439,0.3568351399681139,0.25694580729907757,0.24202612067397314
53,0.6587685024050991,0.4647230687021468,0.3770196645642424,0.27662186899331564,0.26206874572458944
54,0.6745101251562676,0.4837037938857446,0.3925015151470584,0.2911210791125146,0.27146934370020565
55,0.6590461042977783,0.472067463329232,0.3898782770169002,0.29159959948035746,0.27348921840865437
56,0.6506433441328631,0.460593085649899,0.37742118677871545,0.28265588332923586,0.26759044572317064
57,0.6294001407173236,0.44883066581839876,0.3671268862809084,0.2771173418152615,0.265974837680343
58,0.6655234225145714,0.46342711178673385,0.38313510436243287,0.2822865688251303,0.2707220024114269
59,0.6330072658103946,0.44836816864622037,0.3655634370039333,0.2706350020277261,0.2572477817508036
60,0.6440988976101815,0.4550612866094367,0.37783918773133385,0.2851192137193908,0.27200788284372174
61,0.6954657351701118,0.4776713337218116,0.3933854464311192,0.2962689440190476,0.28201598891349267
62,0.6447620029222612,0.45833435051839716,0.3747558108152892,0.27925429402237945,0.26346565711489245
63,0.6767467500305393,0.47519967820790115,0.3885876524800389,0.2889765664355748,0.2749888262209033
64,0.6158935679990263,0.44736300098622256,0.3622844022569423,0.26508296028608275,0.24868045349211487
65,0.6475869397215368,0.4621948928038113,0.3811544749298333,0.2849632307889103,0.2691820733529902
66,0.6463697481011269,0.46148631459063966,0.37729927420251336,0.2828847868434791,0.2582733256227918
67,0.6822497345233568,0.48812982258154586,0.39422769924575113,0.2911703950328323,0.2767379717766067
68,0.6859722460570187,0.47407032778214975,0.38756025019584894,0.28831699463724386,0.2740155657755901
69,0.6529617607746274,0.46700177046523395,0.37685671241701524,0.2862631795076782,0.266176060705592
70,0.6668656643180435,0.4713725537754569,0.3870959933605527,0.2851954859294456,0.267314335389087
71,0.6325510236512156,0.45284330964731667,0.3698111068241806,0.2710933222225701,0.260309781087032
