,additive_s,mean_s,OD_W_mean,strongest_s,additive_p,mean_p,strongest_p
0,2.591901361654987,1.2609963917509959,0.9235168614643752,0.8387133799293925,4.30138634845533,0.6475140498665066,0.5587214315911972
1,2.835571816205136,1.1836534706051747,0.9745420034980766,0.7463358114914491,4.202431982878345,0.7013653682539921,0.594883650015882
2,2.797187036053054,1.1797475340989396,0.9603497351401313,0.6531350656450213,4.324147321950331,0.6609057650746291,0.5562159427543628
3,2.5722642641974045,1.2539204597546454,0.9326785817619814,0.7425127116535751,4.415417310444346,0.6639372144746257,0.5730822890419375
4,2.6806038603426616,1.1969201686560624,0.9602011685670115,0.5724714054069793,4.33175787035715,0.6613663320623194,0.5539273032091327
5,2.882881841558709,1.246894131366682,1.0226024020869684,0.7816944065322302,4.445417294192627,0.6814792093644191,0.5861347209010209
6,2.484842056843836,1.2719956240626655,0.9461337964196401,0.7523034973180676,4.236912282839517,0.6918233960698976,0.5859402174105813
7,2.794326816108465,1.1976820685027891,0.9828117264809901,0.6435781174654281,4.295151687997831,0.6877136583353958,0.5877456967630733
8,2.737001958317843,1.2263588668614895,0.9962918534863605,0.6298474436048102,4.350016368758891,0.6874177424219855,0.5712098335159987
9,2.7019683195751916,1.2407306044142907,0.9999258884006114,0.6865094675161851,4.34576280400722,0.6743071668946908,0.5793637307224181
10,2.694217640548434,1.2491922743156143,0.9818384094885565,0.6304555685195053,4.275006530935291,0.6738556916394765,0.5418197662125799
11,2.688250973034439,1.2190079468042427,1.011819422420116,0.6318808321312017,4.2778912376099525,0.7039089166724218,0.5571645037663937
12,2.5325033355508535,1.2490342547719784,0.984219368688444,0.5779324000162348,4.227972152822604,0.6775628853974546,0.5360686308569197
13,2.7244876299187823,1.2123164474899943,0.9725901365878993,0.6257750984429026,4.311062786859172,0.6699093289947943,0.5403306522628252
14,2.494505831894393,1.2227107789679725,0.9757544414537503,0.5932122317442193,4.245035613843902,0.6685436712366617,0.5774050438726536
15,2.573925604662438,1.2226184099629676,0.9864972149865061,0.6032857639567382,4.215762430781401,0.6762311075996382,0.5545469623200135
16,2.7455329373647572,1.1623257816919823,0.9455153434232716,0.6530492677994155,4.281505458478325,0.6557610040563838,0.5505699043810846
17,2.7096831383718776,1.2314732766565046,0.9856827009071056,0.620932875441204,4.360942507276939,0.6842151054139842,0.554384912860534
18,2.4876980519892067,1.2972416927797643,1.047806036466355,0.6298314151173408,4.360161232923825,0.662942577002426,0.5796605043194373
19,2.7009150877731356,1.212189253915383,0.9798584840741524,0.6104037328251534,4.387738315469209,0.6795798014668399,0.6326144873588644
20,2.583461847428433,1.2318184569935666,0.9741967439227607,0.6041359759756957,4.407254787943639,0.6493732795707637,0.5894041107820644
21,3.052627819638268,1.165329321579306,0.9497083969205388,0.7604851198825323,4.414582969713189,0.6705310658948802,0.5910069353446802
22,2.738500175476181,1.230514645193215,0.994139160551183,0.7673209711803068,4.320295052264431,0.6795226188887258,0.588127302311383
23,2.71928313596462,1.257545610454593,0.9938820942516565,0.6083680569780896,4.433465184368513,0.6678067277867473,0.5402920678917343
24,2.802999329447699,1.261982713521735,1.01479982177663,0.6551022511276388,4.458472449819581,0.7268505273301147,0.6078085952982812
25,2.802150952794538,1.2410178214778615,0.9980320232048553,0.6530135130645287,4.457981726499963,0.6864925839892658,0.6074852303539321
26,2.5918021067919725,1.2621384530571371,1.0300692171831347,0.6845693132819349,4.262880097450521,0.6739035330971589,0.5380423555033264
27,2.453385610207029,1.2495009775554022,1.003523435539559,0.580893508424999,4.306940665423642,0.6538588281086319,0.5464290776758801
28,2.442174617445519,1.2375695530625943,0.9511078691547274,0.5700469868442548,4.288591408633963,0.633919538800137,0.5510795731049084
29,2.7706427436585805,1.1986083947729065,0.9576036606566849,0.6052097061072985,4.440027877745063,0.6664525266121009,0.5624249571472496
30,2.502051940887301,1.2919236882351792,0.9949037019173512,0.6422481477029648,4.354798327212918,0.6927703100178497,0.6005593518549508
31,2.561539400642822,1.2428262017045633,0.9733077879904318,0.5899458573152278,4.2704816609870715,0.6645238480099299,0.5550953088578342
32,2.8663647274975057,1.1507175845307678,0.9416302395881927,0.7034780138316598,4.25425473250508,0.653748089800458,0.5363196922298183
33,2.5388455819297886,1.2154023727444434,0.9828723041855301,0.592889425976205,4.339279129853751,0.6539381322937815,0.5750563675937808
34,2.5974585442025107,1.2304120623890527,0.9748246584836356,0.5993941462571487,4.35624553444604,0.6713761407292854,0.5634018250151925
35,2.662747362844119,1.198915041944365,0.9431157768742271,0.5839651118340606,4.290359344112739,0.6689888181613667,0.5555065208370741
36,2.4111611208026034,1.2743285132825883,1.0244823146064188,0.5841801442072827,4.251913664749602,0.6886537629820306,0.5802306042149182
37,2.467885416689237,1.2561860151493778,0.977294791278115,0.5736319439755321,4.263277359870518,0.6604052402820537,0.5571716883451905
38,2.817283302089095,1.2090493828937738,0.9958262668085867,0.7656305961995181,4.271050931059347,0.6714877687225017,0.5507246042206717
39,2.76838959015188,1.2183546958212166,1.0000090358203173,0.7032510653404118,4.306194342384038,0.6714960425823329,0.5490772628722032
40,2.767832940725284,1.2276151474136228,1.002705821276853,0.7674195951834025,4.344082140696328,0.6794474579042146,0.5690124306547273
41,2.839506303933218,1.1944713730060308,0.9642954898829488,0.7280758847359214,4.342233913752586,0.6514078791545608,0.5676064370196033
42,2.7015479093743253,1.1847280602084915,0.9578500351408892,0.6669985110871178,4.220234324679936,0.6723038688470596,0.5717877973998163
43,2.7022801881282863,1.1653540634725141,0.9530802652711169,0.5943063830144262,4.2786460596291995,0.6578313086193247,0.5936902681047788
44,2.5278899888130297,1.248071418034454,0.9799050921943439,0.5735081258061644,4.312789159131732,0.6560316812728495,0.5631195729336341
45,2.531082375372833,1.242510812488246,0.9816476996417044,0.5593491723090377,4.380096891530404,0.6702381227642811,0.5555724878919214
46,2.6927215626141896,1.250158577531111,0.9980066412781066,0.7192784831191411,4.321383474278242,0.6794712148093135,0.5868023324806347
47,3.170232507397882,1.1272387441700786,0.9562575765215372,0.8391741723168579,4.333003769837597,0.6780792286489923,0.6023212914450371
48,2.7509730474599587,1.1689826789476905,0.9718403333283021,0.6158710561419881,4.388229291044194,0.65868122427165,0.5751190028970764
49,2.740757895162915,1.2286989486317033,1.0015689512218775,0.6589074367472078,4.411848662810979,0.7084892806698148,0.6112137152596874
50,2.9136325000747765,1.1660455789013777,0.9667094756363709,0.7573784869431144,4.343959018713255,0.6778149737870683,0.5746104152762702
51,2.646056000876834,1.2474957476537338,0.9898806586049775,0.6205146425915966,4.337425211181847,0.6710617688364623,0.5547866664165599
52,2.5239445763831205,1.2778512961131807,1.0558329968730655,0.666396042551265,4.3731666297713865,0.6808948074220754,0.6885545883478827
53,2.5041820805732686,1.2602596631152845,1.0040383605545586,0.591555674145958,4.235246785660453,0.6669461714665872,0.5371089254846255
54,2.8735596108445387,1.1739598621902445,0.968346869226288,0.7409285757384069,4.288422708171616,0.6647959278727437,0.5480120354018537
55,2.346102071869076,1.2607272325072312,0.9870562060808457,0.5594922321527397,4.192742558381154,0.650791305582852,0.5309495130527938
56,2.932080157555317,1.116177116135512,0.9242533266870351,0.7626068576292029,4.24230362173546,0.6523869035527629,0.5667331187140326
57,2.7405236661442935,1.2957364906674544,1.0685580102471552,0.8324052683705081,4.366360018433108,0.6753839322143611,0.5668472049791999
58,2.7600749658525663,1.201534884096877,0.9780670274953456,0.6470404751519501,4.29351323743595,0.6949519528610621,0.5523227313794611
59,2.4342096647465428,1.2342768008289065,0.9565825227612457,0.5896486007649129,4.225321243267446,0.6547030375330891,0.5560487728331616
60,2.6718569266609005,1.2300771601533051,0.9864072706128988,0.6129413546302684,4.295028343911462,0.6851500424292277,0.5695163588288368
61,2.7763798659809256,1.1797930611988452,0.9674714560432719,0.739809791600519,4.2398764203972386,0.6430015161671357,0.5515812991979928
62,2.5099520921142915,1.2505508427183039,0.991735708687908,0.5755609705930126,4.278980519187572,0.6726721452796347,0.5488042479668115
63,2.5895426402028154,1.247498285223336,1.0152797031228091,0.5755189001679532,4.2658329324226285,0.6767016709334369,0.5427727332532482
64,2.5728310259396854,1.2419109573420601,0.9764040442051425,0.605036305152736,4.344839441152098,0.655286669459922,0.5665175405128123
65,2.6691991346027932,1.2255672515469629,0.9654111051447346,0.5753596485051875,4.379620339721007,0.6687677958856995,0.6064005616309895
66,2.5369263941264757,1.260440570681718,0.9754002963159463,0.6314929963424273,4.274148898219108,0.6574557060270347,0.5782545913080017
67,2.698722585044037,1.274763614687829,0.9621174985798006,0.8087110533034277,4.492534942132285,0.6554855604412259,0.5760106564918025
68,2.576175316210337,1.2851824929117635,1.0086948349127915,0.6400119846119094,4.323970764914119,0.6920655764516295,0.5607402151553617
69,2.7969769201587398,1.2270556455729287,0.9763769909048817,0.607381308397031,4.371400209648288,0.698641107724627,0.55370145256122
70,2.507498372662822,1.214492956439545,0.9738519913842308,0.6154280535184589,4.220494167281793,0.6566780342737742,0.5624683312720937
71,2.409150781696075,1.309649390335437,1.0460171695863667,0.5919410839657514,4.272967123721387,0.688927249337408,0.5880546822120751
72,2.7270964223052876,1.2325501382523283,0.9757154228821177,0.6972330101203382,4.38854436469847,0.6819913093512239,0.5862397640143568
73,2.610356674175601,1.2428257642171623,0.996840604579261,0.6721894850639508,4.27456425290098,0.6715945191143137,0.5388842305661311
74,2.990402282735159,1.1593217927553194,0.9558254379819172,0.7531091854970525,4.398305011246905,0.661790347298001,0.5756468669041761
75,2.4121549306348053,1.2708740365388727,0.9325102199647365,0.6649881995575498,4.347595669966984,0.6745751787081598,0.6163566614055229
76,2.4583335578411982,1.234766667182094,0.9769328234878158,0.5633381061231918,4.187198603750852,0.6754345032695874,0.5647231959339721
