,additive_s,mean_s,OD_W_mean,strongest_s,additive_p,mean_p,strongest_p
0,2.591901361717639,1.2609963917955889,0.9491264894573029,0.8387133801452351,4.301386348471686,0.6475140499047897,0.5587214316660143
1,2.835571816263118,1.1836534706524857,0.990790113121784,0.7463358117263905,4.202431982894241,0.7013653682870077,0.5948836501075552
2,2.797187036053054,1.1797475340989396,0.9687496617093317,0.6531350656450213,4.324147321950331,0.6609057650746291,0.5562159427543628
3,2.5722642641974045,1.2539204597546454,0.9344311263181815,0.7425127116535751,4.415417310444346,0.6639372144746257,0.5730822890419375
4,2.6806038603426616,1.1969201686560622,0.9620741035820641,0.5724714054069793,4.33175787035715,0.6613663320623194,0.5539273032091327
5,2.8828818416199646,1.2468941314149236,1.0489981709246923,0.7816944067737354,4.445417294216649,0.681479209417369,0.5861347210345087
6,2.484842056823577,1.2719956242162296,0.9484147623396454,0.7523034972317728,4.236912282752999,0.6918233962008684,0.5859402173942461
7,2.794326816108465,1.1976820685027891,0.9841408087306738,0.6435781174654281,4.295151687997831,0.6877136583353958,0.5877456967630733
8,2.737001958048473,1.2263588670042982,1.0059537499690647,0.629847443387069,4.350016368560715,0.6874177426206717,0.5712098333188658
9,2.7019683195445334,1.240730604732032,1.0062421871796743,0.6865094673159631,4.3457628038108,0.6743071671056692,0.5793637306723147
10,2.694217640548434,1.2491922743156143,1.0009340541503033,0.6304555685195053,4.275006530935291,0.6738556916394765,0.5418197662125799
11,2.6882509730344393,1.2190079468042427,1.009465818077816,0.6318808321312017,4.2778912376099525,0.7039089166724218,0.5571645037663937
12,2.532503335550854,1.2490342547719784,0.9776793083631556,0.5779324000162348,4.227972152822604,0.6775628853974546,0.5360686308569197
13,2.7244876299160743,1.2123164474889938,0.9704870253793384,0.6257750984267936,4.311062786859173,0.6699093290492064,0.5403306522628253
14,2.4945058318805873,1.222710779121798,0.9759653951635973,0.5932122316452088,4.245035613755255,0.6685436713532047,0.5774050438141995
15,2.573925604662438,1.2226184099629676,1.0032681160161272,0.6032857639567382,4.215762430781401,0.6762311075996382,0.5545469623200135
16,2.7455329373647572,1.1623257816919823,0.9686111452431477,0.6530492677994155,4.281505458478325,0.6557610040563838,0.5505699043810846
17,2.7096831383718776,1.2314732766565046,0.9947064376279193,0.620932875441204,4.360942507276939,0.6842151054139842,0.554384912860534
18,2.4876980519892062,1.2972416927797643,1.067705006508087,0.6298314151173408,4.3601612325875125,0.6629425771241305,0.5796605042756741
19,2.7009150877731356,1.212189253915383,0.9742836772261724,0.6104037328251534,4.387738315469209,0.6795798014668399,0.6326144873588644
20,2.583461847428433,1.2318184569935666,0.9902962209653481,0.6041359759756957,4.407254787943639,0.6493732795707637,0.5894041107820643
21,3.0526278196724133,1.1653293216101976,0.9441878142352591,0.7604851200502069,4.41458296973241,0.6705310659386496,0.5910069354580034
22,2.738500175476181,1.230514645193215,0.996534261053483,0.7673209711803068,4.320295052264431,0.6795226188887258,0.588127302311383
23,2.71928313596462,1.257545610454593,0.9978457808578185,0.6083680569780896,4.433465184368513,0.6678067277867473,0.5402920678917343
24,2.8029993294476987,1.261982713521735,1.0215876795555319,0.6551022511276388,4.458472449819581,0.7268505273301147,0.6078085952982812
25,2.802150952794538,1.2410178214778615,1.0015402432644727,0.6530135130645287,4.4579817264999635,0.6864925839892658,0.6074852303539321
26,2.5918021067919725,1.2621384530571371,1.0392122492546376,0.684569313281935,4.262880097450521,0.6739035330971589,0.5380423555033265
27,2.453385610211892,1.2495009775590153,1.0071245950195746,0.5808935084438741,4.3069406654371765,0.6538588281385282,0.546429077747946
28,2.4421746174413315,1.2375695530602697,0.9445613954062158,0.5700469868355775,4.288591408642945,0.6339195388211359,0.5510795731719954
29,2.77064274362694,1.1986083950989008,0.9627496052914774,0.6052097059137255,4.440027877585053,0.6664525269018118,0.5624249571823828
30,2.502051940887301,1.2919236882351792,1.0147786725613992,0.6422481477029648,4.354798327212918,0.6927703100178497,0.6005593518549508
31,2.561539400642822,1.2428262017045633,0.978559494429748,0.5899458573152278,4.270481660470539,0.6645238481689799,0.5550953086780531
32,2.8663647274975057,1.1507175845307678,0.9593551609184688,0.7034780138316598,4.25425473250508,0.653748089800458,0.5363196922298183
33,2.538845581912138,1.215402372893701,0.9885581095624795,0.5928894258653138,4.339279129772484,0.6539381324196908,0.575056367557278
34,2.5974585441734774,1.2304120627013926,0.9876973047568123,0.5993941459977483,4.3562455343099,0.6713761410510364,0.5634018250131991
35,2.662747362846905,1.1989150419458194,0.9568196882468043,0.5839651118511623,4.290359344112739,0.668988818196203,0.5555065208370741
